0 1 2 3
0 1 8 9
0 1 12 13
0 2 8 10
0 2 9 11
0 2 12 14
0 2 13 15
0 2 16 18
0 2 17 19
0 3 4 7
0 3 8 11
0 7 9 14
0 7 10 13
1 2 5 6
1 2 17 18
1 3 4 6
1 3 5 7
1 3 8 10
1 4 9 12
1 4 11 14
1 5 8 12
1 5 9 13
1 5 11 15
2 3 4 5
2 3 10 11
2 3 18 19
2 5 10 13
3 6 8 13
3 6 9 12
3 6 10 15
3 7 11 15
4 5 6 7
4 5 14 15
4 5 16 17
4 6 13 15
4 6 16 18
4 6 17 19
4 7 12 15
4 7 16 19
5 6 16 19
5 7 12 14
5 7 17 19
6 7 8 9
6 7 14 15
6 7 18 19
8 9 10 11
8 9 14 15
8 9 16 17
8 10 12 14
8 11 13 14
8 11 17 18
9 10 17 18
9 11 16 18
10 11 14 15
10 11 16 17
10 11 18 19
12 13 16 17
12 13 18 19
12 14 16 18
12 14 17 19
12 15 16 19
13 14 17 18
13 15 16 18
13 15 17 19
