0 1 2 3
0 1 2 7
0 1 2 9
0 1 3 7
0 1 3 11
0 1 4 5
0 1 4 6
0 1 4 7
0 1 4 8
0 1 4 9
0 1 4 10
0 1 4 11
0 1 5 6
0 1 5 8
0 1 6 9
0 2 4 6
0 7 10 11
0 8 9 10
0 8 9 11
0 8 10 11
0 9 10 11
1 2 4 10
1 4 6 8
1 4 6 9
1 4 6 11
1 5 10 11
1 7 10 11
2 3 5 6
2 3 5 7
2 3 5 9
2 3 7 8
2 3 7 10
2 3 8 10
2 4 6 10
2 4 7 8
2 4 9 11
2 5 6 7
2 5 6 8
2 5 6 10
2 6 8 11
2 6 9 11
2 6 10 11
2 8 9 11
3 4 5 8
3 4 5 9
3 4 5 11
3 4 9 10
3 5 7 9
3 5 7 11
3 5 8 9
3 6 10 11
3 7 8 9
3 7 8 10
3 8 9 11
3 8 10 11
4 5 7 10
4 5 7 11
4 6 7 10
5 6 7 8
5 6 7 9
5 6 7 10
5 6 8 9
6 7 8 9
7 9 10 11
