0 1 2 3
0 1 2 8
0 1 2 15
0 1 6 12
0 1 6 13
0 1 6 14
0 1 8 11
0 2 3 12
0 2 3 13
0 2 3 14
0 2 3 15
0 2 3 16
0 2 3 17
0 2 4 6
0 2 4 8
0 2 4 9
0 2 4 10
0 2 4 11
0 2 4 12
0 2 4 13
0 2 4 14
0 2 4 15
0 2 4 16
0 2 4 17
0 2 5 7
0 2 5 8
0 2 5 9
0 2 5 10
0 2 5 11
0 2 5 12
0 2 5 13
0 2 5 14
0 2 5 15
0 2 5 17
0 2 6 7
0 2 6 8
0 2 6 9
0 2 6 10
0 2 6 11
0 2 6 12
0 2 6 13
0 2 6 14
0 2 6 15
0 2 6 16
0 2 6 17
0 2 7 8
0 2 7 9
0 2 7 10
0 2 7 11
0 2 7 12
0 2 7 13
0 2 7 14
0 2 7 15
0 2 7 16
0 2 7 17
0 2 8 9
0 2 8 10
0 2 8 11
0 2 8 12
0 2 8 13
0 2 8 14
0 2 8 15
0 2 8 16
0 2 8 17
0 2 9 10
0 2 9 11
0 2 9 12
0 2 9 13
0 2 9 14
0 2 9 15
0 2 9 16
0 2 9 17
0 2 10 11
0 2 10 12
0 2 10 13
0 2 10 14
0 2 10 15
0 2 10 16
0 2 10 17
0 2 11 12
0 2 11 13
0 2 11 14
0 2 13 16
0 2 13 17
0 2 15 17
0 2 16 17
0 3 4 8
0 3 4 9
0 3 4 10
0 3 4 11
0 3 4 12
0 3 4 13
0 3 4 14
0 3 4 17
0 3 5 8
0 3 5 9
0 3 5 10
0 3 5 12
0 3 5 13
0 3 5 14
0 3 5 17
0 3 6 8
0 3 6 9
0 3 6 10
0 3 6 11
0 3 8 13
0 3 12 15
0 6 12 14
0 6 14 17
0 8 9 12
0 8 9 15
0 8 10 13
0 10 13 14
1 2 12 16
1 4 7 15
1 4 7 16
1 4 9 14
1 4 9 15
1 4 9 16
1 4 9 17
1 4 10 11
1 4 10 13
1 4 10 16
1 4 10 17
1 4 11 12
1 4 11 13
1 4 11 14
1 4 11 15
1 4 11 16
1 4 11 17
1 4 12 13
1 4 12 14
1 4 12 15
1 4 12 17
1 5 9 12
1 5 9 13
1 5 9 14
1 5 9 15
1 5 9 16
1 5 9 17
1 5 10 12
1 5 10 13
1 5 10 14
1 5 10 15
1 5 10 16
1 5 10 17
1 5 11 13
1 5 11 14
1 5 11 15
1 5 11 17
1 5 12 13
1 5 12 14
1 5 12 15
1 5 12 16
1 5 12 17
1 5 13 14
1 5 13 15
1 5 13 16
1 5 14 15
1 5 14 16
1 5 14 17
1 5 15 16
1 5 15 17
1 5 16 17
1 6 7 8
1 6 7 9
1 6 7 10
1 6 7 11
1 6 7 12
1 6 7 13
1 6 7 14
1 6 7 15
1 6 7 16
1 6 7 17
1 6 8 9
1 6 8 10
1 6 8 11
1 6 8 12
1 6 8 13
1 6 8 14
1 6 8 15
1 6 8 16
1 6 8 17
1 6 9 10
1 6 9 11
1 6 9 12
