0 1 2 3 4
0 1 2 8 13
0 1 2 8 14
0 1 2 8 15
0 1 2 8 16
0 1 2 8 17
0 1 2 9 10
0 1 2 9 11
0 1 2 9 12
0 1 2 9 17
0 1 2 10 12
0 1 2 10 13
0 1 2 10 14
0 1 2 10 15
0 1 2 10 16
0 1 2 10 17
0 1 2 11 13
0 1 2 11 14
0 1 2 11 15
0 1 2 11 16
0 1 2 11 17
0 1 2 12 13
0 1 2 12 14
0 1 2 12 16
0 1 2 13 14
0 1 4 8 16
0 1 4 11 15
0 1 4 11 16
0 1 4 11 17
0 1 4 12 13
0 1 4 12 14
0 1 4 12 15
0 1 4 12 16
0 1 4 12 17
0 1 4 13 14
0 1 4 13 15
0 1 4 13 16
0 1 4 13 17
0 1 4 14 15
0 1 4 14 16
0 1 4 14 17
0 1 4 16 17
0 1 5 6 7
0 1 5 6 8
0 1 5 6 9
0 1 5 6 10
0 1 5 6 11
0 1 5 6 12
0 1 5 6 13
0 1 5 6 14
0 1 5 6 15
0 1 5 6 16
0 1 5 6 17
0 1 5 7 8
0 1 5 7 9
0 1 5 7 10
0 1 5 7 11
0 1 5 7 12
0 1 5 7 13
0 1 5 7 14
0 1 5 7 15
0 1 5 7 16
0 1 5 7 17
0 1 5 8 9
0 1 5 8 10
0 1 5 8 11
0 1 5 8 12
0 1 5 8 13
0 1 5 8 14
0 1 5 8 16
0 1 5 8 17
0 1 5 9 10
0 1 5 9 11
0 1 5 9 12
0 1 5 9 13
0 1 5 9 14
0 1 5 9 16
0 1 5 10 11
0 1 5 10 12
0 1 5 10 13
0 1 5 10 14
0 1 5 10 15
0 1 5 10 16
0 1 5 10 17
0 1 5 11 12
0 1 5 11 13
0 1 5 11 14
0 1 5 11 15
0 1 5 11 16
0 1 5 11 17
0 1 5 12 13
0 1 5 12 14
0 1 5 12 15
0 1 5 12 16
0 1 5 12 17
0 1 5 13 14
0 1 5 13 15
0 1 5 13 16
0 1 5 13 17
0 1 5 14 15
0 1 5 14 16
0 1 5 14 17
0 1 5 15 16
0 1 5 16 17
0 1 6 7 8
0 1 6 7 9
0 1 6 7 10
0 1 6 7 11
0 1 6 7 12
0 1 6 7 13
0 1 6 7 14
0 1 6 7 15
0 1 6 7 16
0 1 6 7 17
0 1 6 8 9
0 1 6 8 10
0 1 6 8 11
0 1 6 8 12
0 1 6 8 13
0 1 6 8 14
0 1 6 8 15
0 1 6 8 16
0 1 6 8 17
0 1 6 9 10
0 1 6 9 11
0 1 6 9 12
0 1 6 9 13
0 1 6 9 14
0 1 6 9 15
0 1 6 9 16
0 1 6 9 17
0 1 6 10 11
0 1 6 10 12
0 1 6 10 13
0 1 6 10 14
0 1 6 10 15
0 1 6 10 16
0 1 6 10 17
0 1 6 11 12
0 1 6 11 13
0 1 6 11 14
0 1 6 11 16
0 1 6 11 17
0 1 6 12 13
0 1 6 12 14
0 1 6 12 15
0 1 6 12 16
0 1 6 12 17
0 1 6 13 14
0 1 6 13 15
0 1 6 13 16
0 1 6 13 17
0 1 6 14 15
0 1 6 14 16
0 1 6 14 17
0 1 6 15 16
0 1 6 16 17
0 1 7 8 9
0 1 7 8 10
0 1 7 8 11
0 1 7 8 12
0 1 7 8 13
0 1 7 8 14
0 1 7 8 15
0 1 7 8 16
0 1 7 8 17
0 1 7 9 10
0 1 7 9 11
0 1 7 9 12
0 1 7 9 13
