0 1 2
0 1 4
0 1 5
0 1 6
0 1 10
0 1 11
0 1 14
0 1 16
0 1 19
0 2 3
0 2 4
0 2 5
0 2 9
0 2 10
0 2 12
0 2 13
0 2 14
0 4 8
0 4 9
0 4 11
0 4 12
0 4 13
0 4 20
0 6 14
0 11 19
0 11 23
0 12 14
0 14 21
0 15 16
0 15 17
0 17 23
0 18 20
1 3 4
1 3 6
1 3 23
1 14 23
1 15 23
1 16 21
1 16 22
1 16 23
1 17 19
1 17 21
1 17 22
1 17 23
1 18 19
1 18 20
1 18 21
1 18 22
1 19 21
1 19 22
1 19 23
1 20 22
1 20 23
1 21 22
1 21 23
2 3 13
2 3 14
2 3 15
2 3 16
2 3 17
2 3 18
2 3 20
2 3 21
2 3 22
2 4 5
2 4 6
2 4 8
2 4 9
2 4 13
2 12 15
2 12 16
2 12 17
2 12 19
2 12 20
2 12 21
2 17 20
2 19 20
2 22 23
3 6 10
3 6 12
3 8 12
3 10 14
3 10 15
3 10 16
3 10 19
3 11 14
3 12 17
3 12 18
3 12 19
3 12 20
3 13 15
3 13 16
3 13 17
3 13 19
3 13 20
3 13 21
3 13 22
4 6 8
4 6 18
4 6 19
4 8 10
4 8 12
4 8 19
4 10 12
4 10 14
4 10 15
4 10 16
4 10 17
4 10 22
4 10 23
4 11 12
4 11 13
4 11 14
4 11 15
4 11 16
5 6 13
5 6 19
5 7 15
5 7 16
5 7 19
5 7 20
5 7 21
5 7 22
5 9 20
5 9 21
5 10 11
5 10 18
5 10 19
5 10 20
5 10 22
5 11 12
5 11 13
5 14 17
5 14 18
5 14 20
5 15 17
5 15 18
5 16 18
5 17 18
5 18 19
5 18 20
5 18 21
5 18 22
5 18 23
6 7 11
6 8 18
6 9 11
6 9 18
6 10 15
6 11 16
6 12 18
6 15 18
6 15 20
6 15 22
6 16 21
6 19 20
6 19 21
6 19 22
6 19 23
6 20 21
6 20 22
6 20 23
6 21 22
6 21 23
6 22 23
7 9 23
7 12 13
7 12 14
7 12 15
7 12 16
7 12 22
7 12 23
7 14 21
7 15 16
7 15 21
7 15 22
7 16 17
7 16 19
7 16 20
7 16 22
7 16 23
7 17 19
7 17 20
7 17 21
7 17 22
7 19 22
7 19 23
7 21 22
7 21 23
7 22 23
8 9 13
8 9 15
8 9 17
8 9 18
8 9 19
8 9 20
8 10 18
8 11 13
8 11 14
8 11 21
8 12 22
8 12 23
8 13 22
8 13 23
8 14 15
8 16 20
8 16 21
8 16 22
8 17 19
8 17 20
8 17 21
8 17 22
8 21 23
8 22 23
9 11 12
9 11 13
9 11 15
9 11 17
9 11 19
9 11 23
9 13 14
9 13 16
9 13 21
9 13 23
9 14 18
9 14 19
9 14 20
9 14 21
9 14 22
9 16 20
9 18 21
9 18 23
10 11 13
10 12 13
10 13 14
10 13 15
10 13 16
10 14 16
10 14 17
10 14 21
10 15 20
10 20 23
11 12 14
11 12 18
11 13 18
11 14 21
11 15 17
11 15 20
13 15 17
13 15 23
14 15 18
14 17 19
15 16 17
15 18 22
16 17 19
16 18 20
