0 1 2 3 4 5 6
0 1 2 3 19 20 21
0 1 2 6 7 12 16
0 1 2 6 11 17 19
0 1 2 7 14 17 21
0 1 2 7 18 19 23
0 1 2 8 12 17 22
0 1 3 4 9 13 18
0 1 3 4 12 14 17
0 1 5 6 10 13 15
0 1 5 6 11 12 23
0 1 5 6 16 18 19
0 1 5 7 13 19 22
0 1 5 7 16 17 23
0 1 5 10 12 17 20
0 1 5 11 14 17 22
0 1 6 7 8 10 11
0 1 6 9 12 13 21
0 1 6 9 17 18 20
0 1 6 15 16 21 23
0 1 7 8 13 15 16
0 1 7 8 17 19 20
0 1 7 9 11 13 14
0 1 7 9 15 21 22
0 1 7 11 20 22 23
0 1 8 9 10 18 19
0 1 8 10 12 13 14
0 1 8 11 12 15 20
0 1 8 11 16 18 21
0 1 9 12 14 20 22
0 1 9 13 15 19 20
0 1 9 13 16 22 23
0 1 9 14 15 16 17
0 1 10 11 13 16 17
0 1 10 11 14 15 23
0 1 10 12 15 16 19
0 1 10 13 20 21 22
0 1 11 12 13 18 19
0 1 14 15 18 19 22
0 2 3 4 7 12 19
0 2 3 4 8 13 16
0 2 3 4 14 18 22
0 2 3 5 7 13 18
0 2 3 5 8 12 15
0 2 3 5 9 11 14
0 2 3 5 10 17 21
0 2 3 5 16 19 23
0 2 4 5 8 17 18
0 2 4 5 10 12 22
0 2 4 5 11 13 19
0 2 4 5 14 20 21
0 2 4 6 7 8 21
0 2 4 6 9 11 18
0 2 4 6 10 16 23
0 2 4 7 15 22 23
0 2 13 14 17 18 20
0 4 5 6 19 20 22
0 4 5 11 17 21 23
0 4 10 14 15 17 22
0 4 12 18 20 22 23
0 5 6 8 10 19 23
0 7 13 15 17 20 22
0 8 9 10 11 14 17
0 8 9 10 16 20 23
0 8 9 12 17 19 23
0 8 10 13 17 22 23
0 8 13 16 17 18 19
0 8 14 16 19 21 23
0 8 15 20 21 22 23
0 9 10 17 19 20 21
0 9 11 13 17 21 22
0 9 12 15 16 20 21
0 10 11 18 19 21 23
