0 1 2
0 1 5
0 1 14
0 2 11
0 2 18
0 3 4
0 4 20
0 5 20
0 9 18
0 10 15
0 11 20
0 12 18
0 12 19
0 12 21
0 16 19
0 18 21
1 7 20
1 8 12
1 8 13
1 9 21
1 9 22
1 9 23
1 10 14
1 11 20
1 13 22
1 13 23
1 16 22
1 19 21
1 21 22
2 3 5
2 5 22
2 10 12
2 10 15
2 10 16
2 10 18
2 10 19
2 12 18
2 13 14
2 13 20
2 16 18
2 16 23
2 19 23
3 8 15
3 10 13
3 11 14
3 11 15
3 11 17
3 12 17
3 12 19
3 14 17
3 15 17
3 17 21
3 17 22
3 17 23
3 18 19
3 22 23
4 5 8
4 5 22
4 6 7
4 6 17
4 8 17
4 9 14
4 11 14
4 11 15
4 11 22
4 12 15
4 12 17
4 12 23
4 13 17
4 14 20
5 6 19
5 7 19
5 8 16
5 10 14
5 10 15
5 10 20
5 12 16
5 12 19
5 13 15
5 20 22
6 7 20
6 7 22
6 8 12
6 8 13
6 9 11
6 9 14
6 9 21
6 9 23
6 10 16
6 18 22
6 18 23
6 19 20
6 20 21
7 8 17
7 8 23
7 10 14
7 11 20
7 12 13
7 13 21
7 14 17
7 17 23
7 18 23
7 19 21
7 19 22
8 9 23
8 11 19
8 15 17
8 16 21
8 18 22
8 20 21
9 12 16
9 13 16
9 14 16
9 15 16
9 15 18
9 20 21
10 11 14
10 11 20
10 21 23
11 13 23
11 15 16
13 15 19
13 15 22
13 16 18
14 15 21
14 17 21
16 18 22
18 19 23
