0 1 2 3 4 5 6 7 8 9
0 1 2 3 4 5 6 7 8 11
0 1 2 3 4 5 6 7 8 12
0 1 2 3 4 5 6 7 8 13
0 1 2 3 4 5 6 7 8 15
0 1 2 3 4 5 6 7 9 10
0 1 2 3 4 5 6 7 9 11
0 1 2 3 4 5 6 7 9 14
0 1 2 3 4 5 6 7 10 11
0 1 2 3 4 5 6 7 10 12
0 1 2 3 4 5 6 7 10 14
0 1 2 3 4 5 6 7 11 12
0 1 2 3 4 5 6 7 11 13
0 1 2 3 4 5 6 7 11 15
0 1 2 3 4 5 6 7 12 14
0 1 2 3 4 5 6 8 9 11
0 1 2 3 4 5 6 8 9 12
0 1 2 3 4 5 6 8 9 15
0 1 2 3 4 5 6 8 11 12
0 1 2 3 4 5 6 9 10 12
0 1 2 3 4 5 6 9 11 14
0 1 2 3 4 5 6 10 11 12
0 1 2 3 4 5 6 12 13 14
0 1 2 3 4 5 7 8 9 12
0 1 2 3 4 5 7 8 9 13
0 1 2 3 4 5 7 8 9 15
0 1 2 3 4 5 7 8 10 11
0 1 2 3 4 5 7 8 10 12
0 1 2 3 4 5 7 8 10 15
0 1 2 3 4 5 7 8 11 12
0 1 2 3 4 5 7 8 12 13
0 1 2 3 4 5 7 9 10 11
0 1 2 3 4 5 7 9 10 13
0 1 2 3 4 5 7 9 10 15
0 1 2 3 4 5 7 9 11 13
0 1 2 3 4 5 7 9 11 14
0 1 2 3 4 5 7 9 11 15
0 1 2 3 4 5 7 9 12 15
0 1 2 3 4 5 7 9 13 14
0 1 2 3 4 5 7 9 14 15
0 1 2 3 4 5 7 10 11 14
0 1 2 3 4 5 7 11 12 15
0 1 2 3 4 5 8 9 10 11
0 1 2 3 4 5 8 9 10 12
0 1 2 3 4 6 7 8 10 14
0 1 2 3 4 6 7 9 11 12
0 1 2 3 4 6 7 12 14 15
0 1 2 3 4 7 12 13 14 15
0 1 2 3 5 6 7 8 9 14
0 1 2 3 5 6 7 8 10 13
0 1 2 3 5 6 7 9 11 15
0 1 2 3 5 6 7 10 11 12
0 1 2 3 5 6 7 10 12 14
0 1 2 3 5 6 8 9 10 15
0 1 2 3 5 7 8 10 11 14
0 1 2 3 5 7 8 10 12 13
0 1 2 3 5 8 9 10 12 14
0 1 2 3 6 7 8 9 11 13
0 1 2 3 6 7 8 10 11 13
0 1 2 3 6 7 10 11 14 15
0 1 2 3 7 8 9 11 12 15
0 1 2 3 7 8 9 11 13 14
0 1 2 3 7 8 9 11 13 15
0 1 2 3 7 8 9 12 14 15
0 1 2 3 7 8 11 12 13 15
0 1 2 3 7 9 12 13 14 15
0 1 2 4 5 6 7 8 9 11
0 1 2 4 5 6 7 9 14 15
0 1 2 4 5 6 7 10 11 14
0 1 2 4 5 6 7 10 11 15
0 1 2 4 5 6 7 11 14 15
0 1 2 4 5 6 8 10 11 12
0 1 2 4 5 7 8 10 11 14
0 1 2 4 5 7 10 11 12 14
0 1 2 4 5 7 10 11 12 15
0 1 2 4 6 7 8 9 13 14
0 1 2 4 6 7 11 12 13 14
0 1 2 4 7 8 9 10 11 14
0 1 2 4 7 8 9 10 13 14
0 1 2 4 7 8 9 11 12 15
0 1 2 4 7 8 9 12 13 15
0 1 2 4 7 8 10 11 12 13
0 1 2 5 6 7 8 9 11 13
0 1 2 5 6 7 8 11 12 13
0 1 2 5 6 7 9 10 11 14
0 1 2 5 6 7 9 12 14 15
0 1 2 5 6 7 10 13 14 15
0 1 2 5 7 10 11 12 13 15
0 1 2 6 7 8 9 10 12 14
0 1 2 7 8 9 12 13 14 15
0 1 2 7 9 10 11 12 14 15
0 1 2 7 9 10 12 13 14 15
0 1 3 4 5 6 7 10 11 15
0 1 3 4 5 7 9 10 11 12
0 1 3 4 5 7 9 10 11 13
