0 1 2 3 4 5 6
0 1 2 4 7 10 13
0 1 2 4 8 11 14
0 1 2 4 9 12 15
0 1 2 5 9 10 14
0 3 4 5 7 8 10
0 3 4 6 8 11 15
0 3 5 8 9 13 14
0 4 7 8 11 12 13
0 5 6 7 8 9 12
0 5 8 10 11 12 14
0 6 7 8 10 13 14
0 6 7 10 11 12 15
0 6 9 12 13 14 15
1 3 4 7 10 14 15
1 3 4 9 12 13 14
1 3 5 6 8 10 13
1 3 5 6 11 12 15
1 3 5 7 9 10 12
1 4 8 10 11 12 15
1 5 7 8 12 14 15
1 5 9 10 11 13 15
1 6 7 8 9 13 15
2 3 4 5 9 10 13
2 3 4 6 11 12 13
2 3 6 7 9 11 15
2 3 7 10 11 13 14
2 3 9 10 12 14 15
2 4 5 6 7 8 11
2 4 9 11 13 14 15
2 5 6 7 9 13 14
2 6 8 11 12 14 15
