0 1 2 3 4
0 1 2 5 6
0 1 2 7 8
0 1 2 9 10
0 1 2 13 14
0 1 3 5 7
0 1 3 6 8
0 1 3 9 11
0 1 3 10 12
0 1 3 13 15
0 1 4 5 8
0 1 4 6 7
0 1 7 9 15
0 1 8 11 14
0 1 8 12 13
0 2 3 5 8
0 2 3 6 7
0 2 3 9 12
0 2 3 10 11
0 2 3 14 15
0 2 4 5 7
0 2 4 6 8
0 2 4 9 11
0 2 4 10 12
0 2 4 13 15
0 2 5 9 14
0 2 5 10 13
0 2 6 9 13
0 2 6 10 14
0 2 6 11 15
0 2 7 10 15
0 2 7 11 14
0 2 7 12 13
0 2 8 9 15
0 3 4 5 6
0 3 4 7 8
0 3 7 9 13
0 4 8 9 13
0 4 8 11 15
0 11 12 13 14
1 2 9 11 13
1 3 4 5 11
1 3 4 6 12
1 3 4 7 9
1 3 4 8 10
1 3 5 6 13
1 3 5 8 15
1 3 6 7 15
1 3 9 10 13
1 3 10 11 15
1 3 11 12 13
1 4 5 6 14
1 4 9 10 14
1 4 11 12 14
1 5 6 8 10
1 5 9 10 11
1 5 10 13 15
1 5 11 13 14
1 6 9 10 12
1 6 10 14 15
1 7 9 13 14
1 7 12 13 15
1 8 10 11 12
1 8 10 13 14
1 8 11 13 15
2 3 4 5 12
2 3 11 12 14
2 4 11 12 13
2 5 6 8 9
2 5 7 8 12
2 5 9 10 12
2 5 9 13 15
2 5 10 14 15
2 5 12 13 14
2 6 7 8 11
2 6 9 14 15
2 6 10 13 15
2 7 12 14 15
2 8 11 14 15
2 8 12 13 15
3 4 5 8 14
3 4 6 7 14
3 5 7 8 9
3 5 9 13 14
3 6 10 11 12
3 6 10 13 14
3 6 11 13 15
3 6 12 14 15
3 7 9 10 11
3 7 10 13 15
3 7 11 13 14
3 8 9 10 12
3 8 10 14 15
3 8 12 13 14
4 5 6 7 12
4 5 6 8 11
4 5 7 8 10
4 5 10 11 12
4 5 10 13 14
4 5 11 13 15
4 5 12 14 15
4 6 7 8 9
4 6 9 11 12
4 6 9 13 14
4 6 11 14 15
4 6 12 13 15
4 7 9 10 12
4 7 9 13 15
4 7 10 14 15
4 7 12 13 14
4 8 9 10 11
5 6 9 12 14
5 7 9 12 15
5 7 10 11 15
5 7 11 12 13
5 8 9 11 15
5 8 10 12 15
5 8 11 12 14
6 7 9 10 14
6 7 9 11 15
6 7 10 12 15
6 7 11 12 14
6 8 9 10 13
6 8 9 12 15
6 8 10 11 15
7 8 9 11 13
7 8 9 12 14
7 8 10 11 14
