0 1 2 3
0 1 2 31
0 1 3 9
0 1 3 29
0 1 4 28
0 1 5 11
0 1 5 16
0 1 6 25
0 1 7 23
0 1 8 15
0 1 8 30
0 1 9 16
0 1 10 19
0 1 11 26
0 1 12 20
0 1 13 18
0 1 13 24
0 1 14 21
0 1 14 22
0 1 17 27
0 1 17 30
0 1 18 24
0 1 20 21
0 1 22 27
0 1 25 29
0 1 26 31
0 2 3 6
0 2 3 30
0 2 4 10
0 2 4 12
0 2 5 23
0 2 6 26
0 2 7 21
0 2 7 28
0 2 8 17
0 2 9 27
0 2 10 12
0 2 11 24
0 2 12 13
0 2 13 17
0 2 14 25
0 2 15 19
0 2 16 27
0 2 16 29
0 2 18 31
0 2 19 28
0 2 20 23
0 2 22 28
0 2 23 31
0 3 4 23
0 3 5 14
0 3 5 29
0 3 6 26
0 3 7 16
0 3 7 21
0 3 8 15
0 3 9 17
0 3 9 22
0 3 10 24
0 3 10 30
0 3 11 15
0 3 11 25
0 3 12 19
0 3 13 30
0 3 14 26
0 3 18 30
0 3 19 31
0 3 20 24
0 3 20 29
0 3 25 28
0 4 5 12
0 4 5 31
0 4 6 18
0 4 6 27
0 4 7 22
0 4 8 11
0 4 8 18
0 4 9 21
0 4 9 29
0 4 10 15
0 4 10 22
0 4 13 27
0 4 14 19
0 4 15 31
0 4 16 26
0 4 17 22
0 4 19 24
0 4 21 23
0 4 25 27
0 4 26 28
0 4 29 30
0 5 6 17
0 5 6 25
0 5 7 23
0 5 8 24
0 5 8 31
0 5 9 28
0 5 10 15
0 5 11 13
0 5 11 20
0 5 12 21
0 5 13 31
0 5 14 18
0 5 16 19
0 5 18 25
0 5 20 25
0 5 22 28
0 5 24 29
0 5 26 30
0 6 7 14
0 6 7 23
0 6 8 17
0 6 9 19
0 6 10 21
0 6 11 27
0 6 12 23
0 6 12 26
0 6 13 24
0 6 14 30
0 6 15 16
0 6 16 20
0 6 18 30
0 6 20 28
0 6 21 26
0 6 22 31
0 6 24 29
0 7 8 27
0 7 9 14
0 7 9 29
0 7 10 17
0 7 11 16
0 7 12 19
0 7 13 25
0 7 15 27
0 7 17 21
0 7 18 26
0 7 18 28
0 7 20 27
0 7 22 23
0 7 25 26
0 7 30 31
0 8 9 29
0 8 10 16
0 8 10 22
0 8 11 31
0 8 12 27
0 8 13 23
0 8 14 20
0 8 15 19
0 8 15 22
0 8 15 28
0 8 16 23
0 8 19 26
0 8 21 31
0 8 24 29
0 8 29 30
0 9 10 20
0 9 11 28
0 9 12 18
0 9 13 20
0 9 13 31
0 9 14 27
0 9 16 26
0 9 17 21
0 9 17 24
0 9 19 25
0 9 21 28
0 9 22 30
0 9 25 27
0 10 11 22
0 10 11 29
0 10 12 16
0 10 12 24
0 10 13 30
0 10 14 19
0 10 15 18
0 10 17 23
0 10 17 26
0 10 18 28
0 10 24 27
0 10 25 31
0 11 12 21
0 11 14 28
0 11 15 20
0 11 15 30
0 11 18 31
0 11 19 24
0 11 20 22
0 11 21 23
0 11 25 26
0 11 29 30
0 12 13 22
0 12 13 23
0 12 14 27
0 12 16 21
0 12 16 29
0 12 17 24
0 12 19 29
0 12 20 31
0 12 21 28
0 12 22 26
0 13 14 16
0 13 15 29
0 13 17 30
0 13 18 25
0 13 19 23
0 13 20 28
0 13 26 27
0 13 27 31
0 14 15 23
0 14 16 30
0 14 17 20
0 14 19 24
0 14 21 22
