0 1 2 3 4 5
0 1 2 12 13 14
0 1 2 24 25 26
0 1 2 27 28 29
0 1 3 8 11 14
0 1 3 16 19 22
0 1 3 24 27 30
0 1 3 25 28 31
0 1 4 18 22 24
0 1 4 19 21 25
0 1 4 20 26 27
0 1 4 23 28 30
0 1 5 6 11 15
0 1 5 14 19 23
0 1 5 20 21 24
0 1 5 22 25 27
0 1 5 26 29 30
0 1 6 13 16 20
0 1 6 19 24 28
0 1 6 21 26 31
0 1 7 11 16 21
0 1 7 19 27 31
0 1 7 20 22 28
0 1 7 23 24 29
0 1 8 17 21 27
0 1 8 18 23 31
0 1 8 20 25 29
0 1 9 14 16 24
0 1 9 17 19 26
0 1 10 17 22 29
0 1 11 12 18 27
0 1 12 15 22 26
0 1 13 15 23 25
0 1 14 15 29 31
0 2 3 20 26 28
0 2 3 23 27 31
0 2 4 17 19 22
0 2 4 20 21 29
0 2 4 24 28 31
0 2 4 25 27 30
0 2 5 9 15 19
0 2 5 21 25 28
0 2 5 22 24 29
0 2 6 18 21 27
0 2 6 19 23 25
0 2 7 13 15 21
0 2 7 16 19 26
0 2 7 17 23 28
0 2 8 9 16 20
0 2 8 13 18 24
0 2 8 19 28 30
0 2 8 22 26 27
0 2 9 12 18 23
0 2 9 17 21 30
0 2 10 13 19 27
0 2 10 16 21 31
0 2 10 17 18 26
0 2 11 12 19 29
0 2 11 26 30 31
0 2 12 15 20 25
0 2 14 15 22 28
0 2 15 18 29 30
0 3 4 12 13 15
0 3 4 14 17 21
0 3 4 18 19 23
0 3 5 6 8 18
0 3 5 13 14 22
0 3 5 20 25 30
0 3 6 20 27 29
0 3 7 12 18 24
0 3 7 21 29 30
0 3 8 13 21 25
0 3 8 15 22 23
0 3 8 16 26 30
0 3 8 24 28 29
0 3 9 13 18 20
0 3 9 15 24 25
0 3 9 16 21 27
0 3 9 19 29 31
0 3 10 11 18 28
0 3 10 14 20 31
0 3 11 12 20 21
0 3 11 15 19 26
0 3 11 22 24 31
0 3 12 14 25 26
0 3 14 19 27 28
0 3 15 17 28 30
0 4 6 12 18 20
0 4 6 24 25 29
0 4 7 18 27 28
0 4 7 22 23 25
0 4 8 14 23 24
0 4 10 16 23 26
0 4 10 21 22 27
0 4 11 14 25 28
0 4 13 25 26 31
0 4 15 19 20 28
0 5 7 19 28 29
0 5 8 15 17 26
0 5 8 16 23 25
0 5 8 19 24 31
0 5 8 20 27 28
0 5 9 20 22 23
0 5 10 17 27 31
0 5 11 13 24 26
0 5 12 13 18 30
0 5 12 15 21 27
0 5 12 20 29 31
0 5 12 23 24 28
0 5 14 17 18 28
0 5 16 17 21 22
0 6 7 25 26 27
0 6 8 22 25 31
0 6 9 15 17 27
0 6 9 23 24 26
0 6 9 25 28 30
0 6 11 12 24 30
0 6 11 18 26 29
0 6 11 22 23 27
0 6 12 14 28 29
0 6 13 18 23 28
0 7 8 9 12 25
0 7 8 14 22 29
0 7 9 17 18 31
0 7 9 21 22 24
0 7 10 15 18 20
0 7 10 22 26 30
0 7 11 14 23 30
0 7 12 14 21 31
0 7 13 17 25 30
0 7 15 23 26 31
0 8 9 14 26 31
0 8 9 15 18 28
0 8 10 13 20 26
0 8 10 16 22 24
0 8 10 18 25 27
0 8 11 13 29 30
0 8 11 16 18 19
0 8 11 23 26 28
0 8 12 14 20 30
0 8 14 17 19 25
0 9 10 12 13 16
0 9 10 14 15 21
0 9 10 18 19 30
0 9 10 20 24 28
0 9 10 23 25 31
0 9 11 27 28 31
0 9 12 19 20 27
0 9 12 22 29 30
0 9 13 14 25 29
0 9 13 26 27 30
0 9 15 16 23 30
0 10 11 14 19 22
0 10 11 15 27 29
0 10 12 14 24 27
0 10 13 14 17 23
0 10 16 20 27 30
0 10 19 25 26 28
0 10 21 24 26 29
0 10 28 29 30 31
