0 1 2 3
0 1 4 5
0 1 12 13
0 1 20 21
0 1 26 27
0 2 13 15
0 2 20 22
0 3 21 22
0 3 24 27
0 4 24 28
0 7 27 28
0 8 23 31
0 9 21 28
0 9 22 31
0 10 21 31
0 11 17 26
1 3 5 7
1 3 28 30
1 4 11 14
1 8 22 31
1 9 22 30
1 9 23 31
1 10 21 30
1 10 22 29
1 11 17 27
1 11 20 30
1 13 23 27
2 3 20 21
2 3 24 25
2 4 10 12
2 4 18 20
2 4 27 29
2 7 25 28
2 8 22 28
2 8 23 29
2 11 17 24
2 11 18 27
2 12 20 26
2 15 17 28
2 15 23 26
3 4 18 21
3 4 19 20
3 4 24 31
3 4 25 30
3 5 10 12
3 8 19 24
3 8 23 28
3 11 17 25
3 12 17 30
4 7 24 27
4 11 16 31
4 11 17 30
4 13 18 27
4 15 16 27
4 15 17 26
5 7 13 15
5 7 20 22
5 7 21 23
5 7 24 26
5 7 25 27
5 8 17 28
5 8 19 30
5 8 21 24
5 9 19 31
5 11 17 31
5 11 18 28
5 11 19 29
5 11 20 26
6 7 28 29
6 7 30 31
6 8 20 26
6 8 21 27
6 9 17 30
6 9 22 25
6 10 21 25
6 12 23 29
6 13 17 26
6 13 19 24
6 13 22 29
6 14 16 24
6 14 17 25
6 14 18 26
6 14 19 27
6 14 22 30
7 10 17 28
7 10 20 25
7 15 18 26
7 15 20 28
7 15 23 31
8 12 25 29
8 14 17 23
8 14 19 21
8 14 24 30
8 14 25 31
9 12 24 29
9 13 19 23
9 13 25 29
9 14 16 23
9 15 16 22
9 15 18 20
9 15 24 30
9 15 25 31
9 15 27 29
10 12 18 20
10 12 24 30
10 12 25 31
10 12 26 28
10 13 16 23
10 13 18 21
10 13 26 29
10 14 25 29
11 12 26 29
11 13 19 21
11 14 19 22
12 13 14 15
12 13 26 27
12 14 25 27
14 15 18 19
16 17 22 23
16 18 20 22
16 18 21 23
16 18 24 26
16 18 28 30
16 18 29 31
16 19 20 23
16 19 21 22
16 19 28 31
16 19 29 30
