0 1 2 3
0 1 6 7
0 1 8 9
0 1 10 11
0 1 14 15
0 1 16 17
0 1 18 19
0 1 22 23
0 1 24 25
0 1 28 29
0 2 4 6
0 2 5 7
0 2 8 10
0 2 9 11
0 2 12 14
0 2 13 15
0 2 16 18
0 2 17 19
0 2 20 22
0 2 21 23
0 2 24 26
0 2 25 27
0 2 28 30
0 2 29 31
0 3 4 7
0 3 5 6
0 3 8 11
0 3 9 10
0 3 12 15
0 3 13 14
0 3 16 19
0 3 17 18
0 3 20 23
0 3 24 27
0 3 25 26
0 3 28 31
0 3 29 30
0 4 8 12
0 4 9 13
0 4 10 14
0 4 11 15
0 4 16 20
0 4 17 21
0 4 18 22
0 4 19 23
0 4 24 28
0 4 25 29
0 4 26 30
0 4 27 31
0 5 8 13
0 5 9 12
0 5 10 15
0 5 11 14
0 5 16 21
0 5 17 20
0 5 18 23
0 5 19 22
0 5 24 29
0 5 25 28
0 5 26 31
0 5 27 30
0 6 8 14
0 6 9 15
0 6 10 12
0 6 11 13
0 6 16 22
0 6 17 23
0 6 18 20
0 6 19 21
0 6 24 30
0 6 25 31
0 6 26 28
0 6 27 29
0 7 9 14
0 7 10 13
0 7 11 12
0 7 17 22
0 7 18 21
0 7 25 30
0 7 26 29
0 7 27 28
0 8 16 24
0 8 17 25
0 8 18 26
0 8 19 27
0 8 20 28
0 8 21 29
0 9 18 27
0 9 23 30
0 10 19 25
0 10 23 29
0 11 16 27
0 11 18 25
0 11 19 24
0 11 20 31
0 11 21 30
0 11 22 29
0 11 23 28
0 12 16 28
0 12 17 29
0 12 18 30
0 12 19 31
0 12 20 24
0 12 22 26
0 12 23 27
0 13 16 29
0 13 17 28
0 13 18 31
0 13 19 30
0 13 20 25
0 13 21 24
0 13 22 27
0 13 23 26
0 14 16 30
0 14 17 31
0 14 18 28
0 14 19 29
0 14 20 26
0 14 21 27
0 14 22 24
0 14 23 25
0 15 16 31
0 15 17 30
0 15 18 29
0 15 19 28
0 15 20 27
0 15 21 26
0 15 22 25
1 2 4 7
1 2 5 6
1 2 8 11
1 2 9 10
1 2 12 15
1 2 13 14
1 2 16 19
1 2 17 18
1 2 20 23
1 2 21 22
1 2 25 26
1 2 28 31
1 2 29 30
1 3 4 6
1 3 5 7
1 3 8 10
1 3 9 11
1 3 12 14
1 3 13 15
1 3 16 18
1 3 17 19
1 3 20 22
1 3 21 23
1 3 24 26
1 3 25 27
1 3 28 30
1 3 29 31
1 4 8 13
1 4 9 12
1 4 10 15
1 4 11 14
1 4 17 20
1 4 18 23
1 4 19 22
1 4 24 29
1 4 25 28
1 4 26 31
1 4 27 30
1 5 8 12
1 5 9 13
1 5 10 14
1 5 11 15
1 5 16 20
1 5 17 21
1 5 18 22
1 5 19 23
1 5 24 28
1 5 25 29
1 5 26 30
1 5 27 31
1 6 8 15
1 6 9 14
1 6 10 13
1 6 11 12
1 6 16 23
1 6 17 22
1 6 18 21
1 6 19 20
1 6 24 31
1 6 25 30
1 6 26 29
1 7 8 14
1 7 9 15
1 7 10 12
1 7 11 13
1 7 16 22
1 7 17 23
1 7 25 31
1 7 26 28
1 7 27 29
1 8 16 25
1 8 17 24
1 8 18 27
1 8 19 26
1 8 20 29
1 8 21 28
1 8 23 30
1 9 16 24
1 9 17 25
1 9 18 26
1 9 19 27
1 9 20 28
1 9 22 30
1 9 23 31
1 11 18 24
1 11 19 25
1 11 20 30
1 11 21 31
1 11 22 28
1 12 16 29
1 12 17 28
1 12 18 31
1 12 19 30
1 12 20 25
1 12 22 27
1 12 23 26
1 13 16 28
1 13 17 29
1 13 18 30
1 13 19 31
1 13 20 24
1 13 21 25
1 13 22 26
1 13 23 27
1 14 16 31
1 14 17 30
1 14 18 29
1 14 19 28
1 14 20 27
1 14 21 26
1 14 22 25
1 14 23 24
1 15 16 30
1 15 18 28
1 15 19 29
1 15 21 27
1 15 22 24
1 15 23 25
2 3 4 5
2 3 6 7
2 3 8 9
2 3 10 11
2 3 12 13
2 3 14 15
2 3 16 17
2 3 18 19
2 3 20 21
2 3 22 23
2 3 24 25
2 3 26 27
2 3 28 29
2 3 30 31
2 4 8 14
2 4 9 15
2 4 10 12
2 4 11 13
2 4 26 28
2 4 27 29
2 5 8 15
2 5 9 14
2 5 10 13
2 5 11 12
2 5 17 22
2 5 18 21
2 6 10 14
2 6 24 28
2 7 8 13
2 7 9 12
2 7 10 15
2 7 11 14
2 7 16 21
2 7 17 20
2 7 18 23
2 7 19 22
2 7 24 29
2 7 25 28
2 7 27 30
2 8 16 26
2 8 17 27
2 8 18 24
2 8 19 25
2 8 20 30
