0 1 2 3 4
0 1 5 6 7
0 1 23 24 25
0 1 26 27 28
0 2 16 19 22
0 2 24 27 30
0 2 25 28 31
0 3 7 11 15
0 3 10 12 16
0 3 17 21 23
0 4 7 8 12
0 5 21 28 30
0 6 18 26 30
0 6 19 21 27
0 6 22 23 28
0 7 16 20 26
0 8 13 15 23
0 8 16 18 25
0 9 11 19 29
0 9 16 21 31
1 2 10 12 15
1 2 17 21 24
1 2 22 26 30
1 3 13 15 17
1 3 19 20 28
1 4 8 14 18
1 4 21 23 28
1 5 17 20 26
1 6 12 14 20
1 6 24 28 30
1 7 12 17 23
1 7 18 26 31
1 8 23 27 30
1 9 12 18 27
1 10 19 24 31
1 11 14 23 29
2 3 7 8 9
2 3 11 12 14
2 3 17 18 22
2 3 21 25 29
2 3 26 27 31
2 4 5 7 17
2 4 6 14 15
2 5 12 16 18
2 5 21 23 31
2 8 22 29 31
2 9 13 19 26
2 10 14 18 25
2 11 15 29 30
3 4 6 7 20
3 4 12 15 18
3 4 21 27 30
3 4 28 29 31
3 5 7 18 25
3 5 14 15 20
3 5 23 24 28
3 7 12 21 26
3 8 16 19 24
4 6 12 22 26
4 6 13 23 24
4 7 14 16 25
4 8 15 22 24
4 8 17 20 21
4 9 24 25 31
4 11 14 19 31
4 13 16 17 28
4 15 19 28 30
4 16 18 23 31
5 6 22 25 30
5 7 9 11 23
5 8 13 17 29
5 9 10 12 22
5 9 15 21 26
5 9 17 18 30
5 9 19 24 27
5 10 11 24 29
5 10 17 28 31
5 10 26 27 30
5 11 13 20 27
6 8 10 12 18
6 8 19 25 29
6 8 20 26 27
6 9 14 19 22
6 9 23 29 31
6 11 14 26 28
6 11 20 22 29
6 12 27 28 31
6 14 24 27 29
7 8 16 22 28
7 8 23 25 31
7 9 17 21 29
7 10 21 24 27
7 11 17 20 28
7 11 18 27 29
7 16 24 29 31
8 9 11 12 15
8 9 14 25 30
8 10 13 22 25
8 11 18 19 20
9 10 13 14 24
9 11 13 16 22
9 13 23 25 28
9 16 18 26 29
10 11 14 15 27
10 13 17 19 20
10 13 21 29 30
10 14 16 17 22
10 14 20 30 31
10 15 19 22 29
10 16 23 26 28
10 25 26 29 31
11 12 19 26 30
11 15 16 17 21
11 15 19 24 25
12 13 14 15 25
12 13 18 20 30
12 15 16 20 22
12 18 19 23 24
13 15 20 21 24
13 16 21 25 27
13 17 22 24 27
13 19 23 27 31
13 20 26 28 31
14 15 18 22 30
14 16 28 29 30
17 18 20 25 27
17 19 21 22 25
20 21 23 26 30
