0 1 2
0 1 19
0 1 22
0 1 30
0 3 6
0 3 10
0 3 16
0 3 17
0 3 22
0 3 23
0 3 26
0 3 27
0 3 28
0 3 29
0 3 30
0 3 31
0 4 10
0 9 17
0 10 17
0 12 18
0 18 20
0 18 26
0 23 25
0 23 31
1 2 12
1 12 26
1 12 27
1 13 21
1 15 17
1 15 18
1 15 27
1 15 29
1 15 30
1 16 17
1 16 19
1 16 20
1 16 21
1 16 22
1 16 25
1 17 30
1 18 21
1 18 27
1 19 30
1 21 22
2 3 17
2 3 22
2 3 24
2 3 25
2 3 29
2 3 31
2 4 5
2 4 19
2 5 6
2 5 7
2 5 25
2 6 13
2 6 21
2 6 28
2 12 22
2 14 19
2 17 23
2 18 20
2 18 22
2 21 27
2 21 29
2 23 31
3 17 21
3 24 26
3 24 27
3 24 28
3 24 29
3 24 31
4 5 24
4 14 29
4 14 30
4 14 31
4 15 20
4 15 22
4 15 24
4 15 25
4 15 26
4 15 27
4 15 29
4 15 30
4 16 17
4 16 18
4 16 19
4 16 20
4 16 21
4 16 22
4 16 23
4 16 25
4 16 27
5 6 18
5 7 24
5 8 24
5 8 26
5 12 17
5 12 30
5 12 31
5 13 16
5 13 17
5 13 19
5 13 29
5 17 20
5 17 21
5 21 24
5 23 24
5 24 25
5 24 28
5 24 29
5 24 31
6 7 24
6 9 20
6 10 23
6 10 24
6 12 21
6 12 22
6 12 25
6 12 27
6 12 29
6 12 30
6 12 31
6 18 28
6 18 31
6 20 21
6 20 25
6 23 29
6 23 30
6 25 28
7 16 28
7 16 30
7 16 31
7 19 25
7 19 26
7 19 27
7 20 30
7 21 30
7 25 26
7 25 27
7 25 28
7 25 29
7 25 31
7 26 27
7 26 28
7 26 29
7 27 28
7 27 29
7 27 31
7 28 29
7 29 31
8 21 28
8 21 30
8 22 23
8 22 24
8 22 27
8 22 28
8 23 24
8 23 25
8 23 26
8 23 27
8 23 28
8 23 31
8 24 26
8 25 26
8 25 27
8 25 30
8 26 28
8 26 30
8 26 31
8 27 31
8 28 30
8 30 31
9 10 12
9 10 13
9 10 17
9 10 31
9 11 28
9 12 13
9 12 17
9 12 18
9 12 19
9 12 20
9 12 21
9 13 16
9 13 17
9 13 18
9 13 19
9 13 20
9 13 21
9 13 22
9 13 23
9 13 24
9 17 30
9 20 27
10 11 13
10 11 16
10 11 17
10 11 18
10 11 19
10 14 15
10 14 16
10 14 19
10 14 31
10 18 20
10 20 28
10 20 30
10 20 31
10 21 30
10 23 30
11 14 15
11 14 16
11 14 17
11 14 18
11 14 19
11 14 20
11 14 21
11 14 22
11 14 24
11 14 25
11 14 26
11 14 27
11 14 30
11 14 31
11 19 23
11 19 24
11 19 25
11 19 26
12 13 14
12 14 15
13 21 22
13 23 29
13 25 29
13 26 29
13 27 29
15 18 25
15 18 26
15 18 27
15 18 28
15 18 29
15 19 21
15 19 23
15 22 31
17 18 22
17 21 26
17 22 28
17 27 28
18 20 28
19 20 28
19 21 28
19 22 29
20 22 29
20 22 31
20 23 30
20 26 29
22 23 26
