0 1 2 3 4
0 1 8 9 10
0 1 11 12 13
0 1 14 15 16
0 1 17 18 19
0 2 5 8 11
0 2 7 10 13
0 2 14 17 20
0 2 23 26 29
0 3 5 9 13
0 3 6 8 14
0 3 7 11 15
0 3 10 12 16
0 3 17 21 23
0 3 18 20 24
0 3 19 25 26
0 3 22 27 29
0 4 5 10 14
0 6 13 17 25
0 7 16 20 25
0 8 16 18 26
0 12 14 22 24
1 2 17 21 24
1 2 18 20 23
1 2 19 25 27
1 2 22 28 29
1 3 5 8 12
1 3 6 9 11
1 3 16 18 21
1 4 5 11 15
1 4 6 10 17
1 4 7 9 13
1 6 16 22 27
1 7 18 26 29
1 9 15 20 26
1 10 11 18 28
1 11 14 19 24
1 13 14 21 27
2 3 21 25 28
2 5 12 16 18
2 5 23 24 28
2 6 7 18 19
2 7 15 25 26
2 8 14 23 25
2 9 10 17 25
2 9 13 19 26
2 9 22 23 27
2 10 11 19 20
2 10 14 18 24
2 13 17 27 28
3 4 6 7 20
3 4 14 17 24
3 5 21 24 29
3 6 12 13 19
3 6 22 24 25
3 7 13 22 28
3 8 16 19 24
3 8 18 23 28
3 9 12 17 20
4 5 12 20 26
4 5 13 19 25
4 6 12 22 29
4 6 13 23 24
4 6 18 26 27
4 7 15 22 23
4 8 15 24 25
4 8 17 20 21
4 8 19 22 26
4 9 16 27 29
4 9 22 24 28
4 10 12 27 28
4 10 13 15 29
4 11 14 20 28
4 16 17 18 23
5 6 11 12 21
5 6 15 17 27
5 6 16 19 20
5 7 14 19 23
5 7 15 16 21
5 8 13 17 26
5 8 21 22 23
5 10 11 26 29
5 10 22 25 27
5 11 16 25 28
5 12 14 17 28
6 7 12 25 28
6 8 20 23 27
6 9 15 21 23
6 9 18 24 29
6 11 13 15 26
6 11 25 27 29
6 14 21 24 28
7 8 14 17 29
7 8 21 25 27
7 9 12 15 29
7 9 19 20 21
7 9 23 24 26
7 10 12 19 22
7 10 23 27 29
7 14 15 27 28
7 18 20 22 27
8 9 11 12 16
8 9 13 14 24
8 10 13 19 27
8 10 14 26 28
8 12 15 22 27
9 10 21 22 26
9 13 17 23 29
9 20 23 25 28
10 12 14 21 29
10 16 17 19 28
10 16 20 23 26
11 13 14 16 29
11 13 19 21 22
11 14 18 23 26
11 15 16 17 20
11 15 18 24 27
11 15 21 28 29
11 16 21 23 27
12 13 15 24 28
12 16 21 24 25
12 17 18 24 26
13 15 18 19 20
14 19 20 22 29
15 16 19 26 29
15 17 22 25 28
18 20 21 25 26
18 22 23 25 29
