0 1 2 3 4 5 6 7
0 1 2 3 12 13 14 15
0 1 2 3 24 25 26 27
0 1 3 4 8 13 19 22
0 1 4 5 24 25 28 29
0 1 6 7 16 17 20 21
0 1 6 7 18 19 22 23
0 1 6 12 26 27 28 29
0 1 7 16 19 25 27 29
0 1 8 9 16 17 26 27
0 1 8 10 12 14 25 29
0 1 8 11 12 22 23 26
0 1 8 11 13 15 20 21
0 1 8 12 15 18 19 27
0 1 8 17 19 20 23 29
0 1 9 10 12 20 21 26
0 1 9 10 13 14 24 27
0 1 9 11 12 15 17 24
0 1 9 13 15 22 23 25
0 1 10 11 16 18 20 23
0 1 11 13 14 18 19 25
0 1 11 15 16 25 26 28
0 1 12 13 16 19 21 23
0 1 13 14 16 17 28 29
0 1 14 15 16 19 20 22
0 1 14 15 17 18 21 23
0 1 14 20 21 25 27 28
0 1 16 18 22 24 27 28
0 2 3 4 9 15 16 22
0 2 3 4 10 12 19 21
0 2 3 5 9 14 18 21
0 2 3 6 8 12 18 22
0 2 3 6 9 13 19 23
0 2 4 6 8 9 28 29
0 2 6 7 13 15 24 26
0 2 6 20 22 24 27 29
0 2 7 10 12 24 28 29
0 3 6 7 21 24 25 29
0 3 8 9 23 25 26 29
0 3 10 11 25 27 28 29
0 3 15 16 17 24 26 29
0 4 7 8 18 19 24 29
0 4 8 10 15 23 27 29
0 4 9 11 14 22 26 28
0 4 11 12 20 21 24 25
0 5 6 7 11 12 17 22
0 5 8 9 10 13 19 21
0 5 8 11 15 17 23 25
0 5 8 14 20 23 26 28
0 5 9 10 11 16 22 27
0 5 10 12 16 17 19 20
0 5 10 12 18 21 22 23
0 5 11 13 16 17 18 21
0 5 11 13 19 20 22 23
0 5 11 21 24 26 27 28
0 5 16 20 23 24 25 27
0 6 7 14 17 18 26 28
0 6 8 13 16 18 19 20
0 7 11 20 22 25 26 27
0 7 19 23 24 25 26 28
0 8 13 14 16 24 25 26
0 8 16 20 21 24 28 29
0 9 10 13 18 26 28 29
0 9 17 23 24 27 28 29
0 10 12 14 15 16 23 26
0 10 14 15 17 19 25 27
0 11 14 17 22 24 25 29
0 15 18 20 22 23 24 26
1 2 3 4 11 12 22 24
1 2 3 4 17 26 28 29
1 2 3 7 8 12 19 23
1 2 4 5 12 21 23 29
1 2 4 6 8 22 23 27
1 2 4 13 15 20 24 28
1 2 5 6 14 24 27 28
1 2 5 7 9 20 21 28
1 2 6 7 13 21 27 29
1 2 6 7 15 23 25 28
1 2 8 9 20 23 24 26
1 2 8 10 12 21 22 28
1 2 8 18 25 27 28 29
1 2 9 11 12 13 20 29
1 2 12 18 19 24 26 28
1 3 4 6 10 12 14 27
1 3 4 7 8 9 16 29
1 3 5 7 8 13 15 24
1 3 5 7 11 12 14 28
1 3 5 10 17 24 27 29
1 3 6 9 11 24 28 29
1 3 7 9 17 25 27 28
1 3 7 10 15 25 26 29
1 3 8 10 14 16 24 28
1 3 8 10 19 20 21 25
1 3 9 14 16 18 25 26
1 3 16 19 20 26 27 28
1 4 5 13 20 22 26 29
1 4 5 14 23 25 26 27
1 4 7 11 20 27 28 29
1 4 8 9 10 13 18 20
1 4 9 18 24 26 27 29
1 4 10 21 23 24 27 28
1 6 8 11 17 25 26 29
1 6 13 21 24 25 26 28
1 7 8 22 24 26 28 29
1 8 11 14 23 24 27 29
1 8 12 13 22 24 25 27
1 9 10 15 22 26 27 28
1 10 16 19 21 24 26 29
2 3 5 16 22 24 25 29
2 3 8 9 16 18 20 27
2 3 9 18 23 24 25 28
2 3 13 19 24 27 28 29
2 4 5 7 10 13 18 21
2 4 5 15 17 18 24 29
2 4 7 21 25 26 27 28
2 4 8 9 18 22 25 26
2 4 8 10 13 24 25 29
2 4 10 12 13 14 17 20
2 4 10 15 17 21 22 23
2 4 11 12 13 15 16 21
2 4 11 14 17 18 19 21
2 5 6 7 11 14 16 21
2 5 6 8 16 25 26 28
2 5 7 23 24 26 27 29
2 5 9 10 11 12 17 21
2 5 9 13 17 18 19 20
2 5 11 12 13 14 18 22
2 6 9 10 11 15 16 23
2 6 9 11 12 24 25 26
2 6 9 14 17 20 21 23
2 6 10 12 14 15 18 21
2 6 10 13 16 17 19 21
2 6 10 13 18 20 22 23
2 6 11 12 19 21 22 23
2 6 11 13 14 15 19 20
2 6 18 21 23 25 26 29
2 7 9 12 13 14 19 21
2 7 9 15 16 17 18 21
2 7 10 11 17 24 25 27
2 7 10 12 16 20 21 23
2 7 10 12 17 18 19 22
2 7 11 13 16 18 19 23
2 7 11 13 17 20 21 22
2 8 11 13 17 19 24 26
2 8 11 15 16 24 27 28
2 9 10 12 16 25 27 28
2 9 12 21 22 26 27 29
2 10 14 15 24 25 26 28
2 11 12 20 23 26 27 28
2 11 13 14 25 26 27 29
