0 1 2 3 4 5 6 7
0 1 2 3 20 21 22 23
0 1 2 3 24 25 26 27
0 1 2 5 11 14 17 20
0 1 3 4 9 12 18 23
0 1 4 6 13 14 20 23
0 1 4 7 8 21 23 25
0 1 4 8 11 17 18 28
0 1 5 8 11 16 19 24
0 1 6 12 26 27 28 29
0 1 8 9 18 21 22 29
0 1 8 11 12 22 23 26
0 1 13 14 16 17 28 29
0 1 16 18 22 24 27 28
0 2 3 4 10 12 19 21
0 2 3 4 11 13 18 20
0 2 4 5 12 14 24 26
0 2 4 5 13 15 25 27
0 2 4 6 8 9 28 29
0 2 4 6 18 19 26 27
0 2 4 11 12 17 27 29
0 2 4 17 19 20 22 28
0 2 5 6 14 15 22 23
0 2 5 7 17 19 21 23
0 2 5 8 14 16 27 29
0 4 8 12 13 14 18 21
0 5 6 7 10 13 16 23
0 5 8 11 15 17 23 25
0 5 11 21 24 26 27 28
0 7 10 14 16 18 19 21
0 7 19 23 24 25 26 28
0 8 11 12 13 19 28 29
0 8 13 14 16 24 25 26
0 9 17 23 24 27 28 29
1 2 5 7 9 20 21 28
1 2 8 18 25 27 28 29
1 3 5 7 11 12 14 28
1 3 5 10 17 24 27 29
1 3 6 7 9 10 20 23
1 3 7 10 15 25 26 29
1 3 8 9 12 15 20 22
1 3 8 10 14 16 24 28
1 3 9 14 16 18 25 26
1 4 5 6 8 13 16 21
1 4 5 7 9 13 19 23
1 4 7 11 20 27 28 29
1 4 9 18 24 26 27 29
1 4 11 12 14 15 18 20
1 5 6 7 9 15 16 22
1 5 8 12 13 14 19 20
1 7 9 10 11 13 16 21
1 7 9 13 14 15 17 20
1 8 12 13 22 24 25 27
1 9 10 15 22 26 27 28
1 10 16 19 21 24 26 29
2 3 5 7 9 10 16 19
2 3 5 16 22 24 25 29
2 3 9 18 23 24 25 28
2 3 12 13 16 19 20 22
2 4 11 14 16 20 22 23
2 5 6 8 16 25 26 28
2 5 8 10 11 13 16 20
2 5 11 15 18 20 21 23
2 6 9 11 12 24 25 26
2 6 9 12 13 15 17 22
2 6 10 13 18 20 22 23
2 6 18 21 23 25 26 29
2 7 8 10 11 15 19 21
2 7 10 12 17 18 19 22
2 8 11 15 16 24 27 28
2 9 12 21 22 26 27 29
2 10 14 15 24 25 26 28
3 4 5 15 21 27 28 29
3 4 7 8 17 24 25 26
3 4 8 13 14 15 16 20
3 4 10 15 19 24 26 27
3 5 9 11 14 24 25 27
3 5 12 18 25 26 27 28
3 6 8 14 16 17 18 21
3 6 8 20 21 26 27 29
3 6 9 15 16 17 19 20
3 6 13 15 20 24 25 27
3 6 14 15 19 25 28 29
3 6 17 18 23 24 26 27
3 7 8 15 17 20 21 23
3 7 9 14 16 20 21 22
3 7 10 12 14 15 19 20
3 7 11 16 23 26 28 29
3 11 18 19 24 25 26 29
4 6 8 10 18 19 21 22
4 6 9 22 23 24 25 29
4 6 10 11 13 14 16 18
4 6 12 19 24 25 27 28
4 6 17 19 20 24 26 29
4 7 9 10 16 18 22 23
4 7 10 11 12 14 21 22
4 7 10 16 17 25 28 29
4 7 12 15 18 19 21 23
4 10 12 20 25 26 27 29
4 19 22 23 26 27 28 29
5 6 10 11 13 15 21 22
5 6 13 14 18 19 21 23
5 6 17 18 20 24 25 28
5 7 12 14 17 18 20 21
5 7 14 22 25 27 28 29
5 8 12 21 24 25 26 29
5 9 15 17 20 22 24 27
5 9 16 19 20 22 28 29
6 7 8 10 12 15 22 23
6 7 9 11 13 14 22 23
6 7 12 13 17 19 20 23
6 10 11 16 17 24 26 28
6 12 13 16 17 25 26 27
7 8 9 18 19 26 27 28
7 9 11 13 15 24 25 29
8 9 10 11 12 13 14 15
8 9 12 13 18 19 22 23
8 10 12 14 17 19 21 23
8 10 13 15 17 19 20 22
9 10 13 14 17 18 21 22
9 11 13 15 17 19 21 23
9 15 21 23 24 25 26 27
10 11 12 13 16 17 22 23
10 11 14 15 16 17 20 21
10 18 21 22 24 25 28 29
11 15 17 18 26 27 28 29
11 17 20 21 23 25 27 29
12 13 14 15 16 17 18 19
