0 1 2 3 4
0 1 2 13 14
0 1 2 27 28
0 2 4 13 15
0 2 11 20 25
0 2 15 22 27
0 2 15 23 26
0 2 15 24 25
0 2 16 19 29
0 2 16 21 27
0 2 16 22 28
0 2 16 23 25
0 2 16 24 26
0 3 4 9 10
0 3 4 11 12
0 3 4 13 14
0 3 4 15 16
0 3 4 17 18
0 3 4 19 20
0 3 4 21 22
0 3 4 23 24
0 3 4 25 26
0 3 4 27 28
0 3 5 9 15
0 3 5 10 16
0 3 5 11 13
0 3 5 17 23
0 3 5 18 24
0 3 5 19 21
0 3 5 20 22
0 3 5 27 29
0 3 6 9 16
0 3 6 10 15
0 3 6 11 14
0 3 6 12 13
0 3 6 17 24
0 3 6 18 23
0 3 6 19 22
0 3 6 20 21
0 3 6 28 29
0 3 7 11 15
0 3 7 12 16
0 3 7 17 21
0 3 7 18 22
0 3 7 19 23
0 3 7 20 24
0 3 7 25 29
0 3 8 18 21
0 3 8 19 24
0 3 8 20 23
0 3 9 17 27
0 3 9 18 28
0 3 9 19 25
0 3 9 20 26
0 3 9 23 29
0 3 10 17 28
0 3 10 18 27
0 3 10 19 26
0 3 10 20 25
0 3 10 24 29
0 3 11 17 25
0 3 11 18 26
0 3 11 19 27
0 3 11 20 28
0 3 11 21 29
0 3 12 17 26
0 3 12 18 25
0 3 12 19 28
0 3 12 20 27
0 3 12 22 29
0 3 13 19 29
0 3 13 21 27
0 3 13 22 28
0 3 13 23 25
0 3 13 24 26
0 3 14 20 29
0 3 14 21 28
0 3 14 22 27
0 3 14 23 26
0 3 15 17 29
0 3 15 21 25
0 3 15 22 26
0 3 15 23 27
0 3 15 24 28
0 3 16 18 29
0 3 16 21 26
0 3 16 22 25
0 3 16 23 28
0 3 16 24 27
0 4 5 9 16
0 4 5 10 15
0 4 5 11 14
0 4 5 17 24
0 4 5 18 23
0 4 5 19 22
0 4 6 9 15
0 4 6 10 16
0 4 6 11 13
0 4 7 10 13
0 4 7 11 16
0 4 7 12 15
0 4 7 17 22
0 4 7 18 21
0 6 15 24 29
0 8 11 23 28
0 9 11 18 20
0 9 15 20 22
0 10 15 28 29
0 10 16 19 21
0 10 16 20 22
0 10 16 27 29
0 11 14 20 21
0 11 15 19 23
0 12 14 19 21
0 12 14 20 22
0 12 14 27 29
0 12 15 17 22
0 12 15 18 21
0 12 15 19 24
0 12 15 20 23
0 12 15 26 29
0 12 16 17 21
0 12 16 18 22
0 12 16 19 23
0 12 16 20 24
0 14 16 25 27
0 14 16 26 28
0 15 16 17 18
0 15 16 19 20
0 15 16 21 22
0 15 16 23 24
0 15 16 25 26
0 15 16 27 28
0 17 18 19 20
0 17 18 21 22
0 17 18 23 24
0 17 18 25 26
0 17 18 27 28
