0 1 2 3
0 1 2 8
0 1 2 15
0 1 2 20
0 1 3 15
0 1 3 28
0 2 7 16
0 2 7 20
0 2 7 29
0 2 8 22
0 2 9 23
0 2 9 24
0 2 9 25
0 2 9 26
0 2 9 27
0 2 9 28
0 2 9 29
0 2 10 11
0 2 10 12
0 2 10 14
0 2 10 15
0 2 10 16
0 2 10 17
0 2 10 18
0 2 10 19
0 2 10 20
0 2 10 22
0 2 10 23
0 2 10 24
0 2 10 25
0 2 10 26
0 2 10 27
0 2 10 28
0 2 10 29
0 2 11 13
0 2 11 14
0 2 11 15
0 2 11 16
0 2 11 18
0 2 11 19
0 2 11 22
0 2 11 24
0 2 11 26
0 2 11 27
0 2 11 28
0 2 11 29
0 2 12 13
0 2 12 14
0 2 12 15
0 2 12 18
0 2 12 19
0 2 12 20
0 2 12 21
0 2 12 22
0 2 12 23
0 2 12 24
0 2 12 25
0 2 12 26
0 2 12 27
0 2 12 29
0 2 13 14
0 2 13 15
0 2 13 16
0 2 13 17
0 2 13 18
0 2 13 19
0 2 13 20
0 2 13 21
0 2 13 22
0 2 13 23
0 2 13 24
0 2 13 25
0 2 13 26
0 2 13 27
0 2 13 28
0 2 13 29
0 2 14 15
0 2 14 17
0 2 14 18
0 2 14 19
0 2 14 20
0 2 14 21
0 2 14 22
0 2 14 23
0 2 14 24
0 2 14 25
0 2 14 26
0 2 14 27
0 2 14 28
0 2 14 29
0 2 15 16
0 2 15 17
0 2 15 18
0 2 15 19
0 2 15 20
0 2 15 21
0 2 15 22
0 2 15 23
0 2 15 24
0 2 15 25
0 2 15 26
0 2 15 27
0 2 15 28
0 2 15 29
0 2 16 17
0 2 16 18
0 2 16 19
0 2 16 20
0 2 16 21
0 2 16 22
0 2 16 23
0 2 16 24
0 2 16 25
0 2 16 26
0 2 16 27
0 2 16 28
0 2 16 29
0 2 17 18
0 2 17 19
0 2 17 20
0 2 17 21
0 2 17 22
0 2 17 23
0 2 17 24
0 2 17 25
0 2 17 26
0 2 17 27
0 2 17 28
0 2 17 29
0 2 18 19
0 2 18 20
0 2 18 22
0 2 18 23
0 2 18 24
0 2 18 25
0 2 18 26
0 2 18 27
0 2 18 28
0 2 18 29
0 2 19 20
0 2 19 21
0 2 19 22
0 2 19 23
0 2 19 24
0 2 19 25
0 2 19 26
0 2 19 27
0 2 19 28
0 2 19 29
0 2 20 21
0 2 20 22
0 2 20 23
0 2 20 24
0 2 20 25
0 2 20 26
0 2 20 27
0 2 20 28
0 2 20 29
0 2 21 22
0 2 21 26
0 2 21 27
0 2 21 29
0 2 22 23
0 2 22 24
0 2 22 25
0 2 22 26
0 2 22 27
0 2 22 28
0 2 22 29
0 2 23 24
0 2 23 25
0 2 23 26
0 2 23 27
0 2 23 28
0 2 23 29
0 2 24 25
0 2 24 26
0 2 24 27
0 2 24 28
0 2 24 29
0 2 25 26
0 2 25 27
0 2 25 28
0 2 25 29
0 2 26 27
0 2 26 28
