0 1 2 3 4 5
0 1 10 11 12 13
0 1 22 23 24 25
0 1 26 27 28 29
0 2 8 12 16 20
0 3 8 13 14 19
0 4 9 11 14 20
1 2 9 12 14 19
1 3 7 11 14 18
1 5 7 13 17 19
2 10 15 17 24 27
2 11 14 16 25 26
2 11 18 21 22 28
3 5 6 8 23 25
3 10 18 21 25 26
3 11 15 17 23 29
4 5 22 23 28 29
4 8 18 20 25 28
4 9 15 16 22 26
4 9 19 21 24 29
5 8 15 16 24 29
5 8 19 21 22 26
5 9 18 20 23 27
6 7 14 16 19 20
6 7 15 17 18 21
6 7 22 25 26 28
6 7 23 24 27 29
6 8 10 13 16 17
6 9 10 12 20 21
10 11 23 25 27 28
12 13 15 17 22 28
12 13 18 21 24 27
