0 1 2 3 4 5
0 1 10 11 12 13
0 1 14 15 16 17
0 1 22 23 24 25
0 2 7 11 15 19
0 3 9 12 15 18
0 5 6 13 15 20
1 2 6 11 17 20
1 4 6 13 14 21
1 5 7 13 17 19
1 5 9 11 15 21
2 3 8 9 10 11
2 4 6 8 22 23
2 4 7 9 24 25
2 5 6 19 21 24
2 5 11 13 14 16
3 4 6 18 20 24
3 4 7 19 21 22
3 4 10 12 14 16
3 5 10 13 18 21
3 5 11 12 19 20
6 7 16 17 23 25
6 8 10 12 24 25
7 8 10 18 19 23
7 9 11 12 16 22
8 9 14 15 23 25
8 9 16 18 21 24
8 10 13 16 17 22
8 15 17 19 20 24
12 13 14 17 18 20
14 16 19 20 22 23
15 17 18 21 22 23
