0 1 2 3 4 5
0 1 2 3 4 6
0 1 2 3 6 8
0 1 2 3 6 24
0 1 2 3 7 9
0 1 2 3 7 20
0 1 2 3 7 22
0 1 2 3 8 11
0 1 2 3 8 17
0 1 2 3 8 22
0 1 2 3 8 25
0 1 2 3 10 16
0 1 2 3 14 19
0 1 2 4 5 8
0 1 2 4 8 20
0 1 2 4 10 12
0 1 2 4 13 26
0 1 2 5 6 21
0 1 2 5 7 8
0 1 2 5 8 13
0 1 2 5 8 15
0 1 2 6 8 9
0 1 2 6 8 24
0 1 2 6 10 16
0 1 2 6 14 17
0 1 2 6 15 20
0 1 2 6 16 27
0 1 2 6 17 18
0 1 2 6 24 27
0 1 2 7 8 9
0 1 2 7 8 10
0 1 2 7 8 19
0 1 2 7 8 21
0 1 2 7 10 21
0 1 2 8 9 12
0 1 2 8 9 13
0 1 2 8 9 25
0 1 2 8 11 19
0 1 2 8 11 27
0 1 2 8 12 13
0 1 2 8 13 19
0 1 2 8 14 15
0 1 2 8 15 22
0 1 2 8 15 25
0 1 2 8 16 17
0 1 2 8 17 18
0 1 2 8 17 20
0 1 2 8 19 20
0 1 2 8 19 22
0 1 2 8 19 23
0 1 2 8 19 27
0 1 2 8 20 23
0 1 2 8 20 27
0 1 2 8 23 24
0 1 2 8 23 27
0 1 2 8 25 26
0 1 2 10 13 26
0 1 2 10 19 21
0 1 2 11 20 25
0 1 2 13 18 25
0 1 2 15 16 24
0 1 2 17 21 25
0 1 2 20 21 23
0 1 3 4 7 8
0 1 3 4 8 10
0 1 3 4 8 27
0 1 3 5 7 8
0 1 3 5 8 9
0 1 3 5 8 23
0 1 3 5 8 26
0 1 3 6 8 9
0 1 3 6 8 18
0 1 3 6 13 21
0 1 3 6 15 17
0 1 3 7 8 27
0 1 3 8 9 19
0 1 3 8 9 23
0 1 3 8 10 12
0 1 3 8 10 14
0 1 3 8 10 15
0 1 3 8 10 19
0 1 3 8 11 15
0 1 3 8 11 21
0 1 3 8 12 17
0 1 3 8 12 25
0 1 3 8 13 18
0 1 3 8 13 20
0 1 3 8 13 21
0 1 3 8 13 22
0 1 3 8 13 26
0 1 3 8 14 21
0 1 3 8 15 18
0 1 3 8 15 25
0 1 3 8 17 19
0 1 3 8 17 23
0 1 3 8 17 27
0 1 3 8 20 25
0 1 3 8 20 26
0 1 3 8 21 27
0 1 3 8 22 25
0 1 3 8 25 26
0 1 3 8 25 27
0 1 4 5 8 13
0 1 4 5 8 23
0 1 4 6 8 26
0 1 4 7 8 16
0 1 4 8 9 16
0 1 4 8 9 23
0 1 4 8 9 25
0 1 4 8 10 12
0 1 4 8 10 24
0 1 4 8 11 17
0 1 4 8 11 18
0 1 4 8 11 20
0 1 4 8 11 24
0 1 4 8 13 25
0 1 4 8 13 27
0 1 4 8 14 17
0 1 4 8 14 26
0 1 4 8 16 21
0 1 4 8 17 21
0 1 4 8 18 21
0 1 4 8 18 24
0 1 4 8 19 21
0 1 4 8 19 22
0 1 4 8 20 24
0 1 4 8 21 22
0 1 4 8 21 23
0 1 4 8 23 27
0 1 4 9 10 23
0 1 4 12 24 27
0 1 5 6 8 17
0 1 5 6 8 18
0 1 5 6 8 21
0 1 5 6 10 21
0 1 5 6 17 21
0 1 5 7 8 12
0 1 5 7 8 25
0 1 5 7 10 26
0 1 5 8 9 12
0 1 5 8 9 15
0 1 5 8 10 13
0 1 5 8 10 14
0 1 5 8 10 18
0 1 5 8 10 21
0 1 5 8 11 14
0 1 5 8 11 18
0 1 5 8 11 22
0 1 5 8 12 13
0 1 5 8 12 20
0 1 5 8 12 26
0 1 5 8 13 17
0 1 5 8 13 19
0 1 5 8 13 21
0 1 5 8 14 18
0 1 5 8 14 27
0 1 5 8 15 23
0 1 5 8 16 17
0 1 5 8 16 22
0 1 5 8 17 18
0 1 5 8 17 25
0 1 5 8 18 19
0 1 5 8 18 22
0 1 5 8 18 26
0 1 5 8 19 25
0 1 5 8 20 27
0 1 5 8 22 25
0 1 5 8 22 26
0 1 5 8 22 27
0 1 5 10 11 16
0 1 5 10 25 27
0 1 6 7 8 19
0 1 6 7 8 23
0 1 6 7 8 25
0 1 6 7 10 11
0 1 6 7 16 21
0 1 6 7 18 21
0 1 6 7 18 27
0 1 6 8 9 10
0 1 6 8 9 11
0 1 6 8 9 12
0 1 6 8 9 13
0 1 6 8 9 15
0 1 6 8 10 11
0 1 6 8 10 13
0 1 6 8 10 17
0 1 6 8 11 16
0 1 6 8 12 23
0 1 6 8 13 19
0 1 6 8 13 24
0 1 6 8 14 15
0 1 6 8 14 17
0 1 6 8 14 19
0 1 6 8 14 25
0 1 6 8 15 25
0 1 6 8 16 22
0 1 6 8 16 24
0 1 6 8 18 19
0 1 6 8 18 27
0 1 6 8 19 24
0 1 6 8 19 27
0 1 6 8 20 23
0 1 6 8 20 25
0 1 6 8 21 22
0 1 6 8 21 26
0 1 6 8 23 27
0 1 6 9 10 20
0 1 6 10 11 16
0 1 6 10 12 14
0 1 6 10 13 14
0 1 6 10 13 24
0 1 6 10 13 26
0 1 6 10 13 27
0 1 6 10 14 15
0 1 6 10 14 16
0 1 6 10 14 17
0 1 6 10 14 18
0 1 6 10 14 19
0 1 6 10 14 20
0 1 6 10 14 21
0 1 6 10 14 22
0 1 6 10 14 23
0 1 6 10 14 24
0 1 6 10 14 25
0 1 6 10 14 26
0 1 6 10 14 27
0 1 6 10 15 16
0 1 6 10 15 18
0 1 6 10 15 19
0 1 6 10 15 21
0 1 6 10 15 22
0 1 6 10 15 23
0 1 6 10 15 24
0 1 6 10 15 25
0 1 6 10 15 26
0 1 6 10 15 27
0 1 6 10 16 17
0 1 6 10 16 18
0 1 6 10 16 19
0 1 6 10 16 20
0 1 6 10 16 21
0 1 6 10 16 22
0 1 6 10 16 26
0 1 6 10 16 27
0 1 6 10 17 18
0 1 6 10 17 19
0 1 6 10 17 20
0 1 6 10 17 21
0 1 6 10 17 22
0 1 6 10 17 23
0 1 6 10 17 25
0 1 6 10 17 26
0 1 6 10 18 20
0 1 6 10 18 21
0 1 6 10 18 22
0 1 6 10 18 23
0 1 6 10 18 24
0 1 6 10 18 25
0 1 6 10 18 26
0 1 6 10 18 27
0 1 6 10 19 20
0 1 6 10 19 21
0 1 6 10 19 23
0 1 6 10 19 24
0 1 6 10 19 25
0 1 6 10 19 26
0 1 6 10 20 21
0 1 6 10 20 22
0 1 6 10 20 23
0 1 6 10 20 25
0 1 6 10 20 26
0 1 6 10 20 27
0 1 6 10 21 22
0 1 6 10 21 23
0 1 6 10 21 24
0 1 6 10 21 25
0 1 6 10 21 26
0 1 6 10 21 27
0 1 6 10 22 23
0 1 6 10 22 24
0 1 6 10 22 25
0 1 6 10 22 26
0 1 6 10 22 27
0 1 6 10 23 24
0 1 6 10 23 25
0 1 6 10 23 26
0 1 6 10 23 27
0 1 6 10 24 25
0 1 6 10 24 26
0 1 6 10 24 27
0 1 6 10 25 26
0 1 6 10 25 27
0 1 6 10 26 27
0 1 6 11 12 14
0 1 6 11 12 17
0 1 6 11 12 18
0 1 6 11 12 19
0 1 6 11 12 20
0 1 6 11 12 21
0 1 6 11 12 22
0 1 6 11 12 25
0 1 6 11 12 26
0 1 6 11 12 27
0 1 6 11 13 14
0 1 6 11 13 15
0 1 6 11 13 16
0 1 6 11 13 18
0 1 6 11 13 19
0 1 6 11 13 20
0 1 6 11 13 22
0 1 6 11 13 23
0 1 6 11 13 25
0 1 6 11 13 26
0 1 6 11 13 27
0 1 6 11 14 16
0 1 6 11 14 18
0 1 6 11 14 20
0 1 6 11 14 22
0 1 6 11 14 23
0 1 6 11 14 25
0 1 6 11 14 26
0 1 6 11 14 27
0 1 6 11 15 16
0 1 6 11 15 20
