0 1 2 3 4 5 6 7
0 1 2 3 6 7 8 9
0 1 2 3 6 7 10 11
0 1 2 3 6 7 12 13
0 1 2 3 6 7 14 15
0 1 2 3 6 7 16 17
0 1 2 3 6 7 18 19
0 1 2 3 6 7 24 25
0 1 2 3 6 8 12 18
0 1 2 3 6 8 13 19
0 1 2 3 6 8 14 16
0 1 2 3 6 8 21 27
0 1 2 3 6 8 22 24
0 1 2 3 6 8 23 25
0 1 2 3 6 9 20 27
0 1 2 3 6 9 21 26
0 1 2 3 6 9 22 25
0 1 2 3 6 10 12 16
0 1 2 3 6 10 14 18
0 1 2 3 6 10 15 19
0 1 2 3 6 10 20 24
0 1 2 3 6 10 21 25
0 1 2 3 6 10 23 27
0 1 2 3 6 11 13 16
0 1 2 3 6 11 14 19
0 1 2 3 6 11 15 18
0 1 2 3 6 11 20 25
0 1 2 3 6 11 22 27
0 1 2 3 6 11 23 26
0 1 2 3 7 8 13 18
0 1 2 3 7 8 14 17
0 1 2 3 7 8 15 16
0 1 2 3 7 8 20 27
0 1 2 3 7 8 21 26
0 1 2 3 7 8 22 25
0 1 2 3 7 8 23 24
0 1 2 3 7 9 12 18
0 1 2 3 7 9 13 19
0 1 2 3 7 9 14 16
0 1 2 3 7 9 15 17
0 1 2 3 7 9 20 26
0 1 2 3 7 9 21 27
0 1 2 3 7 9 22 24
0 1 2 4 6 12 13 16
0 1 2 4 6 12 21 24
0 1 2 4 6 12 23 26
0 1 2 4 6 13 14 18
0 1 2 4 6 13 21 25
0 1 2 4 6 13 23 27
0 1 2 4 6 14 15 16
0 1 2 4 6 14 21 26
0 1 2 4 6 14 23 24
0 1 2 4 6 15 21 27
0 1 2 4 6 15 23 25
0 1 2 4 6 16 24 25
0 1 2 4 6 16 26 27
0 1 2 4 6 18 24 27
0 1 2 4 7 8 9 17
0 1 2 4 7 8 10 18
0 1 2 4 7 8 12 20
0 1 2 4 7 8 15 23
0 1 2 4 7 8 16 24
0 1 2 4 7 8 19 27
0 1 2 4 7 9 11 18
0 1 2 4 7 9 13 20
0 1 2 4 7 9 14 23
0 1 2 4 7 9 16 25
0 1 2 4 7 9 19 26
0 1 2 4 7 10 13 23
0 1 2 4 7 10 14 20
0 1 2 4 7 10 16 26
0 1 2 4 7 10 19 25
0 1 2 4 7 11 12 23
0 1 2 4 7 11 15 20
0 1 2 4 7 11 16 27
0 1 2 4 7 11 19 24
0 1 2 4 7 12 13 17
