0 1 2 3 4
0 1 2 13 14
0 1 2 21 22
0 1 3 9 11
0 1 5 17 21
0 1 5 18 22
0 1 5 19 23
0 1 5 20 24
0 1 6 9 14
0 1 6 10 13
0 1 6 11 16
0 1 6 12 15
0 1 6 17 22
0 1 6 18 21
0 1 6 19 24
0 1 6 20 23
0 1 7 9 15
0 1 7 11 13
0 1 7 12 14
0 1 7 17 23
0 1 7 18 24
0 1 7 19 21
0 1 8 9 16
0 1 8 10 15
0 1 8 11 14
0 1 8 12 13
0 1 9 17 25
0 1 9 18 26
0 1 9 19 27
0 1 10 17 26
0 1 10 18 25
0 1 10 20 27
0 1 11 17 27
0 1 11 19 25
0 1 11 20 26
0 1 12 20 25
0 2 11 19 26
0 2 11 20 25
0 2 12 17 27
0 2 12 19 25
0 2 12 20 26
0 2 13 21 26
0 2 13 22 25
0 2 13 24 27
0 2 14 21 25
0 2 14 22 26
0 2 14 23 27
0 2 15 22 27
0 2 15 23 26
0 2 15 24 25
0 2 16 21 27
0 2 16 23 25
0 2 16 24 26
0 3 4 5 6
0 3 4 9 10
0 3 4 11 12
0 3 4 13 14
0 3 4 15 16
0 3 4 17 18
0 3 4 19 20
0 3 4 21 22
0 3 4 23 24
0 3 4 25 26
0 3 5 9 15
0 3 5 10 16
0 3 5 11 13
0 3 5 12 14
0 3 5 17 23
0 3 5 18 24
0 3 5 19 21
0 3 5 20 22
0 3 6 9 16
0 3 6 10 15
0 3 6 11 14
0 3 6 12 13
0 3 6 17 24
0 3 6 18 23
0 3 6 19 22
0 3 6 20 21
0 3 7 9 13
0 3 7 10 14
0 3 7 11 15
0 3 7 12 16
0 3 7 17 21
0 3 7 18 22
0 3 7 19 23
0 3 7 20 24
0 3 8 9 14
0 3 8 10 13
0 3 8 11 16
0 3 8 12 15
0 3 8 17 22
0 3 8 18 21
0 3 8 19 24
0 3 8 20 23
0 3 9 17 27
0 3 9 19 25
0 3 9 20 26
0 3 10 18 27
0 3 10 19 26
0 3 10 20 25
0 3 11 17 25
0 3 11 18 26
0 3 11 19 27
0 3 12 17 26
0 3 12 18 25
0 3 12 20 27
0 3 13 21 27
0 3 13 23 25
0 3 13 24 26
0 3 14 22 27
0 3 14 23 26
0 3 14 24 25
0 3 15 21 25
0 3 15 22 26
0 3 15 23 27
0 3 16 21 26
0 3 16 22 25
0 3 16 24 27
0 4 5 9 16
0 4 5 11 14
0 4 5 17 24
0 4 5 18 23
0 4 5 19 22
0 4 5 20 21
0 4 6 9 15
0 4 6 10 16
0 4 6 11 13
0 4 6 12 14
0 4 6 17 23
0 4 6 18 24
0 4 6 19 21
0 4 7 9 14
0 4 7 11 16
0 4 7 12 15
0 4 7 19 24
0 4 8 9 13
0 4 8 11 15
0 4 8 12 16
0 4 8 17 21
0 4 8 18 22
0 4 8 19 23
0 4 8 20 24
0 4 9 18 27
0 4 9 19 26
0 4 9 20 25
0 4 10 17 27
0 4 10 19 25
0 4 10 20 26
0 4 11 17 26
0 4 11 18 25
0 4 11 20 27
0 4 12 17 25
0 4 12 18 26
0 4 12 19 27
0 4 13 23 26
0 4 13 24 25
0 4 14 21 27
0 4 14 23 25
0 4 14 24 26
0 4 15 21 26
0 4 15 22 25
0 4 15 24 27
0 4 16 21 25
0 4 16 22 26
0 4 16 23 27
0 5 6 13 14
0 5 6 15 16
0 5 6 17 18
0 5 6 19 20
0 5 6 21 22
0 5 6 23 24
0 5 6 25 26
0 5 7 9 11
0 5 8 9 12
0 6 15 19 26
0 7 9 24 26
0 8 14 20 26
0 9 15 18 24
0 11 12 17 18
0 13 16 22 23
0 14 16 18 20
0 15 16 25 26
1 2 3 5 9
1 2 3 6 10
1 2 3 7 11
1 2 3 8 12
1 2 3 14 18
1 2 3 15 19
1 2 3 16 20
1 2 3 21 25
1 2 3 22 26
1 2 3 23 27
1 2 4 5 10
1 2 4 6 9
1 2 4 8 11
1 2 4 13 18
1 2 4 14 17
1 2 4 15 20
1 2 4 16 19
1 2 4 21 26
1 2 4 22 25
1 2 5 7 13
1 2 5 8 14
1 2 5 11 17
1 2 5 12 18
1 2 18 24 25
1 5 9 10 11
1 5 9 12 25
1 5 9 18 19
1 5 9 22 23
1 5 9 26 27
1 5 10 12 26
1 5 10 13 15
1 5 10 18 20
1 5 10 22 24
1 5 11 12 27
1 5 11 13 14
1 5 11 19 20
1 5 11 23 24
1 5 11 25 26
1 5 13 16 25
1 5 13 18 23
1 5 13 19 22
1 5 14 16 26
1 5 14 18 24
1 5 14 20 22
1 5 15 16 27
1 5 15 19 24
1 5 17 19 26
1 5 17 20 25
1 5 21 22 27
1 5 21 23 26
1 5 21 24 25
1 6 7 8 12
1 6 7 10 22
1 6 7 13 17
1 6 8 9 22
1 6 8 11 24
1 6 8 16 19
1 6 8 21 26
1 6 9 10 12
1 6 9 11 25
1 6 9 13 15
1 6 9 18 20
1 6 9 21 23
1 6 10 11 26
1 6 10 14 15
1 6 10 18 19
1 6 10 21 24
1 6 12 13 14
1 6 12 19 20
1 6 12 23 24
1 6 12 25 26
1 6 13 16 26
1 6 13 18 24
1 6 13 19 21
1 6 14 16 25
1 6 14 18 23
1 6 14 20 21
1 6 15 19 23
1 6 15 20 24
1 6 17 19 25
1 6 17 20 26
1 6 22 23 26
1 6 22 24 25
1 7 8 10 24
1 7 8 15 17
1 7 8 16 18
1 7 8 21 27
1 7 9 10 25
1 7 9 11 12
1 7 9 13 14
1 7 9 19 20
1 7 9 21 22
1 7 10 11 27
1 7 11 18 19
1 7 11 21 24
1 7 12 13 15
1 7 12 22 24
1 7 12 25 27
1 7 13 18 21
1 7 13 19 24
1 7 14 20 24
1 7 15 19 22
1 7 15 20 21
1 7 17 18 25
1 7 17 20 27
1 7 22 23 27
1 7 23 24 25
1 8 9 10 26
1 9 12 16 20
1 9 12 22 26
1 9 23 25 26
1 10 12 14 17
1 10 12 16 19
1 10 12 22 25
1 10 12 24 27
1 10 13 16 22
1 10 13 19 25
1 10 14 16 21
1 10 14 18 27
1 10 14 20 25
1 10 15 19 27
1 10 17 18 24
1 10 17 19 21
1 10 17 20 22
1 10 22 26 27
1 10 24 25 26
1 11 12 15 17
1 11 12 16 18
1 11 12 23 25
1 11 12 24 26
1 11 13 16 23
1 11 13 18 25
1 11 14 16 24
1 11 14 18 26
1 12 14 20 27
1 12 15 16 22
1 12 15 19 25
1 12 15 20 26
1 12 17 18 22
1 12 17 19 23
1 13 14 21 27
1 13 14 24 26
1 14 15 22 26
1 16 18 25 26
1 18 19 21 25
1 21 22 24 26
2 3 6 17 26
2 3 14 25 26
2 3 19 24 26
2 5 6 24 25
2 5 7 9 21
2 5 7 14 18
2 5 7 16 20
2 5 7 22 26
2 5 8 10 21
2 5 8 11 24
2 5 8 13 18
2 5 8 16 19
2 5 8 22 25
2 5 9 10 12
2 5 9 11 25
2 5 9 13 15
2 5 9 17 19
2 5 9 22 24
2 5 10 11 26
2 5 10 14 15
2 5 10 22 23
2 5 12 13 14
2 5 12 19 20
2 5 12 23 24
2 5 12 25 26
2 5 13 16 26
2 5 13 17 23
2 5 13 20 22
2 5 14 16 25
2 5 14 17 24
2 5 14 19 22
2 5 15 19 23
2 5 18 19 26
2 5 18 20 25
2 5 21 23 25
2 5 21 24 26
2 6 7 8 11
2 6 7 9 22
2 6 7 12 23
2 6 7 13 18
2 6 7 16 19
