0 1 2 3 4 5
0 1 3 17 20 23
0 1 4 7 9 15
0 1 4 8 12 16
0 1 4 20 26 27
0 1 11 12 19 26
0 2 3 19 21 24
0 2 3 23 26 27
0 2 4 6 9 13
0 2 4 7 10 12
0 2 4 14 16 18
0 2 4 17 19 22
0 2 4 20 23 24
0 2 5 7 11 18
0 2 5 8 10 14
0 2 5 13 17 20
0 2 6 18 21 26
0 2 6 19 23 25
0 2 6 20 22 27
0 2 7 13 15 21
0 2 7 16 19 26
0 2 7 17 24 27
0 2 8 9 16 20
0 2 8 13 18 24
0 2 8 21 25 27
0 2 9 12 18 23
0 2 10 13 19 27
0 2 10 16 22 24
0 2 11 12 20 21
0 3 4 6 7 11
0 3 4 8 9 10
0 3 4 12 13 15
0 3 6 13 17 19
0 3 6 14 16 23
0 3 6 20 24 26
0 3 7 8 19 20
0 3 7 12 18 24
0 3 7 17 22 26
0 3 8 13 25 26
0 3 8 15 22 23
0 3 10 11 18 26
0 4 11 21 23 26
0 5 17 18 19 21
0 6 11 16 18 22
0 7 8 10 11 17
0 7 12 14 19 21
0 9 13 22 23 25
0 10 12 15 25 27
0 11 13 14 15 24
0 11 13 18 25 27
0 11 14 18 20 23
0 11 15 19 21 27
0 11 16 17 20 24
0 12 13 17 21 23
0 17 21 22 24 25
1 2 3 8 9 19
1 2 3 10 14 16
1 2 3 13 17 21
1 2 4 6 12 17
1 2 4 8 10 13
1 2 4 9 16 21
1 2 4 15 18 23
1 2 5 7 10 19
1 2 5 8 11 16
1 3 4 7 16 17
1 3 4 9 11 20
1 3 4 10 12 18
1 3 6 13 26 27
1 3 6 14 17 22
1 3 7 8 18 22
1 6 7 14 19 25
1 7 8 9 14 23
1 7 8 12 13 27
1 7 9 10 26 27
1 7 9 19 20 22
1 7 10 14 15 17
1 7 10 18 23 24
1 7 11 12 18 25
1 7 13 17 19 26
1 7 15 16 18 19
1 8 9 16 22 27
1 8 10 12 14 25
1 8 10 21 22 24
1 8 12 17 18 24
1 8 15 16 20 24
1 8 19 22 23 26
1 9 10 12 17 19
1 9 11 14 25 27
1 9 14 17 18 21
1 9 16 18 25 26
1 10 13 16 17 27
1 10 14 19 20 24
1 10 18 21 25 27
1 11 12 16 17 23
1 11 14 15 16 22
1 11 15 17 18 26
1 11 15 19 23 25
1 11 16 18 24 27
1 11 20 21 22 25
1 12 13 15 17 25
1 12 13 19 20 23
1 12 14 16 19 27
