0 1 2 3 4
0 1 17 18 19
0 2 5 8 11
0 2 14 17 20
0 2 15 18 21
0 2 16 19 22
0 2 23 26 27
0 3 6 8 14
0 3 10 12 16
0 3 17 21 23
0 3 18 20 24
0 3 19 25 26
1 2 7 11 16
1 2 17 21 24
1 2 18 20 23
1 2 19 25 27
1 3 7 10 14
1 4 22 25 26
1 8 16 20 24
1 9 12 18 26
1 13 14 19 24
2 4 6 14 15
2 9 15 16 26
3 6 21 22 24
3 7 16 24 26
3 9 12 17 20
3 9 15 22 25
4 5 12 23 24
4 6 13 23 26
4 7 10 11 22
4 8 15 20 25
4 8 19 21 22
4 9 14 20 21
4 10 13 20 27
4 11 12 17 26
4 11 14 19 27
5 6 13 14 27
5 6 22 23 25
5 7 8 10 20
5 7 13 21 24
5 8 13 17 18
5 9 10 12 22
5 9 15 21 23
5 11 13 20 23
5 11 16 26 27
6 7 8 11 24
6 7 12 15 22
6 9 14 17 19
6 11 14 18 22
6 18 23 24 27
7 8 14 17 27
7 9 12 19 27
7 10 15 17 18
7 16 17 19 21
8 9 18 21 25
8 10 13 25 26
8 11 16 19 23
9 12 13 24 25
10 11 13 14 15
10 13 17 21 22
10 15 16 25 27
12 15 20 23 27
12 16 23 25 26
18 19 20 22 25
