0 1 2
0 5 6
0 7 8
0 9 10
0 11 12
0 23 24
0 25 26
1 3 5
1 4 6
1 7 9
1 19 21
1 24 26
2 7 10
2 8 9
2 11 14
2 12 13
2 16 17
2 24 25
3 7 11
3 9 13
3 15 19
3 16 20
3 18 22
4 7 12
4 10 13
4 15 20
4 16 19
4 17 22
4 18 21
5 8 14
5 10 12
5 15 21
5 16 22
5 25 27
6 7 14
6 15 22
6 16 21
6 17 20
6 18 19
7 19 27
8 16 23
8 17 26
8 18 25
8 20 27
9 15 25
9 17 23
9 18 24
10 15 26
10 17 24
10 18 23
11 15 27
11 20 24
11 22 26
12 16 27
12 20 23
12 22 25
13 17 27
13 19 25
13 20 26
13 21 23
14 18 27
14 19 26
14 21 24
14 22 23
