0 1 2 3 4 5 6
0 1 2 3 4 7 8
0 1 2 3 4 9 10
0 1 2 3 4 11 12
0 1 2 3 5 7 9
0 1 2 3 5 8 10
0 1 2 3 5 11 13
0 1 2 3 6 8 9
0 1 2 3 6 12 13
0 1 2 4 5 7 10
0 1 2 4 5 8 9
0 1 2 4 5 12 13
0 1 2 4 6 7 9
0 1 2 4 6 11 13
0 1 2 5 6 7 8
0 1 2 5 6 9 10
0 1 2 7 8 9 10
0 1 2 7 8 11 12
0 2 6 7 9 10 11
0 3 5 8 10 11 12
0 3 5 9 10 11 13
0 3 6 8 9 11 12
0 3 6 9 10 12 13
0 4 5 8 9 11 12
0 4 5 9 10 12 13
0 4 6 7 9 11 12
0 4 6 8 10 11 12
0 4 6 9 10 11 13
0 5 6 7 8 9 10
0 5 6 7 8 11 12
0 5 6 7 9 11 13
0 5 6 9 10 11 12
1 2 4 7 8 10 13
1 2 6 7 8 10 11
1 3 4 7 8 11 13
1 3 4 9 10 11 13
1 3 5 7 8 11 12
1 3 5 7 9 11 13
1 3 6 8 10 12 13
1 4 5 7 10 11 13
1 4 5 8 10 12 13
1 4 6 7 10 12 13
1 4 6 8 9 12 13
1 5 6 7 9 11 12
1 5 6 9 10 11 13
1 7 8 9 10 11 13
2 3 4 7 10 11 12
2 3 4 9 10 12 13
2 3 5 7 9 12 13
2 3 5 8 10 12 13
2 3 6 7 8 11 12
2 3 6 7 10 12 13
2 3 6 8 9 12 13
2 4 5 7 8 11 12
2 4 5 7 10 12 13
2 4 5 8 9 12 13
2 4 5 8 10 11 13
3 4 5 7 11 12 13
3 4 6 7 8 9 12
3 4 6 7 8 10 11
3 4 6 8 9 10 13
3 4 6 8 11 12 13
3 5 6 7 8 9 13
3 5 6 7 9 10 11
