0 1 2 3 4 5
0 1 2 3 6 7
0 1 2 3 8 9
0 1 2 3 10 11
0 1 2 3 12 13
0 1 2 4 7 9
0 1 2 5 7 8
0 1 3 4 7 8
0 1 3 4 10 13
0 1 3 4 11 12
0 1 3 5 6 8
0 1 3 5 7 9
0 1 3 5 10 12
0 1 6 9 10 13
0 1 7 8 10 13
0 2 3 5 6 11
0 2 3 5 9 12
0 3 8 11 12 13
0 3 9 10 12 13
0 4 6 7 8 12
0 4 6 8 9 10
0 4 6 10 12 13
0 4 7 8 9 11
0 4 7 11 12 13
0 4 8 10 11 12
0 5 6 7 8 13
0 5 8 10 11 13
0 5 9 10 11 12
1 2 3 5 7 11
1 2 6 7 8 11
1 2 6 8 9 13
1 2 6 10 11 13
1 2 7 10 11 12
1 2 8 11 12 13
1 2 9 10 12 13
1 3 7 8 9 13
1 4 7 8 9 10
1 4 9 10 11 12
1 5 6 8 9 10
1 5 7 8 9 11
1 5 9 10 11 13
2 3 4 5 6 7
2 3 4 5 12 13
2 3 6 7 8 9
2 3 6 7 12 13
2 3 6 9 10 13
2 3 7 8 10 13
2 3 8 9 12 13
2 4 6 7 11 13
2 5 6 7 11 12
2 5 6 9 10 11
2 5 8 9 11 12
3 4 6 7 11 12
3 4 6 9 10 11
3 4 6 9 12 13
4 5 6 7 12 13
4 5 6 8 10 12
4 5 6 8 11 13
4 5 6 9 10 13
4 5 6 9 11 12
4 5 7 8 10 13
4 5 7 8 11 12
4 5 7 9 10 12
6 7 10 11 12 13
