0 1 2
0 2 9
0 3 4
0 3 5
0 5 21
0 5 22
0 5 23
0 5 24
0 6 13
0 12 21
0 13 17
0 13 18
0 13 19
0 14 17
1 11 18
1 11 19
1 11 23
1 11 24
1 12 21
1 12 23
1 13 14
1 13 17
1 13 20
1 13 25
1 14 16
1 14 18
1 14 19
1 17 21
2 5 20
2 5 21
2 5 22
2 5 24
2 6 7
2 9 17
2 12 19
2 13 16
2 15 19
2 15 20
2 15 21
2 15 22
2 19 22
3 10 23
3 11 22
3 12 23
3 12 24
3 14 16
3 14 17
3 16 20
3 16 21
3 16 22
3 16 23
3 16 24
3 18 24
4 8 18
4 8 25
4 11 14
4 11 15
4 11 16
4 11 17
4 11 20
4 11 21
4 11 22
4 12 19
4 17 25
4 18 24
4 19 24
5 8 18
5 8 25
5 9 17
5 18 23
5 18 25
6 7 8
6 10 13
6 10 17
6 10 23
6 12 17
6 12 19
6 12 20
6 12 21
6 12 22
6 16 18
6 18 25
6 20 25
7 8 16
7 8 19
7 8 22
7 8 23
7 8 24
7 8 25
7 9 14
7 9 15
7 9 25
7 13 23
7 14 15
7 15 25
8 9 24
8 16 24
8 19 24
8 23 24
9 10 20
9 11 20
9 11 21
9 13 19
9 13 23
9 14 22
9 19 25
9 21 24
10 11 23
10 12 16
10 13 16
10 15 20
10 16 18
10 17 20
10 18 20
10 18 25
10 19 20
10 20 25
12 15 21
12 21 22
13 22 25
14 15 21
14 15 22
14 17 25
14 23 24
15 17 19
15 17 21
15 18 22
20 22 23
