0 1 2 3 4 5 6 7
0 1 2 3 12 13 14 15
0 1 2 7 11 15 16 21
0 1 3 4 9 14 18 20
0 1 3 6 10 15 16 20
0 1 3 7 11 12 19 20
0 1 4 5 10 11 12 13
0 1 4 6 8 10 17 18
0 1 5 7 8 10 16 19
0 1 12 15 17 18 20 21
0 1 13 14 16 19 20 21
0 2 3 6 9 12 17 20
0 2 3 7 8 15 18 20
0 2 4 5 8 11 17 19
0 2 4 5 9 10 16 18
0 2 4 6 8 9 14 15
0 3 8 10 12 14 16 18
0 4 9 10 12 14 17 19
0 5 6 7 11 13 19 21
0 5 6 8 11 12 15 16
0 6 7 9 16 18 20 21
0 7 8 10 11 12 17 21
0 8 9 10 13 15 20 21
1 2 3 4 11 15 17 20
1 2 3 6 9 15 18 21
1 2 3 7 9 13 16 20
1 2 4 7 8 9 18 19
1 2 5 6 8 9 16 17
1 3 4 6 12 13 16 17
1 3 5 7 8 9 14 15
1 3 6 7 9 10 17 19
1 4 6 7 8 11 20 21
1 4 11 13 14 15 18 21
1 5 9 10 13 14 18 19
1 5 10 11 16 17 20 21
2 3 4 5 14 15 18 19
2 3 6 7 10 11 12 13
2 3 8 11 13 14 17 18
2 4 5 7 13 18 20 21
2 4 7 11 13 14 16 19
2 4 9 10 11 15 19 21
2 5 8 12 14 15 17 20
2 5 9 12 17 18 19 21
2 5 9 13 14 15 16 21
2 6 10 15 17 18 19 20
2 7 10 12 14 15 18 21
3 4 8 12 17 18 19 20
3 4 8 13 14 15 16 20
3 5 6 12 13 14 18 21
3 5 8 10 11 14 19 21
3 6 9 11 12 14 15 19
3 7 9 12 13 15 17 21
4 5 6 7 16 17 18 19
4 5 6 9 11 12 18 20
4 5 7 8 10 13 14 17
4 5 8 9 16 19 20 21
4 10 12 13 16 18 19 21
5 6 8 10 12 13 19 20
6 7 8 9 10 11 14 16
6 8 12 14 16 17 19 21
6 9 10 11 13 17 18 21
7 8 11 12 13 16 18 20
7 9 11 15 16 17 19 20
10 11 12 13 14 15 16 17
