0 1 2 3 4 5 6
0 1 2 3 4 9 10
0 1 2 3 4 11 12
0 1 2 3 4 23 24
0 1 2 3 4 25 26
0 1 2 3 7 11 15
0 1 2 3 8 13 18
0 1 2 3 8 19 24
0 1 2 3 9 12 18
0 1 2 3 10 14 15
0 1 2 3 15 23 27
0 1 2 4 5 12 13
0 1 2 4 5 16 17
0 1 2 4 5 19 22
0 1 2 4 6 12 14
0 1 2 4 6 20 22
0 1 2 4 7 21 26
0 1 2 4 8 11 15
0 1 2 4 8 14 18
0 1 2 4 9 13 16
0 1 2 4 9 21 24
0 1 2 4 10 12 18
0 1 2 4 10 19 25
0 1 2 4 16 23 27
0 1 2 5 6 25 26
0 1 2 5 7 19 25
0 1 2 5 7 20 26
0 1 2 5 9 19 23
0 1 2 5 9 22 26
0 1 2 5 10 11 16
0 1 2 5 10 13 18
0 1 2 5 10 21 26
0 1 2 5 13 19 27
0 1 2 5 15 25 27
0 1 2 6 7 11 18
0 1 2 6 7 20 25
0 1 2 6 9 21 26
0 1 2 6 10 21 25
0 1 2 7 9 19 21
0 1 2 7 9 24 26
0 1 2 8 9 11 14
0 1 2 8 9 12 13
0 1 2 8 9 23 26
0 1 2 8 10 20 22
0 1 2 8 15 20 27
0 1 2 9 10 11 12
0 1 2 9 10 21 22
0 1 2 9 13 23 27
0 1 2 10 16 21 27
0 1 2 11 13 15 17
0 1 2 11 13 20 22
0 1 2 11 14 16 17
0 1 2 11 14 23 26
0 1 2 11 15 21 25
0 1 2 11 15 22 26
0 1 2 12 14 20 22
0 1 2 12 14 24 26
0 1 2 12 16 19 23
0 1 2 12 16 21 25
0 1 2 12 17 19 26
0 1 2 12 17 22 23
0 1 2 12 18 21 23
0 1 2 12 18 22 24
0 1 2 13 15 20 26
0 1 2 13 15 21 23
0 1 2 13 16 19 26
0 1 2 13 16 22 23
0 1 2 13 17 21 25
0 1 2 13 17 22 26
0 1 2 14 15 21 24
0 1 2 14 16 19 25
0 1 2 14 16 20 26
0 1 2 14 16 21 23
0 1 2 14 18 19 23
0 1 2 15 16 25 26
0 1 2 15 17 23 25
0 1 2 15 17 24 26
0 1 2 15 18 23 26
0 1 2 16 17 19 22
0 1 2 16 17 20 21
0 1 2 17 18 23 24
0 1 2 20 22 23 25
0 1 3 4 5 16 20
0 1 3 4 5 17 21
0 1 3 4 5 23 27
0 1 3 4 6 10 13
0 1 3 4 6 18 21
0 1 3 4 6 24 27
0 1 3 4 7 10 16
0 1 3 4 8 17 24
0 1 3 4 8 22 27
0 1 3 4 9 12 20
0 1 3 4 11 13 15
0 1 3 4 12 13 16
0 1 3 4 12 18 27
0 1 3 4 13 22 26
0 1 3 4 14 22 25
0 1 3 4 20 26 27
0 1 3 5 6 7 13
0 1 3 5 6 8 14
0 1 3 5 6 9 11
0 1 3 5 6 25 27
0 1 3 5 7 10 17
0 1 3 5 8 13 21
0 1 3 5 8 18 26
0 1 3 5 10 16 26
0 1 3 5 11 12 15
0 1 3 5 11 14 17
0 1 3 5 11 22 25
0 1 3 5 12 13 17
0 1 3 5 12 22 26
0 1 3 5 15 23 24
0 1 3 5 19 24 27
0 1 3 6 7 8 16
0 1 3 6 8 18 25
0 1 3 6 9 21 27
0 1 3 6 10 14 19
0 1 3 6 10 15 26
0 1 3 6 10 18 23
0 1 3 6 12 20 23
0 1 3 6 13 20 26
0 1 3 6 16 23 24
0 1 3 7 8 9 11
0 1 3 7 10 11 23
0 1 3 7 11 20 21
0 1 3 7 15 18 27
0 1 3 7 15 20 25
0 1 3 8 11 12 14
0 1 3 8 11 23 25
