0 1 2 3 4 5
0 1 2 9 10 11
0 1 2 12 13 14
0 1 2 15 16 17
0 1 2 24 25 26
0 1 3 6 9 12
0 1 3 15 18 21
0 1 3 17 20 23
0 1 4 7 9 15
0 1 4 8 12 16
0 1 4 11 13 17
0 1 4 18 22 24
0 1 4 19 21 25
0 1 5 10 16 18
0 1 5 14 19 23
0 1 5 20 21 24
0 1 5 22 25 27
0 1 6 13 16 20
0 1 6 17 18 25
0 1 6 19 24 27
0 1 7 11 16 21
0 1 7 14 18 26
0 1 8 10 15 19
0 1 8 17 21 26
0 1 8 18 23 27
0 1 9 14 16 24
0 1 10 12 20 22
0 1 11 12 19 26
0 1 12 15 23 24
0 1 13 15 22 26
0 1 14 15 20 25
0 2 3 6 10 15
0 2 3 7 9 14
0 2 3 8 12 17
0 2 3 11 13 16
0 2 3 18 22 25
0 2 3 19 21 24
0 2 3 23 26 27
0 2 4 6 9 13
0 2 4 7 10 12
0 2 4 14 16 18
0 2 4 17 19 22
0 2 4 20 23 24
0 2 5 6 12 16
0 2 5 7 11 18
0 2 5 8 10 14
0 2 5 9 15 19
0 2 6 19 23 25
0 2 6 20 22 27
0 2 7 13 15 21
0 2 7 16 19 26
0 2 7 17 24 27
0 2 8 9 16 20
0 2 8 13 18 24
0 2 8 21 25 27
0 2 9 12 18 23
0 2 10 13 19 27
0 2 10 16 22 24
0 2 11 12 20 21
0 3 4 8 9 10
0 3 5 21 23 25
0 3 6 13 17 19
0 3 6 14 16 23
0 3 6 20 24 26
0 3 8 16 24 27
0 4 9 17 18 26
0 4 11 21 23 26
0 5 11 14 26 27
0 5 12 13 18 26
0 5 16 20 23 27
0 5 17 18 19 21
0 6 7 14 15 27
0 6 9 14 18 19
0 6 9 25 26 27
0 6 11 16 18 22
0 7 8 14 22 24
0 7 9 11 13 19
0 7 9 21 23 27
0 7 10 14 16 25
0 7 10 15 18 20
0 7 10 21 24 26
0 7 11 15 22 25
0 7 12 14 19 21
0 7 13 16 17 18
0 7 18 19 22 27
0 8 9 17 19 24
0 8 10 16 21 23
0 8 11 16 19 25
0 8 12 14 15 18
0 8 17 18 20 22
0 9 11 15 20 26
0 9 12 19 20 27
0 9 12 22 24 26
0 9 13 14 17 27
0 9 13 22 23 25
0 10 12 15 25 27
0 10 17 22 23 27
0 10 18 19 24 25
0 10 19 20 23 26
0 11 13 14 15 24
0 11 13 18 25 27
0 11 14 18 20 23
0 11 15 19 21 27
0 11 16 17 20 24
0 12 13 17 21 23
0 12 14 16 17 22
0 12 16 18 21 25
0 14 17 23 24 26
0 15 16 18 23 26
0 17 21 22 24 25
1 2 4 15 18 23
1 2 5 20 23 25
1 2 11 13 23 26
1 2 19 21 26 27
1 3 4 23 24 25
1 3 5 9 15 22
1 3 5 11 12 13
1 3 5 14 18 24
1 3 5 16 21 27
1 3 6 13 26 27
1 3 6 14 17 22
1 3 7 11 19 27
1 3 8 12 21 23
1 3 8 20 25 27
1 3 9 13 16 23
1 3 12 16 24 26
1 3 14 15 23 27
1 4 5 7 23 26
1 4 6 9 22 23
1 4 7 8 19 24
1 4 7 10 20 25
1 4 8 11 18 21
1 4 9 12 13 26
1 4 9 18 19 27
1 4 10 11 22 27
1 4 10 15 16 26
1 4 10 17 21 23
1 4 12 14 21 24
1 4 13 15 20 21
1 4 13 16 22 25
1 5 6 8 12 22
1 5 7 13 14 16
1 5 8 24 26 27
