0 1 2 3
0 1 26 27
0 3 4 7
0 3 5 6
0 3 8 11
0 3 9 10
0 3 12 15
0 3 13 14
0 3 16 19
0 3 17 18
0 3 20 23
0 3 21 22
0 3 24 27
0 3 25 26
0 5 9 12
0 5 11 14
0 6 19 21
0 7 10 13
0 10 16 26
1 2 5 6
1 2 8 11
1 2 12 15
1 2 13 14
1 2 16 19
1 2 17 18
1 2 20 23
1 2 21 22
1 2 24 27
1 2 25 26
1 3 4 6
1 3 20 22
1 3 21 23
1 3 24 26
1 4 9 12
1 4 10 15
1 11 16 26
2 7 19 22
2 8 16 26
2 8 18 24
2 8 19 25
2 9 16 27
2 10 19 27
2 14 23 27
3 10 17 24
4 6 12 14
4 7 21 22
4 7 24 27
4 7 25 26
4 8 20 24
4 8 21 25
4 8 22 26
4 8 23 27
4 9 20 25
4 9 22 27
4 9 23 26
4 10 20 26
4 15 18 25
4 15 19 24
5 7 20 22
5 7 21 23
5 7 25 27
5 8 23 26
5 10 23 24
5 11 22 24
5 11 23 25
5 13 16 24
5 13 17 25
5 13 18 26
5 14 17 26
5 15 16 26
5 15 18 24
5 15 19 25
6 7 12 13
6 7 16 17
6 7 18 19
6 7 20 21
6 7 22 23
6 11 22 27
6 12 18 24
6 12 19 25
6 13 18 25
6 14 19 27
6 15 16 25
6 15 17 24
6 15 19 26
7 12 16 27
7 12 17 26
7 13 17 27
7 13 18 24
7 14 17 24
8 9 12 13
8 9 16 17
8 9 20 21
8 13 17 20
8 14 17 23
8 14 18 20
8 15 17 22
8 15 18 21
9 11 13 15
9 12 16 21
9 13 16 20
9 13 19 23
9 14 16 23
9 14 18 21
9 14 19 20
9 15 16 22
10 11 14 15
10 11 18 19
10 11 20 21
10 11 22 23
10 11 24 25
10 11 26 27
10 12 16 22
10 13 17 22
10 13 18 21
10 13 19 20
10 14 16 20
11 12 17 22
11 12 18 21
11 12 19 20
11 13 17 23
11 14 16 21
12 14 25 27
12 15 17 18
14 15 20 21
18 19 26 27
21 23 25 27
22 23 24 25
