0 1 2 3 4
0 1 8 9 10
0 1 11 12 13
0 1 14 15 16
0 1 17 18 19
0 1 20 21 22
0 2 5 8 11
0 2 6 9 12
0 2 7 10 13
0 2 14 17 20
0 2 15 18 21
0 2 16 19 22
0 3 5 9 13
0 3 6 8 14
0 3 7 11 15
0 3 10 12 16
0 3 17 21 23
0 4 5 10 14
0 4 6 11 16
0 4 7 8 12
0 4 9 15 17
0 4 13 18 20
0 5 12 15 19
0 5 16 18 23
0 6 10 15 20
0 6 13 17 22
0 7 9 14 18
0 7 19 20 23
0 8 13 15 23
0 9 11 19 21
0 10 11 18 22
0 12 14 22 23
1 2 5 9 14
1 2 6 8 13
1 2 7 11 16
1 2 10 12 15
1 2 17 22 23
1 3 5 8 12
1 3 6 9 11
1 3 7 10 14
1 3 13 15 17
1 3 16 18 20
1 4 5 11 15
1 4 6 10 17
1 4 7 9 13
1 4 8 14 18
1 4 12 16 19
1 5 10 13 16
1 5 19 21 23
1 6 12 14 20
1 6 15 18 22
1 7 8 15 19
1 7 12 17 21
1 8 11 17 20
1 9 12 18 23
1 11 14 19 22
2 3 5 6 10
2 3 7 8 9
2 3 11 12 14
2 3 13 16 21
2 3 15 19 20
2 4 5 7 17
2 4 6 14 15
2 4 8 10 16
2 4 9 11 18
2 4 12 13 22
2 4 20 21 23
2 5 12 16 20
2 5 13 18 19
2 6 7 18 20
2 6 11 17 19
2 7 14 19 21
2 8 12 17 18
2 9 10 17 21
2 9 15 16 23
2 10 14 18 23
3 4 5 16 22
3 4 6 7 19
3 4 8 11 13
3 4 9 10 20
3 4 12 15 18
3 5 7 18 21
3 5 11 20 23
3 5 14 17 19
3 6 12 13 23
3 7 12 20 22
3 8 10 15 21
3 8 16 19 23
3 9 14 15 22
3 10 13 19 22
4 5 6 8 9
4 7 10 11 21
4 7 14 16 20
4 7 15 22 23
4 8 17 19 21
4 9 12 14 21
4 11 12 17 23
4 13 14 19 23
5 6 11 12 18
5 6 13 14 21
5 6 15 16 17
5 6 19 20 22
5 7 8 10 20
5 7 9 11 22
5 9 10 15 18
5 10 12 17 22
6 7 8 11 23
6 7 9 10 16
6 8 10 12 19
6 8 16 18 21
6 9 13 15 19
6 9 14 17 23
6 10 21 22 23
7 8 13 14 17
7 9 15 20 21
7 12 13 15 16
7 16 17 18 22
8 9 11 12 15
8 9 13 16 20
8 9 18 19 22
9 10 11 13 14
9 12 17 19 20
10 11 15 16 19
10 12 13 18 21
10 13 17 20 23
11 12 16 21 22
11 13 15 20 22
11 14 15 17 18
