0 1 2 3
0 1 4 5
0 1 6 7
0 1 8 9
0 1 10 11
0 2 5 7
0 2 8 10
0 3 4 7
0 3 5 6
0 3 8 11
0 3 9 10
0 4 8 12
0 4 9 13
0 5 8 13
0 5 9 12
0 6 10 12
0 6 11 13
0 7 10 13
1 2 4 7
1 2 8 11
1 2 9 10
1 3 4 6
1 3 5 7
1 3 9 11
1 4 8 13
1 4 9 12
1 5 8 12
1 5 9 13
1 6 11 12
1 7 10 12
1 7 11 13
2 3 4 5
2 3 6 7
2 3 10 11
2 3 12 13
2 4 10 12
2 4 11 13
2 5 10 13
2 5 11 12
2 6 8 12
2 6 9 13
2 7 8 13
2 7 9 12
3 4 10 13
3 4 11 12
3 5 11 13
3 6 8 13
3 6 9 12
3 7 8 12
4 5 6 7
4 5 8 9
4 5 10 11
4 5 12 13
4 6 8 10
4 7 9 10
5 6 8 11
5 6 9 10
5 7 9 11
6 7 8 9
6 7 10 11
6 7 12 13
8 9 10 11
8 9 12 13
10 11 12 13
