0 1 2 3
0 4 5 6
0 7 8 9
0 10 11 12
0 13 14 15
0 16 17 18
0 19 20 21
0 22 23 24
0 25 26 27
0 28 29 30
1 4 7 10
1 5 8 11
1 6 9 12
1 13 16 19
1 14 17 20
1 15 18 21
1 22 25 28
1 23 26 29
1 24 27 30
2 4 8 12
2 5 7 13
2 6 10 14
2 9 11 15
2 16 20 22
2 17 19 23
2 18 24 25
2 21 26 28
2 27 29 31
3 4 9 13
3 5 10 15
3 6 7 11
3 8 14 16
3 12 17 21
3 18 19 22
3 20 23 25
3 24 26 31
4 11 14 18
4 15 16 23
4 17 22 26
4 19 24 28
4 20 30 31
4 21 25 29
5 9 14 19
5 12 16 24
5 17 25 30
5 18 20 26
5 21 22 27
5 23 28 31
6 8 13 17
6 15 19 25
6 16 21 30
6 18 23 27
6 20 24 29
7 12 14 22
7 15 17 24
7 16 25 31
7 19 26 30
7 20 27 28
8 10 18 28
8 15 22 29
9 10 16 26
10 13 21 23
11 13 22 30
12 13 18 29
