0 1 2 3 4 5 6 7
0 1 2 18 19 20 21 22
0 1 2 23 24 25 26 27
0 1 3 8 13 18 23 28
0 1 4 8 15 20 25 29
0 1 5 11 14 22 25 28
0 2 4 11 13 19 24 28
0 3 5 9 11 17 21 23
0 5 7 13 19 22 23 26
1 3 4 10 12 17 23 27
1 3 5 8 11 19 20 27
1 5 7 9 10 15 20 23
2 4 6 8 12 14 16 25
2 4 7 9 12 18 24 26
2 6 7 10 12 13 23 28
2 6 7 15 16 21 26 27
2 10 11 15 22 24 26 29
3 5 6 13 16 20 21 28
3 6 9 15 17 19 20 26
3 9 12 14 18 20 25 28
4 6 9 13 16 17 24 29
4 8 11 13 16 18 22 26
4 9 10 14 15 21 24 27
5 7 9 12 14 17 22 29
5 8 14 15 18 21 26 29
6 10 11 13 17 19 22 27
7 8 10 11 16 21 23 29
8 12 18 19 22 24 25 29
9 10 13 18 19 21 23 25
11 14 16 17 24 26 27 28
12 16 17 20 21 25 27 29
14 15 16 19 20 22 28 29
