0 1 2 3
0 1 4 5
0 1 4 19
0 2 7 8
0 2 7 9
0 2 7 10
0 2 7 12
0 2 7 13
0 2 7 14
0 2 7 15
0 2 7 16
0 2 7 17
0 2 7 18
0 2 7 19
0 2 7 20
0 2 7 21
0 2 8 9
0 2 8 10
0 2 8 12
0 2 8 13
0 2 8 14
0 2 8 15
0 2 8 16
0 2 8 18
0 2 8 19
0 2 8 20
0 2 8 21
0 2 9 10
0 2 9 11
0 2 9 12
0 2 9 13
0 2 9 14
0 2 9 15
0 2 9 16
0 2 9 17
0 2 9 18
0 2 9 19
0 2 9 20
0 2 9 21
0 2 10 11
0 2 10 12
0 2 10 13
0 2 10 14
0 2 10 15
0 2 10 16
0 2 10 17
0 2 10 18
0 2 10 19
0 2 10 20
0 2 10 21
0 2 11 12
0 2 11 13
0 2 11 14
0 2 11 15
0 2 11 16
0 2 11 18
0 2 11 19
0 2 11 20
0 2 11 21
0 2 12 13
0 2 12 14
0 2 12 15
0 2 12 16
0 2 12 17
0 2 12 18
0 2 12 19
0 2 12 20
0 2 12 21
0 2 13 14
0 2 13 15
0 2 13 16
0 2 13 17
0 2 13 18
0 2 13 19
0 2 13 20
0 2 13 21
0 2 14 15
0 2 14 16
0 2 14 17
0 2 14 18
0 2 14 19
0 2 14 20
0 2 14 21
0 2 15 16
0 2 15 17
0 2 15 18
0 2 15 19
0 2 15 20
0 2 15 21
0 2 16 17
0 2 16 18
0 2 16 19
0 2 16 20
0 2 16 21
0 2 17 18
0 2 17 19
0 2 17 20
0 2 17 21
0 2 18 19
0 2 18 20
0 2 18 21
0 2 19 20
0 2 19 21
0 2 20 21
0 3 4 5
0 3 4 8
0 3 4 9
0 3 4 10
0 3 4 11
0 3 4 12
0 3 4 13
0 3 4 14
0 3 4 16
0 3 4 17
0 3 4 18
0 3 4 19
0 3 4 20
0 3 5 6
0 3 5 8
0 3 5 9
0 3 5 10
0 3 9 21
0 3 10 11
0 3 10 12
0 3 10 13
0 3 10 14
0 3 10 15
0 3 10 16
0 3 10 17
0 3 10 18
0 3 10 19
0 3 10 20
0 3 10 21
0 3 11 12
0 3 11 13
0 3 11 14
0 3 11 15
0 3 11 16
0 3 11 17
0 3 11 18
0 3 11 19
0 3 11 20
0 3 11 21
0 3 12 13
0 3 12 14
0 3 12 15
0 3 12 16
0 3 12 17
0 3 12 18
0 3 12 19
0 3 12 20
0 3 12 21
0 3 13 14
0 3 13 15
0 3 13 16
0 3 13 17
0 3 13 18
0 3 13 19
0 3 13 20
0 3 13 21
0 3 14 15
0 3 14 20
0 3 14 21
0 3 15 17
0 3 15 18
0 3 15 19
0 3 15 21
0 3 16 17
0 3 16 18
0 3 16 19
0 3 16 20
0 3 16 21
0 3 17 18
0 3 17 19
0 3 17 20
0 3 17 21
0 3 18 19
0 3 18 20
0 3 18 21
0 4 12 17
0 4 16 17
0 9 12 18
0 10 12 16
0 12 13 16
0 13 15 17
0 16 18 19
0 18 20 21
1 3 15 21
1 5 10 14
1 5 10 15
1 5 10 16
1 5 10 17
1 5 10 18
1 5 10 21
1 5 11 12
1 5 11 14
1 5 11 16
1 5 11 17
1 5 11 18
1 5 11 19
1 5 11 20
1 5 12 13
1 5 12 14
1 5 12 15
