0 1 2 3 4
0 1 4 10 11
0 1 4 14 15
0 1 5 9 13
0 1 5 10 14
0 1 5 11 15
0 1 5 12 16
0 1 6 9 14
0 1 6 11 16
0 1 7 9 15
0 1 7 11 13
0 5 7 10 12
0 5 7 13 15
0 5 7 14 16
0 5 8 9 12
0 5 8 10 11
0 5 8 13 16
0 6 7 14 15
1 3 6 7 15
1 8 10 11 12
1 8 12 14 15
1 9 10 15 17
1 9 12 13 17
1 10 11 13 17
1 13 14 15 17
2 3 4 5 12
2 3 4 6 11
2 3 7 8 14
2 3 9 10 14
2 4 5 6 13
2 4 7 8 13
2 5 7 8 12
2 5 9 10 12
2 6 7 8 11
2 6 9 10 11
2 6 9 14 15
2 6 10 13 15
2 6 11 13 14
2 7 12 14 15
2 8 12 13 15
2 9 10 16 17
2 11 12 16 17
3 4 6 7 14
3 4 10 12 13
3 5 6 8 12
3 5 7 16 17
3 6 7 8 10
3 6 8 16 17
3 6 12 14 15
3 7 9 10 11
3 7 9 14 15
3 9 11 16 17
3 10 12 16 17
3 13 15 16 17
4 5 8 16 17
4 6 7 16 17
4 8 9 10 11
4 8 9 14 15
4 8 11 13 14
4 9 12 16 17
4 10 11 16 17
4 14 15 16 17
5 9 13 16 17
8 12 13 16 17
