0 1 2 3
0 1 4 5
0 1 6 7
0 1 8 9
0 1 10 11
0 1 14 15
0 1 16 17
0 1 18 19
0 1 22 23
0 2 4 6
0 2 5 7
0 2 8 10
0 2 9 11
0 2 13 15
0 2 17 19
0 2 21 23
0 3 4 7
0 3 5 6
0 3 8 11
0 3 9 10
0 3 12 15
0 3 13 14
0 3 16 19
0 3 20 23
0 3 21 22
0 4 8 12
0 4 16 20
0 4 18 22
0 4 19 23
0 5 16 21
0 6 9 15
0 6 10 12
0 6 11 13
0 6 16 22
0 6 17 23
0 6 18 20
0 6 19 21
0 7 8 15
0 7 11 12
0 7 17 22
0 7 18 21
0 7 19 20
1 2 4 7
1 2 5 6
1 2 8 11
1 2 9 10
1 2 12 15
1 2 13 14
1 2 20 23
1 2 21 22
1 3 4 6
1 3 5 7
1 3 8 10
1 3 9 11
1 3 13 15
1 3 16 18
1 3 17 19
1 3 20 22
1 4 8 13
1 4 9 12
1 4 19 22
1 5 9 13
1 5 18 22
1 5 19 23
1 6 9 14
1 6 10 13
1 6 11 12
1 6 16 23
1 6 17 22
1 6 18 21
1 6 19 20
1 7 8 14
1 7 17 23
1 7 18 20
1 7 19 21
2 3 4 5
2 3 6 7
2 3 14 15
2 3 16 17
2 3 18 19
2 4 8 14
2 4 9 15
2 4 10 12
2 4 16 22
2 4 17 23
2 4 18 20
2 4 19 21
2 5 8 15
2 5 9 14
2 5 10 13
2 5 16 23
2 5 18 21
2 5 19 20
2 6 9 13
2 6 11 15
2 6 17 21
2 6 18 22
2 7 8 13
2 7 9 12
2 7 17 20
2 7 18 23
2 7 19 22
3 4 8 15
3 4 9 14
3 4 10 13
3 4 11 12
3 4 16 23
3 4 17 22
3 5 8 14
3 5 9 15
3 5 10 12
3 5 11 13
3 5 18 20
3 5 19 21
3 6 8 13
3 6 9 12
3 6 17 20
3 7 9 13
3 7 10 14
3 7 16 20
3 7 17 21
4 5 6 7
4 5 8 9
4 5 10 11
4 5 12 13
4 5 14 15
4 5 16 17
4 5 18 19
4 5 20 21
4 5 22 23
4 6 8 10
4 6 9 11
4 7 9 10
4 7 12 15
4 7 13 14
4 7 16 19
4 7 20 23
4 7 21 22
5 6 8 11
5 6 13 14
5 6 16 19
5 6 17 18
5 6 20 23
5 6 21 22
5 7 8 10
5 7 9 11
5 7 16 18
5 7 17 19
5 7 20 22
6 7 8 9
6 7 10 11
6 7 12 13
6 7 14 15
6 7 18 19
6 7 20 21
6 7 22 23
8 9 10 11
8 9 20 21
8 10 12 14
8 10 13 15
8 10 16 18
8 10 21 23
8 11 12 15
8 11 17 18
8 11 21 22
8 12 16 20
8 12 17 21
8 12 18 22
8 12 19 23
8 13 16 21
8 13 18 23
8 13 19 22
8 14 16 22
8 14 17 23
8 14 18 20
8 15 16 23
8 15 18 21
8 15 19 20
9 10 16 19
9 10 17 18
9 10 21 22
9 11 12 14
9 11 16 18
9 11 20 22
9 12 16 21
9 12 17 20
9 12 18 23
9 12 19 22
9 13 16 20
9 14 16 23
9 14 17 22
9 14 18 21
9 14 19 20
9 15 17 23
9 15 18 20
9 15 19 21
10 11 14 15
10 11 16 17
10 11 18 19
10 11 20 21
10 11 22 23
10 12 16 22
10 12 17 23
10 13 16 23
10 13 17 22
10 13 18 21
10 13 19 20
10 14 16 20
10 14 17 21
10 14 19 23
10 15 16 21
10 15 17 20
10 15 18 23
10 15 19 22
11 12 16 23
11 12 17 22
11 12 18 21
11 13 16 22
11 13 17 23
11 13 18 20
11 13 19 21
11 14 16 21
11 14 17 20
11 14 18 23
11 14 19 22
11 15 16 20
11 15 17 21
11 15 18 22
11 15 19 23
12 13 16 17
12 13 18 19
12 13 20 21
12 13 22 23
12 14 16 18
12 14 17 19
12 14 20 22
12 14 21 23
12 15 16 19
12 15 17 18
12 15 20 23
12 15 21 22
13 14 16 19
13 14 17 18
13 14 20 23
13 14 21 22
13 15 17 19
13 15 20 22
13 15 21 23
14 15 18 19
14 15 20 21
14 15 22 23
16 17 18 19
16 17 20 21
16 17 22 23
17 18 20 23
17 19 21 23
