0 1 2 3 4 5 6
8 12 15 18 21 22 24
8 12 15 18 21 22 25
8 12 15 18 21 22 26
8 12 15 18 21 22 27
8 12 15 18 21 22 28
8 12 15 18 21 22 29
8 12 15 18 21 23 24
8 12 15 18 21 23 25
8 12 15 18 21 23 26
8 12 15 18 21 23 27
8 12 15 18 21 23 28
8 12 15 18 21 23 29
8 12 15 18 21 24 25
8 12 15 18 21 24 26
8 12 15 18 21 24 27
8 12 15 18 21 24 28
8 12 15 18 21 24 29
8 12 15 18 21 25 26
8 12 15 18 21 25 27
8 12 15 18 21 25 28
8 12 15 18 21 25 29
8 12 15 18 21 26 27
8 12 15 18 21 26 28
8 12 15 18 21 26 29
8 12 15 18 21 27 28
8 12 15 18 21 27 29
8 12 15 18 21 28 29
8 12 15 18 22 23 24
8 12 15 18 22 23 25
8 12 15 18 22 23 26
8 12 15 18 22 23 27
8 12 15 18 22 23 28
8 12 15 18 22 23 29
8 12 15 18 22 24 25
8 12 15 18 22 24 26
8 12 15 18 22 24 27
8 12 15 18 22 24 28
8 12 15 18 22 24 29
8 12 15 18 22 25 26
8 12 15 18 22 25 27
8 12 15 18 22 25 28
8 12 15 18 22 25 29
8 12 15 18 22 26 27
8 12 15 18 22 26 28
8 12 15 18 22 26 29
8 12 15 18 22 27 28
8 12 15 18 22 27 29
8 12 15 18 22 28 29
8 12 15 18 23 24 25
8 12 15 18 23 24 26
8 12 15 18 23 24 27
8 12 15 18 23 24 28
8 12 15 18 23 24 29
8 12 15 18 23 25 26
8 12 15 18 23 25 27
8 12 15 18 23 25 28
8 12 15 18 23 25 29
8 12 15 18 23 26 27
8 12 15 18 23 26 28
8 12 15 18 23 26 29
8 12 15 18 23 27 28
8 12 15 18 23 27 29
8 12 15 18 23 28 29
8 12 15 18 24 25 26
8 12 15 18 24 25 27
8 12 15 18 24 25 28
8 12 15 18 24 25 29
8 12 15 18 24 26 27
8 12 15 18 24 26 28
8 12 15 18 24 26 29
8 12 15 18 24 27 28
8 12 15 18 24 27 29
8 12 15 18 24 28 29
8 12 15 18 25 26 27
8 12 15 18 25 26 28
8 12 15 18 25 26 29
8 12 15 18 25 27 28
8 12 15 18 25 27 29
8 12 15 18 25 28 29
8 12 15 18 26 27 28
8 12 15 18 26 27 29
8 12 15 18 26 28 29
8 12 15 18 27 28 29
8 12 15 19 20 21 22
8 12 15 19 20 21 23
8 12 15 19 20 21 24
8 12 15 19 20 21 25
8 12 15 19 20 21 26
8 12 15 19 20 21 27
8 12 15 19 20 21 28
8 12 15 19 20 21 29
8 12 15 19 20 22 23
8 12 15 19 20 22 24
8 12 15 19 20 22 25
8 12 15 19 20 22 26
8 12 15 19 20 22 27
8 12 15 19 20 22 28
8 12 15 19 20 22 29
8 12 15 19 20 23 24
8 12 15 19 20 23 25
8 12 15 19 20 23 26
8 12 15 19 20 23 27
8 12 15 19 20 23 28
8 12 15 19 20 23 29
8 12 15 19 20 24 25
