0 1 2 3 4
0 1 8 9 10
0 1 11 12 13
0 1 14 15 16
0 1 17 18 19
0 2 5 8 11
0 2 6 9 12
0 2 15 18 21
0 3 10 12 16
0 3 19 20 21
0 4 9 15 17
0 5 16 17 21
0 6 10 15 20
0 7 9 14 18
0 8 13 16 19
1 2 5 9 14
1 3 7 10 14
1 3 16 18 20
1 4 5 11 15
1 4 6 10 17
1 4 12 16 19
1 7 8 15 20
1 7 12 17 21
1 10 11 18 21
2 4 6 14 15
2 4 8 10 16
2 5 12 13 18
2 5 15 16 20
2 6 7 18 19
2 6 11 17 21
2 8 12 17 19
2 9 10 19 20
2 11 13 15 19
3 4 5 18 19
3 4 6 7 20
3 4 8 11 13
3 4 9 10 21
3 4 14 16 17
3 5 14 15 21
3 6 12 13 19
3 8 10 15 18
3 9 12 15 20
4 5 6 8 9
4 7 10 11 19
4 13 14 19 21
5 6 11 13 14
5 6 15 17 18
5 7 8 10 21
5 7 9 11 12
5 7 13 19 20
5 9 18 20 21
6 7 8 16 17
6 9 14 16 19
6 12 16 18 21
7 10 12 18 20
7 11 13 17 18
7 11 14 20 21
7 12 13 14 15
8 9 11 14 15
8 9 12 13 21
8 10 13 14 17
8 11 18 19 20
9 10 11 16 17
12 13 16 17 20
