0 1 2 3 4 5 6
0 1 2 23 24 25 26
0 1 2 27 28 29 30
0 3 4 23 24 27 28
0 3 4 25 26 29 30
0 3 5 11 13 27 29
0 3 6 8 9 28 29
0 3 6 11 14 23 26
0 3 7 16 17 24 29
0 3 7 20 22 26 28
0 3 8 15 18 23 30
0 3 8 19 21 25 27
0 3 9 15 26 27 31
0 3 10 16 25 28 31
0 3 11 20 21 24 30
0 3 12 19 22 23 29
0 4 5 7 10 28 29
0 4 5 12 13 23 26
0 4 6 7 9 24 26
0 4 6 11 13 28 30
0 4 6 12 14 27 29
0 4 7 19 21 23 30
0 4 8 16 17 26 28
0 4 8 20 22 24 29
0 4 9 16 23 29 31
0 4 10 15 24 30 31
0 4 11 19 22 26 27
0 4 12 20 21 25 28
0 5 6 23 24 29 30
0 5 6 25 26 27 28
0 5 7 16 26 30 31
0 5 8 15 25 29 31
0 5 9 15 18 24 28
0 5 9 19 21 26 29
0 5 10 16 17 23 27
0 5 10 20 22 25 30
0 5 11 20 23 28 31
0 5 12 19 24 27 31
0 6 9 16 17 25 30
0 6 9 20 22 23 27
0 6 10 15 18 26 29
0 6 10 19 21 24 28
0 6 11 16 18 24 27
0 6 12 15 17 23 28
0 6 13 20 21 26 31
0 6 14 19 22 25 31
0 7 8 23 26 27 29
0 7 8 24 25 28 30
0 9 10 23 26 28 30
0 9 10 24 25 27 29
0 11 12 23 25 27 30
0 11 12 24 26 28 29
0 11 13 15 17 25 26
0 12 14 16 18 25 26
0 13 14 23 25 28 29
0 13 14 24 26 27 30
1 3 4 7 9 27 29
1 3 4 8 10 28 30
1 3 4 12 14 24 26
1 3 5 7 24 28 31
1 3 5 15 16 23 26
1 3 5 17 18 25 27
1 3 5 19 20 29 30
1 3 6 13 14 19 27
1 3 6 16 18 29 31
1 3 9 12 23 30 31
1 3 15 17 20 22 31
1 3 18 19 21 23 24
1 4 5 11 12 19 28
1 4 6 8 24 27 31
1 4 7 13 15 26 30
1 4 9 18 24 25 30
1 4 10 12 18 20 23
1 4 10 14 25 29 31
