0 1 2 3 4 5 6
0 1 2 6 15 20 22
0 1 4 6 10 12 18
0 1 4 6 11 13 20
0 1 4 6 14 15 24
0 1 4 6 22 23 25
0 1 4 7 14 18 22
0 1 4 7 15 20 21
0 1 4 8 9 20 22
0 1 4 8 13 19 21
0 1 4 9 16 21 23
0 1 4 10 14 19 20
0 1 4 11 12 19 23
0 1 5 6 7 18 24
0 1 5 6 8 9 21
0 1 5 6 11 12 22
0 1 5 6 14 17 20
0 1 5 7 9 20 23
0 1 5 7 13 22 25
0 1 5 7 16 19 21
0 1 5 8 14 15 25
0 1 5 10 18 21 25
0 1 5 11 16 17 24
0 1 5 12 15 21 24
0 1 6 7 8 10 11
0 1 6 9 12 13 23
0 1 6 9 16 18 22
0 1 6 9 17 24 25
0 1 6 10 19 21 23
0 1 6 11 14 16 23
0 1 6 13 14 19 25
0 1 6 15 16 21 25
0 1 7 8 13 14 20
0 1 7 8 15 16 23
0 1 7 8 17 18 19
0 1 7 8 21 22 24
0 1 7 9 10 12 22
0 1 7 9 11 13 24
0 1 7 11 12 17 20
0 1 7 12 14 19 24
0 1 8 9 10 13 25
0 1 8 9 11 12 18
0 1 8 10 12 14 21
0 1 8 10 18 20 23
0 1 8 11 15 17 21
0 1 8 11 16 19 25
0 1 8 12 23 24 25
0 1 9 10 15 16 19
0 1 9 11 17 22 23
0 1 9 14 15 17 18
0 1 9 18 19 20 24
0 1 10 11 13 14 17
0 1 10 11 15 18 22
0 1 10 11 20 21 24
0 1 11 12 13 15 16
0 1 11 14 19 21 22
0 1 12 14 15 20 23
0 1 12 15 19 22 25
0 1 13 14 18 23 24
0 1 13 15 17 22 24
0 2 7 9 10 11 17
0 4 5 6 16 21 24
0 4 9 15 20 23 25
0 5 6 12 16 18 25
0 6 8 10 15 19 20
0 6 11 12 19 20 25
0 6 12 13 18 22 24
0 11 14 16 18 20 24
0 12 15 16 19 20 24
1 4 9 10 21 22 24
1 8 13 17 20 21 25
1 9 10 13 16 18 20
1 9 16 19 20 21 25
1 10 15 16 17 23 24
1 11 12 14 16 17 18
1 11 20 21 22 23 25
1 13 19 20 21 22 24
1 16 17 18 20 22 24
2 3 4 8 9 21 22
2 3 4 8 15 23 24
2 3 5 6 8 19 21
2 3 6 7 8 12 14
2 3 6 9 10 11 21
2 3 6 11 13 15 16
2 3 6 16 20 21 24
2 3 7 8 13 22 23
2 3 7 9 11 12 15
2 3 7 10 11 13 24
2 3 7 13 16 19 21
2 3 8 9 10 17 24
2 3 8 9 14 16 23
2 3 8 10 11 15 25
2 3 8 12 16 17 25
2 3 8 13 15 18 21
2 3 8 14 15 20 22
2 3 9 11 16 17 22
2 3 9 15 17 23 25
2 3 10 19 23 24 25
2 3 11 13 17 20 21
2 3 11 14 17 23 24
2 3 12 14 15 16 18
2 3 13 14 18 22 24
2 3 14 17 19 21 22
2 3 16 18 19 20 25
2 4 5 6 12 17 24
2 4 5 6 13 18 23
2 4 5 8 12 19 22
2 4 5 9 10 19 25
2 4 5 10 13 16 17
2 4 7 12 16 21 24
2 5 6 7 8 13 15
2 5 6 7 9 17 20
2 5 6 7 16 24 25
2 5 7 8 16 17 19
2 5 7 9 10 12 14
2 5 7 9 21 22 24
2 5 7 11 16 21 23
2 5 7 12 13 16 22
2 5 7 12 18 19 25
2 5 8 15 16 20 23
2 5 9 10 13 18 24
2 5 13 17 18 19 22
2 6 7 8 20 22 25
2 6 7 11 14 21 24
2 6 7 15 16 19 23
2 6 8 9 11 17 23
2 6 9 10 18 22 23
2 7 8 9 20 23 24
2 7 8 10 13 17 25
2 7 8 13 14 16 18
2 7 9 12 17 19 22
2 7 9 15 16 17 18
2 7 10 11 14 16 22
2 7 10 14 15 17 23
2 7 10 14 18 24 25
2 7 11 12 16 20 25
2 7 12 14 15 20 24
2 7 13 15 20 21 22
2 7 13 18 21 23 24
2 7 16 18 22 23 25
2 7 17 20 21 23 25
2 8 9 13 16 22 25
2 9 12 13 15 22 24
2 12 13 14 17 21 23
3 4 5 6 20 22 25
3 4 5 8 9 15 25
3 4 5 8 11 17 24
3 4 5 9 18 19 24
3 4 5 10 11 19 22
3 4 5 13 17 19 25
3 4 6 7 11 15 21
3 4 6 8 10 17 21
3 4 6 8 11 22 23
3 4 7 8 14 19 23
3 4 7 9 12 20 24
3 4 7 9 15 16 23
3 4 7 10 14 15 18
3 4 7 10 16 19 20
3 4 9 10 13 14 21
3 5 6 7 10 12 22
3 5 6 10 11 13 23
3 5 6 10 16 21 25
3 6 8 13 16 18 19
3 6 10 13 15 22 24
3 6 10 17 19 22 25
3 6 11 14 15 19 23
3 6 12 14 15 17 21
3 6 12 16 17 19 20
3 6 14 16 18 20 22
3 7 8 14 16 24 25
3 7 10 14 17 20 22
3 7 11 18 22 23 24
3 8 9 11 14 17 19
3 8 11 13 15 19 22
3 9 10 11 13 15 18
3 9 11 12 14 24 25
3 9 13 14 20 22 25
3 9 14 15 18 21 22
3 10 11 16 18 21 23
3 10 12 13 17 23 25
3 11 12 13 15 21 25
3 11 13 20 23 24 25
3 11 15 17 18 22 25
3 13 16 19 22 23 24
3 13 18 19 20 21 23
3 14 15 17 18 19 20
4 6 7 10 19 22 24
4 6 9 12 15 24 25
4 6 10 17 18 19 20
4 6 11 14 15 18 20
4 6 12 14 16 20 23
4 6 13 18 19 24 25
