0 1 2 3 4 5 6 7 8 9 10 11 12 13
0 1 2 3 4 5 6 7 8 9 10 11 12 15
0 1 2 3 4 5 6 7 8 9 10 11 12 16
0 1 2 3 4 5 6 7 8 9 10 11 12 17
0 1 2 3 4 5 6 7 8 9 10 11 12 19
0 1 2 3 4 5 6 7 8 9 10 11 13 14
0 1 2 3 4 5 6 7 8 9 10 11 13 15
0 1 2 3 4 5 6 7 8 9 10 11 13 17
0 1 2 3 4 5 6 7 8 9 10 11 13 18
0 1 2 3 4 5 6 7 8 9 10 11 14 15
0 1 2 3 4 5 6 7 8 9 10 11 14 17
0 1 2 3 4 5 6 7 8 9 10 11 14 18
0 1 2 3 4 5 6 7 8 9 10 11 15 16
0 1 2 3 4 5 6 7 8 9 10 11 15 17
0 1 2 3 4 5 6 7 8 9 10 11 15 19
0 1 2 3 4 5 6 7 8 9 10 11 16 19
0 1 2 3 4 5 6 7 8 9 10 11 17 18
0 1 2 3 4 5 6 7 8 9 10 11 17 19
0 1 2 3 4 5 6 7 8 9 10 11 18 19
0 1 2 3 4 5 6 7 8 9 10 12 13 15
0 1 2 3 4 5 6 7 8 9 10 12 13 16
0 1 2 3 4 5 6 7 8 9 10 12 13 17
0 1 2 3 4 5 6 7 8 9 10 12 13 18
0 1 2 3 4 5 6 7 8 9 10 12 13 19
0 1 2 3 4 5 6 7 8 9 10 12 14 15
0 1 2 3 4 5 6 7 8 9 10 12 14 16
0 1 2 3 4 5 6 7 8 9 10 12 14 17
0 1 2 3 4 5 6 7 8 9 10 12 14 18
0 1 2 3 4 5 6 7 8 9 10 12 15 16
0 1 2 3 4 5 6 7 8 9 10 12 15 17
0 1 2 3 4 5 6 7 8 9 10 12 15 18
0 1 2 3 4 5 6 7 8 9 10 12 15 19
0 1 2 3 4 5 6 7 8 9 10 12 16 17
0 1 2 3 4 5 6 7 8 9 10 12 16 18
0 1 2 3 4 5 6 7 8 9 10 12 16 19
0 1 2 3 4 5 6 7 8 9 10 12 17 18
0 1 2 3 4 5 6 7 8 9 10 12 17 19
0 1 2 3 4 5 6 7 8 9 10 12 18 19
0 1 2 3 4 5 6 7 8 9 10 13 14 15
0 1 2 3 4 5 6 7 8 9 10 13 14 16
0 1 2 3 4 5 6 7 8 9 10 13 14 18
0 1 2 3 4 5 6 7 8 9 10 13 14 19
0 1 2 3 4 5 6 7 8 9 10 13 15 16
0 1 2 3 4 5 6 7 8 9 10 13 15 17
0 1 2 3 4 5 6 7 8 9 10 13 15 18
0 1 2 3 4 5 6 7 8 9 10 13 15 19
0 1 2 3 4 5 6 7 8 9 10 13 17 19
0 1 2 3 4 5 6 7 8 9 10 13 18 19
0 1 2 3 4 5 6 7 8 9 10 14 15 16
0 1 2 3 4 5 6 7 8 9 10 14 15 17
0 1 2 3 4 5 6 7 8 9 10 14 15 18
0 1 2 3 4 5 6 7 8 9 10 14 15 19
0 1 2 3 4 5 6 7 8 9 10 14 16 17
0 1 2 3 4 5 6 7 8 9 10 14 16 19
0 1 2 3 4 5 6 7 8 9 10 14 17 18
0 1 2 3 4 5 6 7 8 9 10 14 17 19
0 1 2 3 4 5 6 7 8 9 10 14 18 19
0 1 2 3 4 5 6 7 8 9 10 15 16 18
0 1 2 3 4 5 6 7 8 9 10 15 16 19
0 1 2 3 4 5 6 7 8 9 10 15 17 19
0 1 2 3 4 5 6 7 8 9 10 15 18 19
0 1 2 3 4 5 6 7 8 9 10 16 17 18
0 1 2 3 4 5 6 7 8 9 10 16 17 19
0 1 2 3 4 5 6 7 8 9 10 16 18 19
0 1 2 3 4 5 6 7 8 9 10 17 18 19
0 1 2 3 4 5 6 7 8 9 11 12 13 15
0 1 2 3 4 5 6 7 8 9 11 12 13 16
0 1 2 3 4 5 6 7 8 9 11 12 13 17
0 1 2 3 4 5 6 7 8 9 11 12 13 18
0 1 2 3 4 5 6 7 8 9 11 12 13 19
0 1 2 3 4 5 6 7 8 9 11 12 14 15
0 1 2 3 4 5 6 7 8 9 11 12 14 16
