0 1 2 3 4 5
0 1 3 25 28 31
0 1 5 10 16 18
0 1 5 20 21 24
0 1 9 17 19 26
0 1 10 17 22 29
0 2 3 19 21 24
0 2 4 17 19 22
0 2 5 6 12 16
0 2 5 8 10 14
0 2 5 22 24 29
0 2 6 20 22 30
0 2 8 13 18 24
0 2 10 13 19 27
0 2 10 16 21 31
0 2 10 17 18 26
0 3 4 16 20 24
0 3 5 10 12 19
0 3 5 13 14 22
0 3 6 14 16 23
0 3 6 20 27 29
0 3 6 21 22 28
0 3 8 13 21 25
0 3 8 15 22 23
0 3 8 16 26 30
0 3 10 14 20 31
0 3 12 14 25 26
0 4 6 24 25 29
0 4 7 13 14 20
0 4 10 15 17 24
0 4 15 19 20 28
0 5 8 15 17 26
0 5 11 14 16 27
0 6 11 12 24 30
0 6 11 22 23 27
0 6 13 15 30 31
0 7 8 13 16 31
0 8 10 13 20 26
0 9 10 23 25 31
0 9 15 16 23 30
0 10 11 14 19 22
0 11 17 24 25 27
0 12 16 17 30 31
0 13 19 20 21 22
0 14 15 20 23 27
0 14 17 27 29 30
0 16 18 20 26 31
0 16 21 23 28 29
1 2 3 7 12 15
1 2 4 9 16 21
1 2 4 20 25 28
1 2 5 7 10 19
1 3 4 17 24 25
1 3 9 13 24 29
1 3 12 14 20 28
1 3 13 18 30 31
1 4 5 11 19 22
1 4 7 12 13 21
1 4 8 9 18 27
1 4 9 12 24 31
1 4 9 14 26 28
1 4 10 15 16 27
1 4 17 22 27 28
1 5 6 17 21 28
1 5 7 21 23 30
1 5 8 24 25 28
1 5 9 17 18 22
1 5 9 19 24 30
1 5 10 12 23 26
1 5 13 17 19 31
1 5 14 15 17 27
1 5 14 25 30 31
1 6 7 13 15 17
1 6 7 18 24 27
1 6 8 9 10 16
1 6 8 14 23 29
1 6 8 17 20 22
1 6 10 17 27 30
1 6 11 22 29 31
1 7 8 10 14 25
1 7 8 11 26 29
1 8 9 21 23 26
1 8 12 14 22 24
1 9 11 14 18 25
1 9 11 19 23 29
1 11 12 17 21 22
1 11 13 18 21 26
1 11 15 21 27 28
1 16 18 23 26 30
1 18 20 24 25 31
2 3 4 9 12 25
2 3 5 7 17 25
2 3 8 10 23 26
2 3 13 15 24 30
2 4 6 26 27 28
2 4 6 29 30 31
2 5 8 28 29 31
2 5 9 18 20 31
2 5 15 25 27 29
2 6 7 10 13 14
2 6 7 12 18 26
2 6 11 12 13 15
2 7 9 22 25 28
2 7 10 17 29 30
2 7 11 12 16 17
2 7 12 27 30 31
