0 1 2 3
0 1 2 15
0 1 5 8
0 1 5 19
0 1 6 13
0 1 6 15
0 1 6 18
0 1 6 19
0 1 7 8
0 1 7 14
0 1 8 9
0 1 9 11
0 1 9 14
0 1 10 14
0 1 10 16
0 1 10 17
0 1 10 19
0 1 11 12
0 1 11 13
0 1 11 15
0 1 12 13
0 2 4 19
0 2 6 14
0 2 7 13
0 2 11 13
0 2 12 13
0 2 12 14
0 2 12 18
0 2 13 16
0 2 16 17
0 3 5 14
0 3 6 12
0 3 6 18
0 4 8 13
0 4 13 19
0 5 6 14
0 5 10 19
0 5 11 13
0 5 11 19
0 5 12 15
0 6 7 9
0 6 8 9
0 6 14 17
0 7 9 18
0 7 11 18
0 7 12 14
0 10 13 16
0 11 15 17
0 11 16 19
0 12 16 19
0 13 14 19
0 15 16 17
1 3 4 5
1 3 6 18
1 3 8 16
1 3 10 11
1 3 10 15
1 4 5 12
1 4 5 17
1 4 9 17
1 4 10 12
1 4 13 14
1 5 6 11
1 5 7 13
1 5 8 17
1 5 11 14
1 5 11 16
1 5 13 14
1 5 14 19
1 6 7 12
1 6 8 14
1 6 12 13
1 6 16 18
1 8 9 15
1 10 11 12
1 10 14 18
1 10 15 19
1 10 16 19
1 11 13 19
1 11 14 19
1 11 15 16
1 12 15 17
1 15 17 19
2 3 4 12
2 3 7 8
2 3 8 9
2 4 8 15
2 5 8 15
2 5 11 19
2 5 12 13
2 5 15 16
2 6 7 10
2 6 7 11
2 6 7 13
2 6 7 14
2 6 7 15
2 6 8 18
2 6 9 12
2 6 9 17
2 6 11 13
2 7 8 19
2 7 9 12
2 8 9 11
2 8 9 12
2 8 10 11
2 8 10 13
2 8 12 18
2 9 12 18
2 9 13 18
2 10 11 18
2 10 13 18
2 10 16 19
2 11 12 16
2 12 13 17
2 12 13 19
2 12 17 18
2 13 15 19
2 13 18 19
2 15 17 18
2 15 17 19
2 16 17 18
2 16 17 19
2 16 18 19
2 17 18 19
3 4 5 9
3 5 6 9
3 5 6 18
3 5 16 18
3 5 16 19
3 6 8 14
3 6 18 19
3 7 9 15
3 7 10 11
3 7 10 18
3 8 15 18
3 9 10 17
3 9 12 16
3 9 13 14
3 9 13 15
3 9 13 17
3 9 14 15
3 9 14 16
3 9 15 16
3 10 11 14
3 10 14 15
3 10 14 17
3 10 14 18
3 10 15 16
3 10 15 17
3 11 14 18
3 11 15 17
3 11 15 18
3 11 16 17
3 11 17 18
3 12 14 15
3 12 14 17
3 12 15 16
3 12 15 17
3 12 15 19
3 12 16 17
3 13 14 17
3 13 14 18
3 13 15 16
4 5 8 17
4 5 8 18
4 5 10 12
4 5 12 13
4 5 12 15
4 5 12 17
4 5 12 19
4 6 7 16
4 6 9 12
4 6 10 11
4 6 17 18
4 7 8 10
4 7 8 13
4 7 8 15
4 7 12 13
4 7 12 19
4 7 13 16
4 7 13 18
4 7 13 19
4 7 16 19
4 8 11 15
4 8 14 19
4 8 16 19
4 9 17 18
4 10 12 17
4 10 15 18
4 10 16 18
4 10 16 19
4 12 17 18
4 13 14 17
4 13 14 18
4 13 16 17
4 14 15 17
4 14 15 18
4 14 16 17
4 14 16 18
4 14 17 18
4 15 16 17
4 16 17 19
4 16 18 19
5 6 7 16
5 6 8 11
5 6 8 16
5 6 8 19
5 6 9 10
5 6 9 11
5 6 9 13
5 6 9 14
5 6 9 16
5 6 11 19
5 8 10 18
5 9 10 19
5 9 14 19
5 9 16 17
5 10 11 12
5 11 14 16
5 12 14 17
6 7 8 15
6 7 8 16
6 7 9 13
6 7 9 16
6 7 10 18
6 8 9 15
6 9 15 19
7 8 9 19
7 8 11 12
7 8 11 13
7 8 11 15
7 8 11 17
7 8 15 19
7 8 17 19
7 9 14 15
7 9 14 19
7 10 12 14
7 10 13 14
7 10 14 15
7 10 17 18
7 15 17 18
7 15 18 19
8 9 10 18
8 9 10 19
8 9 11 13
8 9 11 16
8 10 11 14
8 11 12 18
8 15 16 19
9 10 11 13
9 10 13 16
9 12 17 19
10 11 14 16
10 12 14 17
11 12 13 18
11 13 17 18
