0 1 2 3 4
0 1 8 9 10
0 1 11 12 13
0 1 14 15 16
0 1 20 21 22
0 1 23 24 25
0 1 26 27 28
0 2 5 8 11
0 2 14 17 20
0 2 15 18 21
0 2 16 19 22
0 2 23 26 29
0 3 5 9 13
0 3 6 8 14
0 3 10 12 16
0 3 17 21 23
0 3 18 20 24
0 3 19 25 26
0 3 22 27 29
0 4 6 11 16
0 4 7 8 12
0 4 9 15 17
0 4 13 18 22
0 4 19 20 23
0 4 21 24 26
0 4 25 28 29
0 5 16 17 24
0 5 18 23 27
0 6 10 15 20
0 6 13 17 25
0 6 19 21 27
0 6 22 23 28
0 7 9 14 18
0 7 16 20 25
0 7 17 22 26
0 7 19 24 28
0 8 13 15 23
0 8 16 18 26
0 9 11 19 29
0 9 16 21 28
0 10 11 17 27
0 11 14 21 25
0 12 14 22 24
1 2 5 9 14
1 2 7 11 16
1 2 10 12 15
1 2 17 21 24
1 2 18 20 23
1 2 19 25 27
1 2 22 28 29
1 3 5 8 12
1 3 7 10 14
1 3 13 15 17
1 3 16 18 21
1 3 19 20 28
1 3 22 23 26
1 4 6 10 17
1 4 7 9 13
1 4 8 14 18
1 4 12 16 19
1 4 20 24 27
1 4 21 23 28
1 5 10 13 16
1 5 17 20 25
1 5 18 22 24
1 5 19 21 26
1 6 12 14 20
1 6 15 18 25
1 6 16 22 27
1 6 19 23 29
1 7 8 15 19
1 7 12 17 23
1 7 18 26 29
1 8 11 17 22
1 8 16 20 29
1 9 12 18 27
1 9 15 20 26
1 9 21 25 29
1 10 11 18 28
1 11 14 19 24
1 13 14 21 27
2 3 5 6 10
2 3 7 8 9
2 3 11 12 14
2 3 13 16 20
2 3 15 19 23
2 3 17 18 22
2 3 21 25 28
2 3 24 26 27
2 4 6 14 15
2 4 8 10 16
2 4 9 11 18
2 4 12 13 21
2 4 19 24 29
2 4 20 22 25
2 5 12 16 18
2 5 13 15 22
2 5 20 21 27
2 5 23 24 28
2 6 11 17 23
2 6 16 21 26
2 7 12 20 24
2 7 14 21 22
2 7 15 25 26
2 8 12 17 19
2 8 14 23 25
2 8 15 20 28
2 8 18 27 29
2 9 10 17 25
2 9 13 19 26
2 9 15 16 24
2 9 22 23 27
2 10 11 19 20
2 10 14 18 24
2 11 13 24 25
2 13 17 27 28
3 4 5 16 22
3 4 8 11 13
3 4 14 17 24
3 4 23 25 27
3 5 7 18 25
3 5 11 17 19
3 5 14 15 20
3 5 21 24 29
3 6 12 13 19
3 6 15 16 28
3 6 17 26 29
3 6 22 24 25
3 7 12 21 26
3 7 13 22 28
3 7 16 17 27
3 8 10 15 21
3 8 16 19 24
3 8 18 23 28
3 9 12 17 20
3 9 14 16 23
3 10 11 23 24
3 10 13 18 26
3 10 20 25 29
3 14 18 19 27
4 5 6 8 9
4 5 12 20 26
4 5 13 19 25
4 6 12 22 29
4 6 13 23 24
4 6 18 26 27
4 7 10 11 21
4 7 14 16 26
4 7 15 22 23
4 8 15 24 25
4 8 17 20 21
4 8 19 22 26
4 9 12 14 25
4 9 16 27 29
4 9 22 24 28
4 10 12 27 28
4 10 13 15 29
4 11 14 20 28
4 11 17 25 26
4 16 17 18 23
5 6 11 12 21
5 6 13 14 18
5 6 15 17 27
5 6 16 19 20
5 6 23 25 26
5 7 8 10 20
5 7 9 11 22
5 7 12 13 27
5 7 14 19 23
5 7 15 16 21
5 8 13 17 26
5 8 14 16 27
5 8 19 28 29
5 8 21 22 23
5 9 10 12 23
5 9 15 18 28
5 9 19 24 27
5 10 11 26 29
5 10 17 18 21
5 10 22 25 27
5 11 13 20 23
5 11 16 25 28
5 12 14 17 28
6 7 8 11 24
6 7 9 10 16
6 7 12 25 28
6 7 13 21 29
6 8 10 12 18
6 8 20 23 27
6 9 13 20 22
6 9 14 17 19
6 9 15 21 23
6 9 18 24 29
6 10 11 14 22
6 10 19 24 26
6 11 13 15 26
6 11 25 27 29
6 14 21 24 28
6 17 18 20 28
7 8 14 17 29
7 8 21 25 27
7 9 12 15 29
7 9 19 20 21
7 9 23 24 26
7 10 12 19 22
7 10 15 17 24
7 10 23 27 29
7 11 13 17 18
7 11 19 26 27
7 14 15 27 28
7 16 22 24 29
7 18 20 22 27
8 9 11 12 16
8 9 13 14 24
8 9 18 19 25
8 10 13 19 27
8 10 14 26 28
8 12 13 20 25
8 12 15 22 27
8 12 23 24 29
9 10 14 20 27
9 10 21 22 26
9 13 15 25 27
9 13 17 23 29
9 20 23 25 28
10 12 14 21 29
10 13 20 21 24
10 14 15 19 25
10 15 16 18 22
10 16 17 19 28
10 16 20 23 26
11 12 15 23 25
11 12 18 20 29
11 12 22 26 28
11 13 14 16 29
11 13 19 21 22
11 14 18 23 26
11 15 16 17 20
11 15 18 24 27
11 15 21 28 29
11 16 21 23 27
12 13 15 24 28
12 13 16 17 22
12 16 21 24 25
12 17 18 24 26
12 18 19 21 23
13 14 22 25 26
13 15 18 19 20
13 20 26 27 29
14 15 17 21 26
14 19 20 22 29
15 16 19 26 29
15 17 22 25 28
17 19 22 23 24
18 20 21 25 26
18 22 23 25 29
