0 1 2 3 4
0 1 4 6 7
0 1 5 20 24
0 2 3 10 11
0 2 7 12 13
0 2 7 17 24
0 2 7 18 23
0 2 7 19 22
0 2 7 20 21
0 2 8 9 15
0 2 8 10 16
0 2 8 11 13
0 2 8 12 14
0 2 8 17 23
0 2 8 18 24
0 2 8 19 21
0 2 8 20 22
0 2 9 18 25
0 2 11 20 25
0 2 12 19 25
0 2 13 22 25
0 2 14 21 25
0 2 16 23 25
0 3 4 9 10
0 3 4 15 16
0 3 4 19 20
0 3 4 23 24
0 3 5 9 15
0 3 5 11 13
0 3 5 12 14
0 3 5 17 23
0 3 5 18 24
0 3 5 19 21
0 3 6 9 16
0 3 6 11 14
0 3 6 12 13
0 3 6 17 24
0 3 6 18 23
0 3 6 19 22
0 3 6 20 21
0 3 7 9 13
0 3 7 11 15
0 3 7 12 16
0 3 7 17 21
0 3 7 18 22
0 3 7 19 23
0 3 7 20 24
0 3 8 9 14
0 3 8 10 13
0 3 8 11 16
0 3 8 12 15
0 3 8 17 22
0 3 8 18 21
0 3 8 19 24
0 3 8 20 23
0 3 9 19 25
0 3 10 20 25
0 3 11 17 25
0 3 12 18 25
0 3 13 23 25
0 3 14 24 25
0 3 15 21 25
0 4 6 17 23
0 4 6 18 24
0 4 6 19 21
0 4 7 9 14
0 4 7 19 24
0 5 6 9 10
0 5 6 11 12
0 5 6 13 14
0 5 6 15 16
0 5 6 17 18
0 5 6 19 20
0 5 6 21 22
0 5 6 23 24
0 6 7 21 24
0 6 13 18 25
0 7 8 23 24
0 11 14 20 21
0 11 15 17 21
0 11 15 19 23
0 11 16 17 22
0 11 16 18 21
0 11 16 19 24
0 11 16 20 23
0 12 13 17 24
0 12 13 18 23
0 12 13 19 22
0 13 15 18 20
0 13 15 21 23
0 13 15 22 24
0 13 16 17 20
0 14 16 17 19
0 14 16 18 20
0 17 19 22 24
0 17 20 22 23
0 18 19 21 24
0 21 22 23 24
1 2 3 6 10
1 2 3 7 11
1 2 3 8 12
1 2 3 13 17
1 2 3 14 18
1 2 3 16 20
1 2 3 21 25
1 2 4 14 17
1 2 5 7 13
1 2 5 8 14
1 2 5 11 17
1 2 5 12 18
1 2 5 15 21
1 2 5 16 22
1 2 5 19 25
1 2 6 7 14
1 2 6 8 13
1 2 6 11 18
1 2 6 12 17
1 2 6 15 22
1 2 6 16 21
1 2 6 20 25
1 2 7 9 17
1 2 7 16 24
1 2 8 10 17
1 2 8 15 24
1 2 8 16 23
1 2 9 11 13
1 2 9 12 14
1 2 9 15 25
1 2 9 19 21
1 2 9 20 22
1 2 10 16 25
1 2 10 19 22
1 2 10 20 21
1 2 11 19 23
1 2 11 20 24
1 2 12 19 24
1 2 12 20 23
1 2 13 21 23
1 2 13 22 24
1 2 14 21 24
1 2 14 22 23
1 3 5 6 13
1 3 6 16 24
1 3 9 14 25
1 5 6 11 21
1 5 6 12 22
1 5 6 15 17
1 5 9 12 25
1 5 9 14 15
1 6 7 10 22
1 6 9 11 25
1 6 9 13 15
1 6 9 18 20
1 6 9 21 23
1 6 10 14 15
1 6 10 18 19
1 6 12 13 14
1 6 12 19 20
1 6 13 18 24
1 6 13 19 21
1 6 14 16 25
1 6 14 18 23
1 6 14 20 21
1 6 15 19 23
1 6 15 20 24
1 6 17 19 25
1 6 22 24 25
1 7 8 9 23
1 7 8 10 24
1 7 8 15 17
1 7 8 16 18
1 7 9 10 25
1 7 9 11 12
1 7 9 13 14
1 7 9 19 20
1 7 9 21 22
1 7 11 14 15
1 7 11 18 19
1 7 12 13 15
1 7 12 18 20
1 7 13 18 21
1 7 13 19 24
1 7 14 18 22
1 7 14 20 24
1 7 15 16 25
1 7 15 19 22
1 7 15 20 21
1 7 17 18 25
1 7 23 24 25
1 8 10 11 12
1 9 10 15 17
1 10 14 20 25
1 12 14 18 25
1 14 15 21 25
2 3 4 6 11
2 4 8 12 18
2 4 8 16 22
2 4 9 10 13
2 4 11 17 24
2 4 11 19 22
2 4 12 17 23
2 4 12 19 21
2 4 13 21 22
2 4 15 21 24
2 4 18 21 25
2 4 20 23 25
2 5 6 12 21
2 5 9 10 12
2 5 10 14 15
2 5 14 17 24
2 6 13 16 25
2 6 13 20 21
2 7 10 13 14
2 7 10 19 20
2 7 10 21 22
2 7 11 13 15
2 7 11 17 19
2 7 12 14 15
2 7 12 17 20
2 7 12 21 24
2 7 13 17 21
2 9 10 16 17
2 10 11 22 25
2 11 17 18 22
2 12 18 19 23
2 13 14 24 25
2 14 17 18 19
2 16 20 22 24
2 21 22 24 25
3 4 6 8 13
3 4 7 15 23
3 4 9 17 23
3 4 10 12 13
3 4 10 17 24
3 4 10 18 23
3 4 11 17 21
3 4 12 18 21
3 5 7 8 9
3 5 8 16 18
3 6 8 9 24
3 7 9 17 20
3 7 10 13 15
3 8 10 14 15
