0 1 2 3 4 5 6
0 1 2 3 10 11 12
0 1 2 3 13 14 15
0 1 2 3 16 17 18
0 1 2 3 25 26 27
0 1 2 4 17 20 23
0 1 2 4 25 28 29
0 1 2 5 9 13 17
0 1 2 5 20 22 26
0 1 2 6 11 17 19
0 1 2 6 15 20 24
0 1 2 7 18 19 26
0 1 2 7 20 27 29
0 1 2 8 12 17 22
0 1 2 8 21 23 29
0 1 2 9 19 24 28
0 1 2 10 15 17 25
0 1 2 11 13 21 26
0 1 2 12 13 19 29
0 1 2 13 16 23 27
0 1 2 14 16 24 25
0 1 3 4 9 13 18
0 1 3 4 19 23 26
0 1 3 4 20 22 25
0 1 3 4 21 27 29
0 1 3 5 9 12 16
0 1 3 5 21 24 25
0 1 3 5 22 28 29
0 1 3 6 14 18 21
0 1 3 6 23 25 29
0 1 3 6 24 27 28
0 1 3 7 12 15 18
0 1 3 7 19 22 27
0 1 3 7 20 24 26
0 1 3 7 21 23 28
0 1 3 8 17 20 27
0 1 3 8 18 24 29
0 1 3 9 10 17 21
0 1 3 9 14 19 25
0 1 3 10 18 22 26
0 1 3 11 14 20 28
0 1 3 11 17 26 29
0 1 3 12 13 21 22
0 1 3 13 16 25 28
0 1 4 5 9 10 11
0 1 4 5 13 14 16
0 1 4 5 19 20 24
0 1 4 6 10 12 18
0 1 4 7 15 17 24
0 1 4 7 22 23 29
0 1 4 7 26 27 28
0 1 4 8 13 19 25
0 1 4 9 17 25 27
0 1 4 10 16 25 26
0 1 4 11 12 19 27
0 1 4 11 17 18 28
0 1 4 12 16 20 29
0 1 4 13 15 26 29
0 1 5 6 7 18 24
0 1 5 6 10 13 15
0 1 5 7 9 20 25
0 1 5 7 13 19 21
0 1 5 7 16 17 22
0 1 5 8 14 15 21
0 1 5 9 14 23 27
0 1 5 9 15 24 29
0 1 5 9 18 26 28
0 1 5 10 12 17 23
0 1 5 10 18 19 27
0 1 5 10 20 21 29
0 1 5 11 16 18 29
0 1 5 11 17 24 27
0 1 5 12 13 20 27
0 1 5 12 15 25 26
0 1 6 7 8 10 11
0 1 6 7 15 21 27
0 1 6 8 14 27 29
0 1 6 9 17 28 29
0 1 6 9 20 26 27
0 1 6 10 17 22 27
0 1 6 10 21 23 24
0 1 6 12 15 22 29
0 1 6 13 16 21 29
0 1 6 15 17 18 26
0 1 6 18 19 20 29
0 1 7 8 13 14 23
0 1 7 8 17 19 28
0 1 7 8 18 21 22
0 1 7 8 24 25 27
0 1 7 9 10 12 22
0 1 7 9 11 13 27
0 1 7 9 15 23 26
0 1 7 10 15 19 20
0 1 7 10 16 18 23
0 1 7 11 12 14 24
0 1 7 11 17 23 25
0 1 7 12 21 25 29
0 1 7 13 15 22 25
0 1 7 13 18 28 29
0 1 8 9 10 13 26
0 1 8 9 11 12 18
0 1 8 9 14 17 24
0 1 8 9 16 27 28
0 1 8 10 12 14 20
0 1 8 10 19 22 23
0 1 8 11 16 19 21
0 1 8 12 16 23 25
0 1 8 12 21 24 28
0 1 8 13 16 20 24
0 1 8 20 25 26 29
0 1 9 10 16 19 29
0 1 9 11 14 21 29
0 1 9 11 22 24 25
0 1 9 12 17 19 20
0 1 9 13 15 21 28
0 1 9 13 20 22 23
0 1 9 18 19 21 23
0 1 10 11 13 14 17
0 1 10 11 15 16 24
0 1 10 11 19 26 28
0 1 10 11 20 23 27
0 1 10 12 15 27 28
0 1 10 13 18 21 25
0 1 10 14 15 18 29
0 1 10 16 21 22 28
0 1 11 13 15 18 19
0 1 11 13 23 24 29
0 1 11 14 15 26 27
0 1 12 13 15 16 17
0 1 12 14 16 21 27
0 1 12 14 22 23 26
0 1 12 15 19 23 24
0 1 12 16 18 19 28
0 1 12 17 18 27 29
0 1 12 18 20 21 26
0 1 13 14 18 22 24
0 1 13 17 19 22 26
0 1 14 16 17 19 23
0 1 14 16 26 28 29
0 1 14 17 22 25 29
0 1 14 18 25 27 28
0 1 14 20 21 23 25
0 1 16 18 24 26 27
0 1 16 19 20 25 27
0 1 17 19 21 24 29
0 1 17 20 24 25 28
0 1 19 23 27 28 29
0 1 20 21 22 24 27
0 2 3 4 11 15 17
