0 1 2
0 1 3
0 1 5
0 1 6
0 1 7
0 1 8
0 1 9
0 1 10
0 1 11
0 1 12
0 1 13
0 1 14
0 1 15
0 1 16
0 1 17
0 1 18
0 1 19
0 1 20
0 1 21
0 1 22
0 1 23
0 1 24
0 1 25
0 1 26
0 1 27
0 1 28
0 1 29
0 2 3
0 2 4
0 2 5
0 2 6
0 2 7
0 2 8
0 2 9
0 2 10
0 2 11
0 2 12
0 2 13
0 2 14
0 2 15
0 2 16
0 2 17
0 2 18
0 2 19
0 2 20
0 2 21
0 2 22
0 2 23
0 2 24
0 2 25
0 2 26
0 2 27
0 2 28
0 2 29
0 3 4
0 3 5
0 3 6
0 3 7
0 3 8
0 3 9
0 3 10
0 3 11
0 3 12
0 3 13
0 3 14
0 3 15
0 3 16
0 3 17
0 3 18
0 3 19
0 3 20
0 3 21
0 3 22
0 3 23
0 3 24
0 3 25
0 3 26
0 3 27
0 3 28
0 3 29
0 4 5
0 4 6
0 4 7
0 4 8
0 4 9
0 4 10
0 4 11
0 4 12
0 4 13
0 4 14
0 4 15
0 4 16
0 4 17
0 4 18
0 4 19
0 4 20
0 4 21
0 4 22
0 4 23
0 4 24
0 4 25
0 4 26
0 4 27
0 4 28
0 4 29
0 5 6
0 5 7
0 5 8
0 5 9
0 5 10
0 5 11
0 5 12
0 5 13
0 5 14
0 5 15
0 5 16
0 5 17
0 5 18
0 5 19
0 5 20
0 5 21
0 5 22
0 5 23
0 5 24
0 5 25
0 5 26
0 5 27
0 5 28
0 5 29
0 6 7
0 6 8
0 6 9
0 6 10
0 7 10
0 7 11
0 9 15
0 9 16
0 9 17
0 9 27
0 15 21
0 15 22
0 15 23
0 15 24
0 15 25
0 15 26
0 15 27
0 15 28
0 15 29
0 16 17
0 16 18
0 16 19
0 16 20
0 16 21
0 16 22
0 16 23
0 16 24
0 16 25
0 16 26
0 16 27
0 16 28
0 16 29
0 17 18
0 17 19
0 17 20
0 17 21
0 17 22
0 17 23
0 17 24
0 17 25
0 17 26
0 17 27
0 17 28
0 17 29
0 18 19
0 18 20
0 18 21
0 18 22
0 18 23
0 18 24
0 18 25
0 18 26
0 18 27
0 18 28
0 18 29
0 19 20
0 19 21
0 19 22
0 19 23
0 19 24
0 22 27
0 22 28
0 22 29
0 23 24
0 23 25
0 23 26
0 23 27
0 23 28
0 23 29
0 24 25
0 24 26
0 24 27
0 26 28
0 26 29
0 27 28
1 2 3
1 2 4
1 2 5
1 2 6
1 2 7
1 2 8
1 2 9
1 2 10
1 2 12
1 2 13
1 2 14
1 2 15
1 2 16
1 2 17
1 2 18
1 2 19
1 2 20
1 2 21
1 2 22
1 2 23
1 2 24
1 2 25
1 2 26
1 2 27
1 2 28
1 2 29
1 3 4
1 3 5
1 3 6
1 3 7
1 3 8
1 3 9
1 3 10
1 3 11
1 3 12
1 3 13
1 3 14
1 3 15
1 3 16
1 3 17
1 3 18
1 3 19
1 3 20
1 3 21
1 3 22
1 3 23
1 3 24
1 3 25
1 3 26
1 3 27
1 3 28
1 3 29
1 4 5
1 4 6
1 4 7
1 4 8
1 4 9
1 4 10
1 4 11
1 4 12
1 4 13
1 4 14
1 4 15
1 4 16
1 4 17
1 4 18
1 4 19
1 4 20
1 4 21
1 4 22
1 4 23
1 4 24
1 4 25
1 4 26
1 4 27
1 4 28
1 4 29
1 5 6
1 5 7
1 5 8
1 5 9
1 5 10
1 5 11
1 5 12
1 5 13
1 5 14
1 5 15
1 5 16
1 5 17
1 5 18
1 5 19
1 5 20
1 5 21
1 5 22
1 5 23
1 5 24
1 5 25
1 5 26
1 5 27
1 5 28
1 5 29
1 6 7
1 6 8
1 6 9
1 6 10
1 7 10
1 7 11
1 7 13
1 9 15
1 9 16
1 9 17
1 15 21
1 15 22
1 15 23
1 15 24
1 15 25
1 15 26
1 15 27
1 15 28
1 15 29
1 16 17
1 16 18
1 16 19
1 16 20
1 16 21
1 16 22
1 16 23
1 16 24
1 16 25
1 16 26
1 16 27
1 16 28
1 16 29
1 17 18
1 17 19
1 17 20
1 17 21
1 17 22
1 17 23
1 17 24
1 17 25
1 17 26
1 17 27
1 17 28
1 17 29
1 18 19
1 18 20
1 18 21
1 18 22
1 18 23
1 18 24
1 18 25
1 18 26
1 18 27
1 18 28
1 18 29
1 19 20
1 19 21
1 19 22
1 19 23
1 19 24
