0 1 2 3
0 1 22 23
0 2 4 6
0 2 16 18
0 3 4 7
0 3 13 14
0 3 16 19
0 3 17 18
0 3 20 23
0 3 21 22
0 3 25 26
0 4 9 13
0 13 21 24
0 13 22 27
0 13 23 26
0 14 18 28
0 14 20 26
0 14 21 27
1 2 4 7
1 2 5 6
1 2 16 19
1 3 4 6
1 7 17 23
1 8 19 26
1 8 20 29
1 8 21 28
1 9 16 24
1 9 18 26
1 9 19 27
1 9 20 28
1 9 21 29
1 10 18 25
1 10 19 24
1 10 22 29
2 7 24 29
2 8 18 24
2 8 19 25
2 8 22 28
2 8 23 29
2 9 16 27
2 9 17 26
2 9 18 25
2 9 19 24
2 10 19 27
2 10 21 29
3 8 17 26
3 10 17 24
3 11 17 25
3 11 18 26
3 11 20 28
3 11 21 29
3 12 18 29
3 12 19 28
4 10 21 27
4 10 23 25
4 11 21 26
4 12 16 24
4 12 17 25
4 12 18 26
4 12 20 28
4 12 21 29
4 14 17 27
4 14 18 24
4 15 18 25
4 15 22 29
5 7 17 19
5 7 20 22
5 7 25 27
5 10 20 27
5 11 20 26
5 11 21 27
5 11 22 24
5 12 16 25
5 12 21 28
5 13 16 24
5 13 17 25
5 13 20 28
5 14 16 27
5 14 22 29
5 14 23 28
5 15 17 27
6 7 20 21
6 7 22 23
6 7 24 25
6 7 26 27
6 8 22 24
6 11 16 29
6 11 17 28
6 11 20 25
6 11 22 27
6 11 23 26
6 12 16 26
6 14 19 27
6 14 20 28
6 15 21 28
7 9 20 26
7 10 17 28
7 12 22 29
7 12 23 28
7 13 18 24
7 14 17 24
8 9 26 27
8 12 19 23
8 12 25 29
8 13 16 21
8 13 18 23
8 13 19 22
8 15 16 23
8 15 26 29
9 10 20 23
9 11 21 23
9 13 16 20
9 13 19 23
9 13 25 29
10 13 17 22
10 15 16 21
10 15 17 20
10 15 18 23
10 15 19 22
10 15 24 29
11 14 25 28
11 15 18 22
11 15 24 28
12 13 14 15
12 14 25 27
12 15 16 19
14 15 16 17
14 15 18 19
