0 1 2 3 4
0 1 8 9 10
0 1 11 12 13
0 2 6 9 12
0 2 7 10 13
0 2 14 17 20
0 2 16 19 22
0 3 6 8 14
0 3 7 11 15
0 6 19 21 24
0 7 16 20 25
0 10 11 17 22
0 12 14 21 25
1 2 5 9 14
1 2 18 20 23
1 3 6 9 11
1 3 13 15 17
1 4 12 16 19
1 6 15 18 22
1 7 12 17 25
1 8 16 22 24
1 10 11 18 25
1 13 14 22 25
2 3 15 19 23
2 4 8 10 16
2 6 11 17 23
2 9 13 23 24
2 10 14 18 24
3 4 5 16 22
3 4 6 7 20
3 4 9 10 19
3 5 21 24 25
3 6 22 23 25
3 8 16 17 25
4 5 12 20 24
4 5 13 23 25
4 6 18 21 23
4 7 14 19 22
4 9 14 20 21
4 11 22 23 24
4 16 17 18 20
5 6 11 12 21
5 7 8 10 20
5 7 13 19 24
5 8 13 17 21
5 8 15 18 24
5 9 15 16 25
5 10 18 19 22
6 7 15 17 21
6 9 18 20 25
7 8 14 17 23
7 9 12 19 21
7 9 15 20 24
8 9 18 22 23
8 11 16 21 23
8 12 13 24 25
10 11 15 16 19
10 12 13 20 22
10 13 19 21 25
11 13 15 20 21
11 14 15 17 18
11 14 16 20 22
12 14 18 19 23
12 15 17 23 24
