0 1 2 3 4 5
0 1 4 18 22 24
0 1 11 12 18 23
0 2 3 6 10 15
0 2 3 7 9 14
0 2 3 19 21 24
0 2 4 6 9 13
0 2 4 7 10 12
0 2 4 20 23 24
0 2 5 6 12 16
0 2 5 7 11 18
0 2 5 8 10 14
0 2 5 9 15 19
0 3 7 17 18 24
0 4 6 15 16 22
0 4 9 17 24 25
0 4 10 13 18 25
0 4 11 14 22 25
0 5 6 7 9 10
0 6 9 15 20 25
0 7 12 16 18 19
0 7 14 18 21 25
0 7 15 17 19 25
0 8 9 14 15 18
0 8 10 18 20 24
0 8 11 18 19 21
0 8 12 14 21 23
0 9 12 17 19 20
0 10 13 19 20 21
1 2 8 12 20 23
1 3 7 11 19 25
1 3 10 11 15 24
1 4 5 6 13 18
1 4 5 7 22 23
1 4 10 11 20 23
1 4 10 16 19 24
1 4 12 14 21 22
1 4 13 15 16 21
1 4 15 20 24 25
1 4 17 18 20 21
1 5 6 8 12 25
1 5 6 10 22 24
1 5 6 16 17 19
1 5 10 11 14 21
1 6 7 9 22 25
1 6 8 11 13 21
1 6 11 17 20 24
1 6 12 15 16 18
1 7 8 10 14 23
1 7 9 12 19 23
1 8 13 14 22 24
1 8 13 15 18 20
1 8 16 18 19 23
1 9 11 14 17 19
1 9 13 16 17 25
1 17 19 21 23 24
2 3 6 7 16 21
2 5 14 17 18 23
2 5 19 22 23 24
2 6 8 9 15 24
2 6 12 15 19 20
2 6 13 18 20 24
2 6 15 17 21 25
2 7 11 16 19 22
2 8 9 13 14 20
2 8 10 12 16 25
2 8 16 19 20 24
2 9 10 12 19 22
2 9 10 13 23 25
2 10 11 14 20 24
2 12 17 20 24 25
2 13 15 16 20 23
2 14 20 22 23 25
3 4 5 13 20 21
3 4 7 9 13 22
3 4 8 14 16 22
3 4 8 17 19 25
3 5 8 13 19 24
3 5 10 16 24 25
3 5 12 14 16 17
3 5 12 18 20 25
3 5 15 17 19 21
3 6 8 11 12 16
3 7 8 11 15 21
3 7 9 11 12 18
3 7 10 15 22 25
3 7 12 16 20 23
3 7 17 19 22 23
3 8 14 18 20 21
3 9 16 18 22 23
3 10 13 16 18 21
3 11 12 15 17 22
3 11 12 19 21 23
3 11 14 16 21 25
3 13 15 17 20 24
4 5 7 11 17 19
4 8 9 15 21 25
4 8 10 11 12 21
4 8 18 22 23 25
4 10 13 19 22 23
4 11 12 14 15 24
4 12 14 18 20 23
4 12 17 18 19 24
5 6 13 14 15 21
5 9 10 17 22 23
5 9 11 13 14 25
5 10 11 12 16 23
5 10 13 14 23 24
5 11 13 16 20 24
5 11 14 15 17 20
5 12 13 17 23 25
6 7 10 13 16 23
6 7 11 17 23 25
6 7 14 21 22 23
6 8 9 12 18 20
6 8 9 13 19 25
6 8 15 16 17 20
6 9 10 13 15 22
6 9 11 16 17 22
7 9 10 18 19 25
7 9 13 14 21 24
7 9 14 15 17 22
7 9 15 16 18 21
7 11 13 22 24 25
8 10 16 21 23 24
8 12 17 21 22 25
10 14 15 18 21 22
13 15 16 18 22 24
