0 1 2 3 4 5 6
0 1 2 27 28 29 30
0 2 4 10 14 17 21
0 2 6 9 11 15 21
0 3 4 23 24 27 28
0 3 6 11 14 23 26
0 3 7 20 22 26 28
0 3 8 19 21 25 27
0 3 12 19 22 23 29
0 4 5 7 10 28 29
0 4 6 11 13 28 30
0 4 10 15 24 30 31
0 4 12 20 21 25 28
0 5 6 23 24 29 30
0 5 7 16 26 30 31
0 5 9 15 18 24 28
0 5 9 19 21 26 29
0 5 10 20 22 25 30
0 6 9 20 22 23 27
0 6 10 15 18 26 29
0 6 13 20 21 26 31
0 7 8 24 25 28 30
0 7 9 12 13 15 16
0 9 10 15 17 19 22
0 11 12 16 17 19 21
0 11 12 23 25 27 30
0 12 14 16 18 25 26
0 13 14 24 26 27 30
1 3 5 17 18 25 27
1 3 6 16 18 29 31
1 3 15 17 20 22 31
1 4 5 7 8 16 25
1 4 10 14 25 29 31
1 4 14 16 23 27 30
1 5 6 7 10 19 22
1 5 6 11 13 24 26
1 5 8 10 11 23 29
1 5 17 22 23 28 30
1 6 8 12 26 29 30
1 7 8 11 14 20 22
1 7 9 13 14 23 24
1 7 10 14 15 17 27
1 7 11 18 23 27 31
1 7 17 18 26 28 29
1 8 9 11 12 15 17
1 8 9 13 16 18 27
1 8 15 20 23 27 28
1 9 10 12 13 22 25
1 9 13 20 28 29 31
1 10 19 20 24 26 27
1 11 12 20 25 26 31
1 13 21 24 25 27 28
1 15 21 23 25 29 30
1 16 19 25 26 28 30
2 3 4 7 10 23 26
2 3 4 11 19 21 29
2 3 5 11 12 15 24
2 3 8 13 18 24 29
2 3 14 22 24 30 31
2 3 15 18 19 22 27
2 4 6 11 12 17 18
2 4 6 13 14 15 24
2 4 8 11 23 24 30
2 4 12 14 22 23 28
2 5 6 7 9 16 18
2 5 7 10 13 24 25
2 5 9 11 25 26 30
2 7 8 11 13 15 31
2 7 8 12 14 16 17
2 7 9 13 21 29 30
2 7 9 14 20 26 31
2 7 19 20 23 28 29
2 8 10 16 18 23 31
2 9 10 12 14 15 18
2 10 12 13 26 28 31
2 13 20 23 24 27 31
2 15 18 21 24 26 31
2 16 17 21 24 27 30
3 4 5 9 13 16 20
3 5 6 9 11 17 19
3 5 6 10 12 20 31
3 5 13 19 22 25 28
3 7 11 24 25 26 27
3 7 14 15 16 18 20
3 8 11 12 14 18 19
3 8 12 23 25 26 28
3 9 20 23 24 26 29
3 10 12 13 14 16 21
3 10 19 21 26 30 31
3 11 13 16 18 26 30
3 12 15 16 25 27 29
4 5 6 9 12 15 22
4 5 6 10 11 16 21
4 7 8 10 11 17 19
4 7 8 18 20 28 31
4 7 9 10 14 16 22
4 7 13 16 17 18 21
4 8 14 15 17 18 22
4 8 14 16 19 20 21
4 9 11 17 20 21 22
4 9 19 22 28 30 31
4 15 20 21 26 27 29
5 9 14 15 16 17 21
5 9 14 18 19 20 22
5 10 13 17 19 20 21
5 12 21 23 27 28 29
5 16 21 23 24 25 31
6 7 17 18 24 25 31
6 7 22 24 27 28 29
6 8 9 10 11 18 22
6 8 11 13 14 17 21
6 8 12 17 19 20 22
6 8 17 18 27 28 30
6 9 13 16 19 21 22
6 10 14 16 17 18 19
6 13 15 16 23 30 31
8 11 15 19 27 29 30
8 13 18 20 22 25 26
8 14 17 23 25 30 31
8 17 21 24 25 26 29
9 14 15 19 23 25 27
10 12 15 20 28 29 30
10 18 19 22 24 29 31
11 21 22 25 27 29 31
12 13 19 23 24 28 30
12 14 17 20 23 26 27
12 15 22 24 25 28 31
16 17 19 27 28 29 31
