0 1 2
0 1 3
0 1 4
0 1 5
0 1 6
0 1 8
0 1 9
0 1 10
0 1 11
0 1 12
0 1 13
0 1 15
0 1 16
0 1 17
0 1 18
0 1 19
0 1 20
0 1 21
0 1 22
0 1 23
0 1 24
0 1 25
0 2 3
0 2 4
0 2 5
0 2 6
0 2 8
0 2 9
0 2 10
0 2 11
0 2 12
0 2 13
0 2 14
0 2 15
0 2 16
0 2 17
0 2 18
0 2 19
0 2 20
0 2 21
0 2 22
0 2 23
0 2 24
0 2 25
0 3 4
0 3 5
0 3 6
0 3 7
0 3 9
0 3 10
0 3 11
0 3 12
0 3 13
0 3 14
0 3 15
0 3 16
0 3 17
0 3 18
0 3 19
0 3 20
0 3 21
0 3 22
0 3 23
0 3 24
0 3 25
0 4 5
0 4 6
0 4 8
0 4 9
0 4 11
0 4 12
0 4 15
0 4 16
0 4 17
0 4 18
0 4 19
0 4 21
0 4 22
0 4 23
0 4 24
0 4 25
0 5 6
0 5 7
0 5 8
0 5 9
0 5 10
0 5 11
0 5 12
0 5 13
0 5 14
0 5 15
0 5 16
0 5 17
0 5 18
0 5 19
0 5 20
0 5 21
0 5 22
0 5 23
0 5 24
0 5 25
0 6 7
0 6 8
0 6 9
0 6 10
0 6 11
0 6 12
0 6 13
0 6 14
0 6 15
0 6 16
0 6 17
0 6 18
0 6 19
0 6 20
0 6 21
0 6 22
0 6 23
0 6 24
0 6 25
0 7 8
0 7 9
0 7 10
0 7 11
0 7 12
0 7 13
0 7 14
0 7 16
0 7 17
0 7 18
0 7 19
0 7 20
0 7 21
0 7 22
0 7 23
0 7 24
0 7 25
0 8 9
0 8 10
0 8 11
0 8 12
0 8 18
0 9 16
0 9 17
0 9 18
0 9 19
0 9 20
0 9 21
0 9 22
0 9 23
0 9 24
0 10 12
0 10 15
0 10 16
0 10 17
0 10 18
0 11 16
0 11 21
0 11 25
0 12 17
0 12 19
0 12 20
0 12 21
0 13 18
0 13 19
0 13 20
0 13 21
0 13 22
0 13 23
0 13 24
0 13 25
0 14 15
0 14 16
0 14 17
0 14 18
0 14 19
0 14 20
0 14 21
0 14 22
0 14 23
0 14 24
0 14 25
0 15 16
0 15 17
0 15 18
0 15 19
0 15 20
0 15 21
0 15 22
0 15 23
0 15 24
0 15 25
0 16 17
0 16 18
0 16 19
0 16 20
0 16 21
0 16 22
0 16 23
0 16 24
0 16 25
0 17 18
0 17 19
0 17 20
0 17 21
0 17 22
0 17 23
0 17 24
0 17 25
0 18 19
0 18 20
0 18 21
0 18 22
0 18 23
0 18 24
0 18 25
0 19 20
