0 1 2
0 1 9
0 1 14
0 2 15
0 3 4
0 3 5
0 3 6
0 3 7
0 3 9
0 3 10
0 3 12
0 3 16
0 3 17
0 3 18
0 3 19
0 3 20
0 3 21
0 3 22
0 3 23
0 3 24
0 3 25
0 3 26
0 3 27
0 4 5
0 4 6
0 4 8
0 4 9
0 4 10
0 4 11
0 4 12
0 4 13
0 4 14
0 4 15
0 6 11
0 6 12
0 6 13
0 6 14
0 6 15
0 6 16
0 6 17
0 6 18
0 6 19
0 6 20
0 6 21
0 6 22
0 6 23
0 6 24
0 6 25
0 6 26
0 6 27
0 7 10
0 7 11
0 7 12
0 7 13
0 7 15
0 7 16
0 7 17
0 7 18
0 7 19
0 7 20
0 7 21
0 7 22
0 7 23
0 7 25
0 7 26
0 7 27
0 8 9
0 8 10
0 8 11
0 8 12
0 8 13
0 8 14
0 8 25
0 9 14
0 9 15
0 9 16
0 9 17
0 9 18
0 9 19
0 9 20
0 9 21
0 9 22
0 9 23
0 9 24
0 9 25
0 9 26
0 9 27
0 10 11
0 11 15
0 12 19
0 14 15
0 15 22
0 16 20
0 18 25
0 21 27
0 22 23
0 22 24
0 22 25
0 22 26
0 22 27
0 23 24
0 23 25
0 23 26
0 23 27
0 24 25
0 24 26
0 24 27
0 25 26
0 25 27
0 26 27
1 2 3
1 2 4
1 2 5
1 2 6
1 2 7
1 2 8
1 2 10
1 2 12
1 2 13
1 2 14
1 2 15
1 2 16
1 2 17
1 2 18
1 2 19
1 2 21
1 2 23
1 2 26
1 4 24
1 4 25
1 4 26
1 4 27
1 5 6
1 5 7
1 5 8
1 5 9
1 5 10
1 5 12
1 5 13
1 5 14
1 5 15
1 5 16
1 5 17
1 5 18
1 5 21
1 5 22
1 5 23
1 5 24
1 5 25
1 5 26
1 5 27
1 6 7
1 6 9
1 6 10
1 6 12
1 6 13
1 6 14
1 6 15
1 6 16
1 6 17
1 6 18
1 6 19
1 6 20
1 6 21
1 6 22
1 6 23
1 6 24
1 6 25
1 6 26
1 6 27
1 7 8
1 7 9
1 7 10
1 7 12
1 8 27
1 10 12
1 10 13
1 10 14
1 10 15
1 10 16
1 10 17
1 10 18
1 10 19
1 10 20
1 10 21
1 10 22
1 10 23
1 10 24
1 10 25
1 10 26
1 10 27
1 11 19
1 11 20
1 11 21
1 11 22
1 11 23
1 11 24
1 11 25
1 11 26
1 11 27
1 12 14
1 12 15
1 12 16
1 12 17
1 12 18
1 12 19
1 14 18
1 14 19
1 14 20
1 14 21
1 14 24
1 14 25
1 15 27
1 16 18
1 17 26
1 18 23
1 26 27
2 4 6
2 4 9
2 4 10
2 4 11
2 4 12
2 4 13
2 4 14
2 4 15
2 4 16
2 4 17
2 4 18
2 4 19
2 4 20
2 4 21
2 4 22
2 4 23
2 4 24
2 4 25
2 5 6
2 5 7
2 5 8
2 5 9
2 5 10
2 5 11
2 5 12
2 5 13
2 5 14
2 5 15
2 5 16
2 5 17
2 5 18
2 5 19
2 5 20
2 5 21
2 5 22
2 5 23
2 5 24
2 5 25
2 5 26
2 5 27
2 6 7
2 6 8
2 6 9
2 6 10
2 6 11
2 6 12
2 6 13
2 6 14
2 6 15
2 6 16
2 6 17
2 6 18
2 6 19
2 6 20
2 6 21
2 6 22
2 6 23
2 6 24
2 6 25
2 6 26
2 6 27
2 7 8
2 7 9
2 7 10
2 7 11
2 7 12
2 7 14
2 7 15
2 7 17
2 7 19
2 7 20
2 7 21
2 7 22
2 7 24
2 7 25
2 7 26
2 7 27
2 8 12
2 8 14
2 8 15
2 13 15
2 14 21
2 15 16
2 15 27
2 16 21
2 16 27
2 17 18
2 17 19
2 17 26
2 21 27
3 4 5
3 4 6
3 4 7
3 4 8
3 4 9
3 4 10
3 4 12
3 4 13
3 4 14
3 4 15
3 4 16
3 4 17
3 4 18
3 4 19
3 4 20
3 4 21
3 4 22
3 4 24
3 4 25
3 4 26
3 4 27
3 5 6
3 5 7
3 5 9
3 5 12
3 5 13
3 5 14
3 5 15
3 5 16
3 5 17
3 5 18
3 5 19
3 5 20
3 5 21
3 5 22
3 5 23
3 5 25
3 5 26
3 5 27
3 6 7
3 6 8
3 6 9
3 15 21
3 15 22
3 15 23
3 15 24
3 15 25
3 15 26
3 16 18
3 16 19
3 16 20
3 16 21
3 18 27
3 19 20
3 19 21
3 19 22
3 19 23
3 19 24
3 19 25
3 19 26
3 19 27
3 20 21
3 20 22
3 20 23
3 20 24
3 20 25
3 20 26
3 20 27
3 21 22
3 21 23
3 21 24
3 21 25
3 21 26
3 21 27
3 22 23
3 22 24
3 22 25
3 22 26
3 22 27
3 23 24
3 23 25
3 23 26
3 23 27
3 24 25
3 24 26
3 24 27
3 25 26
3 25 27
3 26 27
4 6 11
4 10 16
4 10 17
4 10 18
4 10 19
4 10 20
4 10 25
4 10 27
4 12 15
4 12 20
4 12 22
4 12 23
4 12 24
4 12 25
4 12 26
4 12 27
4 13 14
4 13 15
4 13 16
4 13 17
4 13 18
4 13 19
4 13 20
4 13 22
4 13 23
4 13 24
