0 1 2 3 4 5 6 7
0 1 2 3 4 5 8 9
0 1 2 3 4 5 10 11
0 1 2 3 4 5 12 13
0 1 2 3 4 5 14 15
0 1 2 3 4 5 16 17
0 1 2 3 4 5 18 19
0 1 2 3 4 5 20 21
0 1 2 3 4 5 22 23
0 1 2 3 4 6 8 10
0 1 2 3 4 6 9 11
0 1 2 3 4 6 12 14
0 1 2 3 4 6 13 15
0 1 2 3 4 6 16 18
0 1 2 3 4 6 17 19
0 1 2 3 4 6 20 22
0 1 2 3 4 6 21 23
0 1 2 3 4 7 8 11
0 1 2 3 4 7 9 10
0 1 2 3 4 7 12 15
0 1 2 3 4 7 13 14
0 1 2 3 4 7 16 19
0 1 2 3 4 7 17 18
0 1 2 3 4 7 20 23
0 1 2 3 4 7 21 22
0 1 2 3 4 8 12 16
0 1 2 3 4 8 13 17
0 1 2 3 4 8 14 18
0 1 2 3 4 8 15 19
0 1 2 3 4 9 12 17
0 1 2 3 4 9 13 16
0 1 2 3 4 9 14 19
0 1 2 3 4 9 15 18
0 1 2 3 4 10 12 18
0 1 2 3 4 10 13 19
0 1 2 3 4 10 14 16
0 1 2 3 4 10 15 17
0 1 2 3 4 11 12 19
0 1 2 3 4 11 13 18
0 1 2 3 4 11 14 17
0 1 2 3 4 11 15 16
0 1 2 3 5 6 8 11
0 1 2 3 5 6 9 10
0 1 2 3 5 6 12 15
0 1 2 3 5 6 13 14
0 1 2 3 5 6 16 19
0 1 2 3 5 6 17 18
0 1 2 3 5 6 20 23
0 1 2 3 5 6 21 22
0 1 2 3 5 7 8 10
0 1 2 3 5 7 9 11
0 1 2 3 5 7 13 15
0 1 2 3 5 7 16 18
0 1 2 3 5 7 17 19
0 1 2 3 5 7 20 22
0 1 2 3 5 7 21 23
0 1 2 3 5 8 12 17
0 1 2 3 5 8 13 16
0 1 2 3 5 8 14 19
0 1 2 3 5 8 15 18
0 1 2 3 5 9 12 16
0 1 2 3 5 9 13 17
0 1 2 3 5 9 14 18
0 1 2 3 5 9 15 19
0 1 2 3 5 10 12 19
0 1 2 3 5 10 13 18
0 1 2 3 5 10 14 17
0 1 2 3 5 10 15 16
0 1 2 3 5 11 12 18
0 1 2 3 5 11 13 19
0 1 2 3 5 11 14 16
0 1 2 3 5 11 15 17
0 1 2 3 6 7 8 9
0 1 2 3 6 7 10 11
0 1 2 3 6 7 12 13
0 1 2 3 6 7 14 15
0 1 2 3 6 7 18 19
0 1 2 3 6 7 20 21
0 1 2 3 6 7 22 23
0 1 2 3 6 8 12 18
0 1 2 3 6 8 13 19
0 1 2 3 6 8 14 16
0 1 2 3 6 8 15 17
0 1 2 3 6 9 12 19
0 1 2 3 6 9 13 18
0 1 2 3 6 9 14 17
0 1 2 3 6 9 15 16
0 1 2 3 6 10 12 16
0 1 2 3 6 10 13 17
0 1 2 3 6 10 14 18
0 1 2 3 6 10 15 19
