0 1 2
0 1 16
0 1 19
0 1 22
0 2 17
0 2 21
0 3 11
0 3 13
0 3 16
0 3 17
0 3 18
0 3 19
0 3 21
0 3 22
0 3 23
0 3 24
0 3 25
0 4 5
0 4 8
0 4 23
0 4 24
0 5 6
0 5 12
0 6 18
0 7 23
0 7 25
0 9 10
0 14 17
0 18 25
1 2 6
1 5 22
1 10 14
1 10 15
1 10 16
1 10 17
1 10 18
1 10 19
1 11 12
1 11 13
1 11 15
1 11 16
1 11 17
1 12 13
1 12 15
1 12 16
1 12 17
1 13 16
1 13 20
1 14 19
1 14 21
1 17 24
1 19 20
1 22 24
1 22 25
1 23 24
2 3 4
2 3 5
2 3 6
2 3 8
2 3 11
2 3 14
2 3 15
2 3 16
2 3 17
2 3 18
2 3 19
2 3 20
2 3 21
2 9 15
2 9 19
2 10 22
2 15 19
2 18 20
2 19 20
2 19 24
2 21 24
2 21 25
2 22 23
2 22 25
2 23 24
2 24 25
3 8 22
3 10 16
3 12 21
3 12 22
3 22 24
4 6 19
4 8 22
4 8 23
4 8 25
4 9 14
4 11 21
4 13 21
4 13 22
4 13 23
4 13 25
4 14 18
4 14 19
4 14 20
4 14 21
4 14 22
4 14 23
4 14 25
4 16 23
4 16 24
4 16 25
4 17 18
4 17 19
4 17 20
4 22 24
5 9 17
5 9 18
5 9 19
5 9 20
5 9 21
5 9 24
5 9 25
5 10 22
5 11 12
5 11 16
5 11 17
5 11 22
5 11 23
5 11 24
5 11 25
5 12 13
5 12 15
5 12 16
5 19 20
5 20 21
5 20 23
5 20 24
5 23 25
5 24 25
6 9 12
6 9 13
6 9 15
6 9 24
6 10 20
6 11 12
6 11 24
6 12 13
6 12 14
6 12 16
6 12 17
6 13 24
6 15 16
6 15 21
6 15 22
6 16 19
6 16 21
6 17 21
6 18 20
6 19 21
6 20 21
6 21 22
6 21 23
6 21 25
7 9 25
7 12 17
7 13 15
7 13 16
7 13 18
7 13 20
7 13 23
7 13 25
7 14 15
7 14 18
7 14 19
7 14 21
7 14 23
7 14 25
7 15 18
7 15 20
7 15 21
7 15 23
7 16 18
7 17 20
7 17 21
7 17 25
7 18 19
7 18 20
7 18 21
7 19 21
7 19 23
8 10 17
8 10 18
8 10 19
8 10 20
8 10 22
8 10 23
8 10 25
8 11 12
8 11 22
8 11 24
8 11 25
8 12 14
8 12 15
8 12 17
8 12 18
8 12 19
8 12 20
8 12 23
8 13 14
8 13 15
8 13 25
8 18 21
8 19 21
9 10 12
9 10 14
9 11 12
9 13 18
9 13 20
9 16 20
9 17 19
9 17 20
9 17 25
9 18 24
9 19 21
9 20 21
9 21 25
10 11 19
10 11 23
10 13 23
10 14 24
10 15 19
10 17 24
10 18 22
10 20 22
10 22 23
11 14 18
11 15 18
11 16 19
11 16 23
11 24 25
13 15 22
13 15 24
13 15 25
13 16 22
14 16 17
14 16 23
14 18 22
14 18 23
14 20 25
15 16 17
15 16 18
15 17 22
15 17 24
15 18 25
15 20 24
16 17 25
16 22 23
16 23 24
18 19 24
20 22 23
20 23 24
