0 1 2 3 4 5 6 7
0 1 2 3 24 25 26 27
0 1 3 7 11 13 17 23
0 1 4 5 16 17 22 23
0 1 4 5 18 19 20 21
0 1 4 6 8 10 24 25
0 1 4 7 9 20 22 24
0 1 16 18 21 22 24 25
0 2 4 6 18 19 25 26
0 2 10 11 13 14 21 23
0 2 13 14 16 19 24 26
0 2 16 18 21 23 26 27
0 4 11 13 14 15 17 22
0 5 6 7 9 14 19 20
0 5 8 9 11 12 18 20
0 5 8 12 13 15 16 22
0 7 11 20 22 25 26 27
0 8 13 14 17 24 25 27
0 9 14 20 21 24 26 27
1 3 6 11 13 15 25 27
1 4 9 10 16 19 24 27
1 4 12 13 19 25 26 27
1 5 11 12 17 18 19 23
1 6 10 12 13 15 16 20
1 6 11 12 13 14 17 21
1 6 14 15 17 24 26 27
1 7 9 12 16 18 19 20
1 9 11 12 15 17 25 26
1 12 14 21 23 24 25 26
2 3 5 9 11 20 22 26
2 3 8 10 13 14 18 19
2 3 9 10 17 18 24 26
2 5 7 8 12 24 26 27
2 5 8 10 11 13 16 20
2 5 10 11 19 25 26 27
2 6 8 9 11 13 18 21
2 6 8 15 16 20 21 22
2 6 11 12 19 21 22 23
2 7 9 15 16 17 18 21
2 7 9 15 19 20 22 23
2 7 10 12 16 20 21 23
3 4 5 6 10 13 19 20
3 4 6 7 8 13 18 23
3 4 8 10 11 13 17 21
3 5 6 7 10 14 18 22
3 5 6 10 17 24 25 27
3 5 9 13 14 15 19 22
3 5 11 14 17 21 22 23
3 6 8 9 10 13 16 22
3 7 8 10 11 14 16 23
3 7 8 15 17 20 21 23
3 14 15 18 19 25 26 27
4 5 8 10 12 15 20 21
4 5 9 10 13 15 16 17
4 5 9 18 24 25 26 27
4 6 12 14 17 18 22 23
4 7 8 9 12 14 20 23
4 7 12 15 18 19 21 23
6 7 8 10 12 15 22 23
6 7 16 19 24 25 26 27
8 9 14 15 16 17 22 23
10 12 15 20 24 25 26 27
11 16 18 20 23 24 25 27
11 17 19 21 22 24 25 27
