0 1 2 3 4 5
0 1 2 3 4 6
0 1 2 3 4 7
0 1 2 3 4 8
0 1 2 3 4 9
0 1 2 3 4 10
0 1 2 3 4 11
0 1 2 3 4 12
0 1 2 3 4 13
0 1 2 3 4 14
0 1 2 3 4 15
0 1 2 3 4 16
0 1 2 3 4 17
0 1 2 3 4 18
0 1 2 3 4 19
0 1 2 3 4 20
0 1 2 3 4 21
0 1 2 3 5 6
0 1 2 3 5 7
0 1 2 3 5 8
0 1 2 3 5 9
0 1 2 3 5 10
0 1 2 3 5 11
0 1 2 3 5 12
0 1 2 3 5 13
0 1 2 3 5 14
0 1 2 3 5 15
0 1 2 3 5 16
0 1 2 3 5 17
0 1 2 3 5 18
0 1 2 3 5 19
0 1 2 3 5 20
0 1 2 3 5 21
0 1 2 3 6 7
0 1 2 3 6 8
0 1 2 3 6 9
0 1 2 3 6 10
0 1 2 3 6 11
0 1 2 3 6 12
0 1 2 3 6 13
0 1 2 3 6 14
0 1 2 3 6 15
0 1 2 3 6 16
0 1 2 3 6 17
0 1 2 3 6 18
0 1 2 3 6 19
0 1 2 3 6 20
0 1 2 3 6 21
0 1 2 3 7 8
0 1 2 3 7 9
0 1 2 3 7 10
0 1 2 3 7 11
0 1 2 3 7 12
0 1 2 3 7 13
0 1 2 3 7 14
0 1 2 3 7 15
0 1 2 3 7 16
0 1 2 3 7 17
0 1 2 3 7 18
0 1 2 3 7 19
0 1 2 3 7 20
0 1 2 3 7 21
0 1 2 3 8 9
0 1 2 3 8 10
0 1 2 3 8 11
0 1 2 3 8 12
0 1 2 3 8 13
0 1 2 3 8 14
0 1 2 3 8 15
0 1 2 3 8 16
0 1 2 3 8 17
0 1 2 3 8 18
0 1 2 3 8 19
0 1 2 3 8 20
0 1 2 3 8 21
0 1 2 3 9 10
0 1 2 3 9 11
0 1 2 3 9 12
0 1 2 3 9 13
0 1 2 3 9 14
0 1 2 3 9 15
0 1 2 3 9 16
0 1 2 3 9 17
0 1 2 3 9 18
0 1 2 3 9 19
0 1 2 3 9 20
0 1 2 3 9 21
0 1 2 3 10 11
0 1 2 3 10 12
0 1 2 3 10 13
0 1 2 3 10 14
0 1 2 3 10 15
0 1 2 3 10 16
0 1 2 3 10 17
0 1 2 3 10 18
0 1 2 3 10 19
0 1 2 3 10 20
0 1 2 3 10 21
0 1 2 3 11 12
0 1 2 3 11 13
0 1 2 3 11 14
0 1 2 3 11 15
0 1 2 3 11 16
0 1 2 3 11 17
0 1 2 3 11 18
0 1 2 3 11 19
0 1 2 3 11 20
0 1 2 3 11 21
0 1 2 3 12 13
0 1 2 3 12 14
0 1 2 3 12 15
0 1 2 3 12 16
0 1 2 3 12 17
0 1 2 3 12 18
0 1 2 3 12 19
0 1 2 3 12 20
0 1 2 3 12 21
0 1 2 3 13 14
0 1 2 3 13 15
0 1 2 3 13 16
0 1 2 3 13 17
0 1 2 3 13 18
0 1 2 3 13 19
0 1 2 3 13 20
0 1 2 3 13 21
0 1 2 3 14 15
0 1 2 3 14 16
0 1 2 3 14 17
0 1 2 3 14 18
0 1 2 3 14 19
0 1 2 3 14 20
0 1 2 3 14 21
0 1 2 3 15 16
0 1 2 3 15 17
0 1 2 3 15 18
0 1 2 3 15 19
0 1 2 3 15 20
0 1 2 3 15 21
0 1 2 3 16 17
0 1 2 3 16 18
0 1 2 3 16 19
0 1 2 3 16 20
0 1 2 3 16 21
0 1 2 3 17 18
0 1 2 3 17 19
0 1 2 3 17 20
0 1 2 3 17 21
0 1 2 3 18 19
0 1 2 3 18 20
0 1 2 3 18 21
0 1 2 3 19 20
0 1 2 3 19 21
